Elapsed time;jp@gc - Ultimate Thread Group
18:27:31,436;6.0
18:31:21,832;5.0
18:28:56,290;4.0
18:29:58,020;3.0
18:10:16,154;6.0
18:39:00,611;7.0
18:39:26,818;8.0
18:39:41,974;8.0
18:40:07,075;9.0
18:40:59,091;10.0
18:41:09,439;10.0
18:42:45,867;10.0
18:14:10,596;11.0
18:43:10,719;10.0
18:42:21,572;10.0
18:42:08,352;11.0
18:44:18,486;11.0
18:43:03,513;11.0
18:42:52,632;12.0
18:44:06,127;12.0
18:44:24,355;12.0
18:43:26,287;12.0
18:45:41,709;13.0
18:45:08,653;13.0
18:44:27,296;13.0
18:46:22,509;14.0
18:45:43,696;14.0
18:45:37,555;14.0
18:47:02,747;14.0
18:47:05,816;15.0
18:47:04,269;15.0
18:46:27,474;15.0
18:47:35,653;16.0
18:46:51,921;16.0
18:46:41,996;16.0
18:48:04,240;16.0
18:46:27,213;17.0
18:47:18,888;17.0
18:47:40,154;18.0
18:49:04,499;18.0
18:47:13,726;18.0
18:48:13,344;19.0
18:48:10,594;19.0
18:47:49,887;20.0
18:48:36,250;20.0
18:48:51,914;20.0
18:49:04,779;20.0
18:49:20,872;20.0
18:48:45,896;20.0
18:49:36,619;20.0
18:51:32,978;20.0
18:52:02,287;20.0
18:49:44,807;20.0
18:50:05,546;20.0
18:49:33,596;20.0
18:52:35,842;20.0
18:52:36,172;20.0
18:53:17,025;20.0
18:51:34,465;20.0
18:50:24,316;20.0
18:51:28,292;20.0
18:50:31,761;20.0
18:53:54,778;20.0
18:51:31,236;20.0
18:54:24,532;20.0
18:51:16,169;20.0
18:52:20,911;20.0
18:54:39,881;20.0
18:54:39,878;20.0
18:53:14,254;20.0
18:53:08,469;20.0
18:55:48,757;20.0
18:52:31,053;20.0
18:54:25,846;20.0
18:54:27,572;20.0
18:55:14,449;20.0
18:55:34,806;20.0
18:55:59,090;20.0
18:56:01,041;20.0
18:57:49,832;20.0
18:58:00,623;20.0
18:56:34,979;20.0
18:56:40,796;20.0
18:56:50,071;20.0
18:56:40,385;20.0
18:57:02,435;20.0
18:57:20,262;20.0
18:57:24,628;20.0
18:57:31,712;20.0
19:00:18,506;20.0
18:58:20,859;20.0
18:57:45,918;20.0
19:01:22,352;20.0
18:57:23,208;20.0
18:58:58,019;20.0
18:59:11,895;20.0
18:59:52,489;20.0
19:00:47,146;20.0
19:01:04,486;20.0
19:00:25,405;20.0
19:01:57,631;20.0
18:59:31,601;20.0
18:59:52,429;20.0
19:02:39,489;20.0
19:03:13,930;20.0
19:03:09,386;20.0
19:03:25,329;20.0
19:03:48,889;20.0
19:03:58,905;20.0
19:03:58,461;20.0
19:04:50,342;20.0
19:04:36,586;20.0
19:04:58,658;20.0
19:03:54,348;20.0
19:03:07,540;20.0
19:05:53,999;20.0
19:06:17,997;20.0
19:06:31,113;20.0
19:06:54,671;20.0
19:06:10,175;20.0
19:07:53,081;20.0
19:07:59,908;20.0
19:08:48,729;20.0
19:10:02,597;20.0
19:09:58,551;20.0
19:10:14,394;20.0
19:10:09,404;20.0
19:10:40,974;20.0
19:11:19,858;20.0
19:11:31,031;20.0
19:11:58,918;20.0
19:11:56,081;20.0
19:10:10,793;20.0
19:12:42,539;20.0
19:13:03,303;20.0
19:13:10,408;20.0
19:13:14,477;20.0
19:13:51,289;20.0
19:14:56,567;20.0
19:14:53,268;20.0
19:15:24,857;20.0
19:15:30,136;20.0
19:13:38,062;20.0
19:18:08,131;20.0
18:51:18,187;20.0
19:16:15,137;20.0
19:16:32,044;20.0
19:17:03,674;20.0
19:17:38,689;20.0
19:16:19,261;20.0
19:18:33,703;20.0
19:19:01,269;20.0
19:18:58,423;20.0
19:21:32,251;20.0
19:17:36,480;20.0
19:19:15,245;20.0
19:19:23,205;20.0
19:19:59,252;20.0
19:20:32,236;20.0
19:18:22,632;20.0
19:20:46,166;20.0
19:21:24,854;20.0
19:21:31,331;20.0
19:23:52,820;20.0
19:21:35,648;20.0
19:24:17,475;20.0
19:22:02,904;20.0
19:22:35,788;20.0
19:22:27,296;20.0
19:22:39,442;20.0
19:21:37,946;20.0
19:23:13,566;20.0
19:26:08,721;20.0
19:26:12,622;20.0
19:24:19,482;20.0
19:24:55,343;20.0
19:24:56,236;20.0
19:24:58,287;20.0
19:25:34,309;20.0
19:25:39,968;20.0
19:27:08,710;19.0
19:27:39,862;19.0
19:26:14,209;19.0
19:26:20,308;17.0
19:26:34,977;17.0
19:26:56,246;16.0
19:26:54,786;15.0
19:25:23,162;14.0
19:27:24,301;13.0
19:27:35,478;12.0
19:27:46,277;11.0
19:28:02,383;10.0
19:30:43,002;9.0
19:29:06,614;8.0
19:29:51,696;7.0
19:29:19,797;6.0
19:29:22,146;5.0
19:29:50,031;4.0
19:30:19,804;3.0
19:30:10,849;2.0
19:28:01,028;1.0
19:38:08,550;4.0
19:39:58,933;5.0
19:39:01,429;5.0
19:39:33,490;6.0
19:40:44,900;6.0
19:39:59,107;6.0
19:41:33,111;7.0
19:41:51,295;7.0
19:41:19,491;8.0
19:41:13,588;8.0
19:42:56,559;9.0
19:43:09,459;9.0
19:41:34,777;10.0
19:42:39,283;10.0
19:43:56,588;10.0
19:43:21,270;11.0
19:43:33,100;12.0
19:44:05,208;12.0
19:43:47,219;13.0
19:45:16,626;14.0
19:45:11,524;14.0
19:44:08,585;14.0
19:46:08,873;14.0
19:46:48,684;14.0
19:45:17,340;15.0
19:45:17,803;15.0
19:44:46,466;15.0
19:46:19,730;15.0
19:45:49,443;15.0
19:47:53,656;16.0
19:45:50,378;16.0
19:47:18,059;16.0
19:46:39,361;17.0
19:47:49,331;17.0
19:48:55,282;17.0
19:49:04,915;17.0
19:48:02,433;17.0
19:47:16,647;18.0
19:49:26,541;18.0
19:49:32,426;18.0
19:49:33,378;18.0
19:48:35,208;20.0
19:49:16,637;20.0
19:50:55,608;20.0
19:50:42,619;20.0
19:49:03,561;20.0
19:50:42,705;20.0
19:50:50,533;20.0
19:49:02,258;20.0
19:49:12,757;20.0
19:51:43,512;20.0
19:49:27,745;20.0
19:49:20,384;20.0
19:51:08,347;20.0
19:49:44,537;20.0
19:49:45,886;20.0
19:51:58,334;20.0
19:50:43,624;20.0
19:50:05,000;20.0
19:50:59,322;20.0
19:51:16,261;20.0
19:53:09,200;20.0
19:53:06,833;20.0
19:52:04,649;20.0
19:53:18,670;20.0
19:52:20,069;20.0
19:55:05,748;20.0
19:55:10,430;20.0
19:53:55,336;20.0
19:54:01,711;20.0
19:54:00,625;20.0
19:52:53,903;20.0
19:54:09,345;20.0
19:56:16,628;20.0
19:53:53,919;20.0
19:54:58,617;20.0
19:55:06,785;20.0
19:54:06,546;20.0
19:57:50,764;20.0
19:58:05,443;20.0
19:58:28,249;20.0
19:54:39,454;20.0
19:57:13,563;20.0
19:56:53,585;20.0
19:54:58,132;20.0
20:00:08,347;20.0
19:59:38,314;20.0
19:58:04,038;20.0
19:56:11,157;20.0
19:58:10,161;20.0
19:57:22,490;20.0
19:58:56,331;20.0
19:58:00,234;20.0
19:59:48,788;20.0
19:58:09,094;20.0
20:00:30,442;20.0
19:59:44,296;20.0
20:01:24,925;20.0
20:02:01,621;20.0
20:02:08,118;20.0
20:00:58,021;20.0
20:01:15,777;20.0
20:01:44,020;20.0
20:02:22,595;20.0
20:02:29,859;20.0
20:02:46,371;20.0
20:02:49,617;20.0
20:02:30,379;20.0
20:01:59,813;20.0
20:02:05,008;20.0
20:03:22,765;20.0
20:03:20,670;20.0
20:03:08,461;20.0
20:05:20,403;20.0
20:06:45,456;20.0
20:06:00,408;20.0
20:07:35,948;20.0
20:07:37,474;20.0
20:08:07,241;20.0
20:06:46,967;20.0
20:07:46,246;20.0
20:08:36,230;20.0
20:11:41,066;20.0
20:09:23,680;20.0
20:09:08,617;20.0
20:08:30,436;20.0
20:08:33,724;20.0
20:09:39,322;20.0
20:09:55,591;20.0
20:08:29,098;20.0
20:08:32,437;20.0
20:10:26,367;20.0
20:11:24,591;20.0
20:11:35,017;20.0
20:12:20,302;20.0
20:12:26,190;20.0
20:16:23,493;20.0
20:14:59,877;20.0
20:12:47,903;20.0
20:15:23,462;20.0
20:15:18,168;20.0
19:52:42,949;20.0
20:15:40,475;20.0
20:15:53,355;20.0
20:16:05,698;20.0
20:16:20,106;20.0
20:16:32,458;20.0
20:16:33,727;20.0
20:16:47,346;20.0
20:17:03,679;20.0
20:15:13,910;20.0
20:16:54,633;20.0
20:15:37,427;20.0
20:17:12,770;20.0
20:17:58,782;20.0
20:19:24,824;20.0
20:20:12,962;20.0
20:22:01,981;20.0
20:22:09,649;20.0
20:20:18,261;20.0
20:20:58,158;20.0
20:19:32,424;20.0
20:21:21,496;20.0
20:20:08,661;20.0
20:21:48,628;20.0
20:20:55,464;20.0
20:20:24,110;20.0
20:25:24,267;20.0
20:22:03,810;20.0
20:24:50,859;20.0
20:22:29,839;20.0
20:25:20,439;20.0
20:24:27,570;20.0
20:23:14,828;20.0
20:16:21,117;20.0
20:22:14,630;20.0
20:22:13,378;20.0
20:22:35,792;20.0
20:23:44,238;20.0
20:25:42,216;20.0
20:24:00,360;20.0
20:24:52,533;20.0
20:24:34,320;20.0
20:23:33,714;19.0
20:25:58,840;19.0
20:26:08,122;19.0
20:27:11,385;19.0
20:26:05,108;18.0
20:26:20,830;18.0
20:26:25,222;18.0
20:26:24,712;17.0
20:26:36,639;16.0
20:26:39,973;15.0
20:26:37,344;15.0
20:26:03,437;15.0
20:26:59,938;14.0
20:27:09,811;14.0
20:27:46,256;13.0
20:26:59,069;13.0
20:26:58,843;13.0
20:29:57,533;12.0
20:27:45,787;11.0
20:29:35,307;10.0
20:27:20,125;9.0
20:30:01,362;8.0
20:28:45,397;7.0
20:30:40,087;6.0
20:31:06,563;5.0
20:31:24,728;4.0
20:30:40,022;3.0
20:32:00,205;2.0
20:32:15,527;1.0
