Elapsed time;my_test_sampler
17:39:19,0;106868.0
17:40:18,500;104883.0
17:41:10,500;117919.0
17:41:12,500;43419.0
17:41:19,500;96579.0
17:42:05,0;38341.0
17:42:18,0;115506.0
17:42:26,0;116641.0
17:42:30,0;37022.0
17:42:46,500;76162.0
17:42:57,0;99556.0
17:43:41,500;105223.0
17:44:23,0;55470.0
17:44:50,500;108254.5
17:44:51,0;57780.0
17:45:06,0;136182.0
17:45:18,0;45853.0
17:45:19,0;118561.0
17:45:42,0;44249.0
17:46:12,500;46418.0
17:46:23,500;134139.0
17:46:25,500;94001.0
17:46:38,500;46414.0
17:46:40,500;116983.0
17:47:08,500;42090.0
17:47:11,500;41951.0
17:47:16,0;90301.0
17:47:16,500;42430.0
17:47:17,0;127616.0
17:48:06,500;140831.0
17:48:07,0;114339.0
17:48:20,500;55462.0
17:48:35,0;111132.0
17:48:36,0;104596.0
17:48:55,500;115696.0
17:49:18,500;128838.0
17:49:20,0;56835.0
17:50:28,0;176405.0
17:51:06,0;218787.0
17:51:07,0;170139.0
17:51:11,0;169166.0
17:51:15,0;171951.0
17:51:25,0;111058.0
17:51:39,0;169646.0
17:52:10,0;174981.0
17:52:27,0;240645.0
17:52:28,500;192890.0
17:52:32,500;270594.0
17:52:56,0;262223.0
17:52:56,500;200369.0
17:53:31,0;214901.0
17:53:31,500;94947.0
17:53:43,0;192403.0
17:54:21,0;230064.0
17:54:27,0;260011.0
17:54:27,500;291325.0
17:54:29,0;187113.0
17:54:29,500;103436.0
17:54:51,0;195974.0
17:55:30,0;186315.0
17:55:33,0;83170.0
17:55:36,0;259008.0
17:56:11,0;203383.0
17:56:18,500;195789.0
17:56:35,0;284587.0
17:56:36,0;282773.0
17:56:45,500;194007.0
17:57:26,0;110449.0
17:57:37,0;207733.0
17:57:49,0;259345.5
17:57:51,0;218577.0
17:58:02,0;115678.0
17:58:12,500;200221.0
17:58:19,500;202203.0
17:58:20,500;201594.0
17:58:21,500;203020.0
17:58:47,0;203897.0
17:58:48,0;218930.0
17:58:54,500;102466.0
17:59:33,500;100077.0
17:59:35,500;221550.0
17:59:45,500;214681.0
17:59:47,0;202117.0
18:00:19,500;217363.0
18:00:34,0;170081.0
18:00:34,500;222915.5
18:01:15,0;213739.0
18:01:21,0;99814.0
18:01:41,0;228584.0
18:01:55,500;87824.0
18:02:24,500;217335.0
18:02:30,500;112606.0
18:02:31,500;115496.0
18:02:36,500;204582.0
18:02:37,500;206027.0
18:02:56,500;221935.0
18:03:18,0;222399.0
18:03:18,500;312041.0
18:03:48,500;225642.0
18:03:57,0;208032.0
18:04:13,0;267451.0
18:04:58,500;225265.5
18:05:55,0;230873.0
18:06:23,0;232166.0
18:07:02,0;257792.0
18:07:06,500;250688.0
18:07:49,500;267991.5
18:07:53,0;156767.0
18:07:58,500;271272.0
18:08:00,0;261778.0
18:08:01,0;267450.0
18:08:02,0;256358.0
18:08:33,0;156000.0
18:08:34,500;291984.0
18:08:45,0;395737.0
18:08:48,0;282624.0
18:08:49,0;276060.0
18:08:50,500;269301.0
18:09:25,0;265301.0
18:09:26,500;239391.0
18:09:27,0;268767.0
18:11:15,0;236222.0
18:11:16,0;227200.0
18:11:59,0;241539.0
18:12:25,0;258201.0
18:12:26,0;258809.0
18:12:27,0;256143.0
18:12:31,0;234062.0
18:12:35,0;370000.0
18:12:36,0;242388.0
18:13:00,500;247094.0
18:13:01,0;249146.0
18:13:11,500;256228.0
18:13:13,500;259117.5
18:13:17,500;121431.0
18:13:18,500;248684.0
18:13:50,500;284377.5
18:14:05,500;245557.0
18:14:14,0;83405.0
18:14:16,0;80710.0
18:14:41,0;310158.0
18:15:27,500;200673.0
18:16:09,500;136715.0
18:16:30,0;227518.0
18:16:42,0;232084.0
18:17:11,500;255876.0
18:17:59,0;283489.0
18:17:59,500;180628.0
18:18:01,0;282157.0
18:18:08,500;276560.0
18:18:31,0;289935.0
18:19:18,500;322382.0
18:19:26,0;326452.0
18:19:33,500;323118.0
18:19:54,0;420842.0
18:20:13,0;177787.0
18:20:57,500;379116.0
18:21:23,500;380214.0
18:22:14,0;397416.0
18:22:53,500;212152.0
18:22:54,0;394072.0
18:23:32,500;416482.0
18:23:41,0;400312.0
18:25:13,0;592292.0
18:25:20,0;434773.0
18:25:52,0;454048.0
18:25:53,0;445257.0
18:26:36,500;244710.0
18:27:08,500;440217.0
18:27:09,0;432976.0
18:27:10,0;434988.0
18:27:21,0;431375.0
18:27:22,500;601748.0
18:28:21,0;187917.0
18:28:35,500;408454.0
18:28:36,500;573157.0
18:29:44,500;401997.0
18:31:12,500;587849.0
18:31:16,500;580978.0
18:33:31,0;463464.0
18:33:32,0;369090.5
18:33:35,500;429386.0
18:33:36,500;413297.0
18:33:38,500;641853.0
18:34:36,500;422198.0
18:34:37,0;425775.0
18:34:40,0;416105.0
18:34:41,500;407042.0
18:34:42,0;389253.0
18:34:45,500;631780.0
18:35:46,500;495469.0
18:36:17,500;296114.0
18:36:24,500;448377.0
18:36:33,500;395697.0
18:40:16,0;1800029.0
18:41:37,500;157303.0
