tool_name,Metric,mean_value,std_value,users,nodes
analyzing_data,CPU,6.154642917695971e-05,2.6258243879777594e-05,1,10
analyzing_data,GPU,0.0011252282191766764,0.0005381513810129441,1,10
analyzing_data,RAM,0.00014633630658665385,6.030398517654296e-05,1,10
analyzing_data,Total,0.0013331109549403332,0.0006240274596185818,1,10
create_visualization,CPU,2.2426807796139094e-05,8.101767128183944e-06,1,10
create_visualization,GPU,0.0002872171146971143,0.00016104036032056211,1,10
create_visualization,RAM,5.38232701752936e-05,2.0935069278250988e-05,1,10
create_visualization,Total,0.00036346719266855713,0.00018935055589528867,1,10
decide_tool,CPU,1.011172201196651e-05,3.61493160231707e-06,1,10
decide_tool,GPU,7.390970862777533e-05,3.512053510506681e-05,1,10
decide_tool,RAM,2.3847833565806258e-05,9.044281318892667e-06,1,10
decide_tool,Total,0.0001078692642055276,4.695202998851988e-05,1,10
lookup_sales_data,CPU,2.1113686087231836e-05,6.932731916130458e-06,1,10
lookup_sales_data,GPU,0.0002660105361714484,0.00010189333683870058,1,10
lookup_sales_data,RAM,5.423598736465457e-05,1.5966905278166394e-05,1,10
lookup_sales_data,Total,0.00034136020962333515,0.00011824699675402599,1,10
