Elapsed time;my_test_sampler
12:44:04,500;109148.0
12:44:08,500;107649.0
12:44:55,0;114771.0
12:45:41,500;85867.0
12:45:45,500;130097.0
12:45:54,0;52533.0
12:46:01,500;139165.0
12:46:10,500;138801.0
12:46:36,0;53695.0
12:46:37,0;99847.0
12:46:54,0;150857.0
12:46:54,500;146816.0
12:47:09,0;144296.0
12:47:09,500;150527.0
12:47:14,500;45883.0
12:47:19,0;46348.0
12:47:22,500;40961.0
12:47:32,0;140790.0
12:47:35,0;137912.0
12:47:57,500;132415.0
12:48:16,0;142406.0
12:48:20,0;59143.0
12:48:25,500;58239.0
12:48:29,500;53781.0
12:48:38,500;56357.0
12:48:58,500;155393.0
12:49:00,0;114877.0
12:49:15,0;71191.0
12:49:22,500;66930.0
12:50:20,500;175335.0
12:50:24,0;108771.0
12:50:27,0;165527.0
12:50:31,0;105625.0
12:50:42,0;101152.0
12:50:54,500;215101.0
12:51:14,500;193426.0
12:51:15,500;204543.0
12:51:16,0;112187.5
12:51:57,0;123617.0
12:52:04,0;267053.0
12:52:22,0;114359.0
12:52:39,500;235748.0
12:52:41,500;290844.0
12:52:42,500;290931.0
12:52:54,0;128101.0
12:53:02,500;142150.0
12:53:03,500;303056.0
12:53:04,0;256364.0
12:53:24,0;307030.0
12:53:33,0;237657.0
12:53:51,0;114274.0
12:53:54,500;325593.0
12:54:31,0;358150.0
12:55:19,0;381237.0
12:55:24,0;166052.0
12:55:48,0;160935.0
12:55:48,500;412526.0
12:56:02,0;167782.0
12:56:42,0;333376.0
12:57:11,0;346634.0
12:58:36,0;535306.0
12:58:38,0;477548.0
12:58:53,500;477417.5
12:59:03,500;295575.0
12:59:30,0;544653.0
13:00:03,500;279007.0
13:00:43,500;479228.0
13:01:15,0;523925.0
13:01:19,500;497412.0
13:01:20,500;513717.0
13:01:22,0;504014.0
13:02:00,500;665181.0
13:02:02,0;365110.0
13:02:04,500;538178.0
13:02:40,0;672673.0
13:02:43,500;668679.0
13:02:48,500;661678.0
13:02:49,0;662930.0
13:02:56,500;317546.0
13:03:35,0;601373.0
13:04:02,500;308637.0
13:04:35,0;743368.0
13:04:48,500;756624.0
13:05:26,0;360342.0
13:05:35,0;645314.0
13:05:58,500;379950.0
13:06:15,0;656606.0
13:06:15,500;797750.0
13:06:17,500;353442.0
13:06:25,500;346996.0
13:06:32,500;805903.0
13:06:46,0;818990.0
13:06:51,0;321479.0
13:06:58,500;682176.0
13:07:01,500;298876.0
13:07:25,500;668716.0
13:07:27,500;612651.0
13:07:31,0;273643.0
13:08:16,500;644490.0
13:08:17,0;603907.0
13:09:06,500;917008.0
13:09:07,0;907179.0
13:09:08,0;914116.0
13:09:37,500;908536.0
13:09:38,0;624282.0
13:09:38,500;883517.0
13:09:40,0;885063.0
13:09:42,0;934718.0
13:09:46,0;895174.0
13:09:55,0;284622.0
13:10:06,500;251308.0
13:10:08,500;910749.0
13:10:15,0;250121.0
13:10:16,0;629130.0
13:10:58,0;267986.0
13:11:05,500;920465.0
13:11:07,0;585676.0
13:11:10,500;581275.0
13:11:38,0;605359.0
13:11:52,500;281719.0
13:12:10,500;973014.0
13:12:13,0;716731.3333333334
13:12:14,0;956489.0
13:12:14,500;615487.0
13:12:30,0;958636.0
13:12:31,0;585953.0
13:12:32,0;591327.0
13:12:43,500;584217.0
13:12:44,0;277351.0
13:12:44,500;902506.0
13:12:45,500;839927.0
13:12:48,500;273374.0
13:13:21,0;276704.0
13:13:36,500;580308.0
13:13:55,0;251409.0
13:13:56,0;249614.0
13:14:48,0;282309.0
13:14:50,500;556755.0
13:14:55,500;529151.0
13:15:15,500;295545.0
13:15:22,500;552608.0
13:15:25,0;266404.0
13:15:25,500;545246.0
13:16:16,0;304657.0
13:17:19,0;612148.0
13:17:23,0;328441.0
13:17:28,0;632850.0
13:17:28,500;301600.0
13:18:07,0;631871.0
13:18:08,0;333523.0
13:18:09,0;628582.0
13:18:11,500;329231.0
13:18:13,0;638453.0
13:18:38,500;636619.0
13:20:16,500;359147.0
13:20:22,500;626026.0
13:20:25,0;640364.0
13:20:26,500;497239.5
13:20:28,0;632056.0
13:20:41,0;357512.0
13:21:14,0;665085.0
13:21:55,0;700050.0
13:21:56,0;706063.0
13:22:28,500;710626.0
13:22:29,500;424082.0
13:22:35,0;706789.0
13:23:11,500;398066.0
13:23:12,500;1108115.5
13:23:13,500;710049.0
13:23:26,500;449382.3333333333
13:24:11,0;712410.0
13:24:15,500;709212.0
13:24:18,500;718308.0
13:24:19,0;380617.0
13:24:21,500;709977.0
13:24:23,0;706052.0
13:24:48,500;387992.0
13:24:53,500;724069.0
13:25:10,500;719352.0
13:25:12,0;717263.0
13:25:15,0;710329.0
13:25:19,0;742477.0
13:26:05,0;731754.0
13:26:07,0;307433.0
13:26:18,0;305968.0
13:26:33,500;281551.8125
13:27:04,0;666870.0
13:27:23,500;671498.0
13:27:51,0;668500.0
13:29:00,500;645822.0
13:29:15,0;631814.0
13:30:17,0;638614.0
13:31:37,0;646678.0
13:31:41,0;674463.0
13:31:54,500;684301.0
13:32:30,500;613379.0
13:32:36,500;639198.0
13:32:57,0;605994.0
13:33:53,0;616970.0
13:33:54,0;602462.0
13:34:39,500;621267.0
13:34:53,0;658409.0
13:34:53,500;625651.0
13:34:55,0;664641.0
13:35:59,0;678837.0
13:36:19,500;701670.0
13:36:21,0;711601.0
13:36:23,0;705523.5
13:36:49,500;374958.4375
13:36:52,0;696249.0
13:36:52,500;693553.0
13:36:53,500;1045999.0
13:36:54,500;699181.0
13:37:39,500;716104.0
13:37:54,0;712227.0
13:37:55,500;709279.0
13:38:13,500;722286.0
13:38:53,0;707214.0
13:39:00,500;702433.0
13:39:04,0;692811.0
13:39:05,0;706079.0
13:40:29,500;708673.0
13:40:31,0;710371.0
13:41:03,500;700014.0
13:41:09,0;674271.0
13:41:26,0;244620.0
13:42:02,0;619803.0
13:43:36,500;694793.0
13:46:32,500;1198112.0
13:46:33,0;837394.0
13:46:39,500;1170008.0
13:46:41,0;834074.0
13:46:44,0;1150952.0
13:49:47,500;872515.5
13:49:48,500;810113.0
13:50:16,500;828279.0
13:50:17,500;805060.0
13:50:27,0;813631.0
13:51:24,0;865948.0
13:51:28,500;865779.0
13:51:29,0;870010.0
13:51:29,500;867132.0
13:51:41,0;864141.0
13:51:42,0;860532.0
13:51:43,0;876283.0
13:51:43,500;861891.0
13:51:44,0;861307.0
13:51:45,0;871746.0
13:51:45,500;869957.0
13:51:46,0;851947.0
13:51:46,500;851114.0
13:52:22,500;873047.0
13:52:23,500;872823.0
13:52:26,0;872744.0
13:52:40,500;859445.0
13:52:41,0;854515.0
13:53:01,500;955500.0
13:53:04,500;866262.0
13:53:08,0;350153.0
13:54:02,0;917019.0
13:54:02,500;894215.0
13:54:08,0;889872.0
13:54:09,0;891970.0
13:54:22,500;858580.0
13:54:23,0;1049269.0
13:54:24,0;906266.0
13:54:56,0;859052.0
13:54:57,0;856272.0
13:55:23,0;1110176.0
13:55:49,0;1109136.0
13:56:17,0;559961.0
13:56:18,500;1800004.0
13:57:11,500;909366.0
13:57:37,500;930433.0
13:59:12,500;910220.0
13:59:16,0;860987.0
13:59:39,500;750403.0
13:59:52,0;736061.0
14:01:02,500;707786.0
14:01:23,500;1170660.0
14:01:43,0;709300.0
14:02:25,500;743559.0
14:03:10,500;792264.0
14:03:11,0;758523.0
14:03:18,0;731486.0
14:03:20,500;708937.0
14:03:23,0;691976.0
14:03:23,500;691876.0
14:03:44,500;714447.0
14:03:45,500;710291.0
14:04:39,0;757993.0
14:04:40,500;1034006.0
14:05:31,500;619143.0
14:05:33,500;780493.0
14:05:37,500;771445.0
14:06:01,0;765002.0
14:06:51,0;791015.0
14:06:51,500;793283.0
14:06:57,500;811387.0
14:06:58,0;786755.0
14:07:00,500;790240.0
14:07:01,500;783831.0
14:07:09,500;790737.0
14:07:19,0;755517.0
14:07:19,500;759966.0
14:07:20,0;768419.0
14:07:31,500;729380.0
14:07:33,500;728247.0
14:07:55,500;724936.0
14:07:56,500;956664.0
14:08:10,0;709302.0
14:08:14,0;713577.0
14:08:16,500;692814.0
14:08:17,0;694788.0
14:08:18,0;683440.5
14:08:20,0;652309.0
14:08:21,0;590120.0
14:08:23,500;826433.5
14:08:27,500;553032.0
14:08:30,0;525513.0
