tool_name,Metric,mean_value,std_value,cv,users,nodes
analyzing_data,CPU,0.00013515839048539206,0.00012164255143685286,1.0160727298104542,50,5
analyzing_data,GPU,0.0022183102872733057,0.001996479258545975,1.19932589359497,50,5
analyzing_data,RAM,0.0002701095330579779,0.00024309857975218012,1.0181770616958847,50,5
analyzing_data,Total,0.002623578210816738,0.0023612203897350643,1.170568201732463,50,5
create_visualization,CPU,0.00015189173142111324,0.0001367025582790019,1.6624287950940129,50,5
create_visualization,GPU,0.0024627183590623077,0.002216446523156077,1.8247865763222222,50,5
create_visualization,RAM,0.0003123354728629563,0.0002811019255766607,1.5983723808787422,50,5
create_visualization,Total,0.0029269455633463923,0.0026342510070117534,1.7921510942284589,50,5
decide_tool,CPU,0.0001839394663851841,0.0001655455197466657,1.014205153408763,50,5
decide_tool,GPU,0.003030684296073315,0.0027276158664659832,1.1656983565777286,50,5
decide_tool,RAM,0.0003647863578880622,0.000328307722099256,1.0633447117153219,50,5
decide_tool,Total,0.003579410120346615,0.0032214691083119534,1.1465190992252723,50,5
lookup_sales_data,CPU,0.00017193269797781426,0.00015473942818003284,1.077590194664683,50,5
lookup_sales_data,GPU,0.0030055135191434704,0.0027049621672291233,1.263350296611449,50,5
lookup_sales_data,RAM,0.000355683101094071,0.0003201147909846639,1.1134109546858912,50,5
lookup_sales_data,Total,0.003533129318215413,0.003179816386393872,1.2381898905662354,50,5
