Elapsed time;jp@gc - Ultimate Thread Group
13:43:36,600;50.0
13:46:32,800;50.0
13:46:33,300;50.0
13:46:39,700;50.0
13:46:41,200;50.0
13:46:44,100;50.0
13:49:47,600;50.0
13:49:47,900;50.0
13:49:48,600;50.0
13:50:16,600;50.0
13:50:17,600;50.0
13:50:27,0;50.0
13:51:24,0;50.0
13:51:28,800;50.0
13:51:29,300;50.0
13:51:29,900;50.0
13:51:41,300;50.0
13:51:42,100;50.0
13:51:43,400;50.0
13:51:43,700;50.0
13:51:44,200;50.0
13:51:45,0;50.0
13:51:45,700;50.0
13:51:46,200;50.0
13:51:46,500;50.0
13:52:22,900;50.0
13:52:23,800;50.0
13:52:26,300;50.0
13:52:40,700;50.0
13:52:41,400;50.0
13:53:01,700;50.0
13:53:04,600;50.0
13:53:08,200;50.0
13:54:02,0;50.0
13:54:02,700;50.0
13:54:08,200;50.0
13:54:09,100;50.0
13:54:22,900;50.0
13:54:23,0;50.0
13:54:24,100;50.0
13:54:56,400;50.0
13:54:57,100;50.0
13:55:23,400;50.0
13:55:49,100;50.0
13:56:17,0;50.0
13:56:17,300;50.0
13:56:18,800;50.0
13:57:11,800;50.0
13:57:37,700;50.0
13:59:12,800;50.0
13:59:16,200;50.0
13:59:39,800;50.0
13:59:52,100;50.0
14:01:02,500;49.0
14:01:23,900;48.0
14:01:43,400;47.0
14:02:25,600;46.0
14:03:10,700;45.0
14:03:11,200;44.0
14:03:18,300;43.0
14:03:20,700;42.0
14:03:23,300;41.0
14:03:23,800;40.0
14:03:44,700;39.0
14:03:45,800;38.0
14:04:39,200;37.0
14:04:40,500;36.0
14:05:31,600;35.0
14:05:31,700;34.0
14:05:33,700;33.0
14:05:37,600;32.0
14:06:01,100;31.0
14:06:51,100;30.0
14:06:51,600;29.0
14:06:57,900;28.0
14:06:58,400;27.0
14:07:00,900;26.0
14:07:01,700;25.0
14:07:09,500;24.0
14:07:19,100;23.0
14:07:19,500;22.0
14:07:20,0;21.0
14:07:31,600;20.0
14:07:33,500;19.0
14:07:55,600;18.0
14:07:56,800;17.0
14:08:10,100;16.0
14:08:14,200;15.0
14:08:16,600;14.0
14:08:17,100;13.0
14:08:18,0;12.0
14:08:18,400;11.0
14:08:20,0;10.0
14:08:21,400;9.0
14:08:23,500;8.0
14:08:23,700;7.0
14:08:27,500;6.0
14:08:30,0;5.0
14:08:38,800;4.0
14:08:40,800;3.0
14:08:44,200;2.0
14:08:46,200;1.0
14:13:39,400;7.0
14:14:20,700;9.0
14:15:17,300;13.0
14:15:37,100;14.0
14:15:37,600;14.0
14:15:38,100;14.0
14:15:39,700;14.0
14:16:28,900;17.0
14:16:33,700;17.0
14:16:35,500;17.0
14:16:36,100;17.0
14:16:51,300;18.0
14:16:51,700;18.0
14:17:15,400;19.0
14:17:19,100;19.0
14:17:31,700;20.0
14:17:35,100;20.0
14:18:05,800;22.0
14:18:19,900;23.0
14:18:35,800;24.0
14:18:36,300;24.0
14:18:42,800;24.0
14:19:05,500;25.0
14:19:06,300;25.0
14:19:14,600;26.0
14:19:15,800;26.0
14:19:48,900;28.0
14:19:54,100;28.0
14:19:55,300;28.0
14:19:56,300;28.0
14:19:57,100;28.0
14:21:03,500;32.0
14:21:07,600;32.0
14:21:07,700;32.0
14:21:19,300;33.0
14:21:21,600;33.0
14:21:29,800;33.0
14:21:52,100;35.0
14:21:59,900;35.0
14:22:21,700;36.0
14:22:27,400;37.0
14:23:06,0;39.0
14:23:35,500;40.0
14:23:39,100;40.0
14:24:05,900;42.0
14:24:13,900;42.0
14:24:14,100;42.0
14:24:15,500;43.0
14:24:19,700;43.0
14:24:21,600;43.0
14:25:18,900;46.0
14:26:05,0;49.0
14:26:13,700;49.0
14:26:19,100;49.0
14:26:26,100;50.0
14:26:38,400;50.0
14:26:53,200;50.0
14:27:05,600;50.0
14:27:12,200;50.0
14:27:15,0;50.0
14:27:19,200;50.0
14:27:21,500;50.0
14:27:22,600;50.0
14:27:24,100;50.0
14:27:41,800;50.0
14:27:41,900;50.0
14:27:43,300;50.0
14:27:47,300;50.0
14:27:52,900;50.0
14:29:11,0;50.0
14:29:25,100;50.0
14:29:40,100;50.0
14:29:41,100;50.0
14:29:44,300;50.0
14:29:52,200;50.0
14:30:24,500;50.0
14:30:32,600;50.0
14:30:51,800;50.0
14:31:20,0;50.0
14:32:01,900;50.0
14:32:12,700;50.0
14:32:31,800;50.0
14:32:42,100;50.0
14:32:45,100;50.0
14:32:59,100;50.0
14:33:11,300;50.0
14:33:41,300;50.0
14:34:32,900;50.0
14:35:12,800;50.0
14:35:13,200;50.0
14:36:10,400;50.0
14:36:58,200;50.0
14:37:06,200;50.0
14:37:16,0;50.0
14:37:18,800;50.0
14:37:22,300;50.0
14:37:22,700;50.0
14:37:29,700;50.0
14:37:41,500;50.0
14:37:50,500;50.0
14:38:04,400;50.0
14:38:12,400;50.0
14:38:52,500;50.0
14:38:58,0;50.0
14:39:06,300;50.0
14:39:07,800;50.0
14:39:12,100;50.0
14:39:34,600;50.0
14:40:06,400;50.0
14:40:11,100;50.0
14:40:14,100;50.0
14:40:17,300;50.0
14:40:32,0;50.0
14:40:33,600;50.0
14:40:37,800;50.0
14:41:07,0;50.0
14:41:51,0;50.0
14:42:18,100;50.0
14:42:18,800;50.0
14:43:29,400;50.0
14:43:46,900;50.0
14:43:48,300;50.0
14:43:50,600;50.0
14:44:09,900;50.0
14:44:18,0;50.0
14:44:20,900;50.0
14:44:25,300;50.0
14:44:36,800;50.0
14:44:37,600;50.0
14:44:43,0;50.0
14:44:43,500;50.0
14:44:47,800;50.0
14:44:52,400;50.0
14:45:01,0;50.0
14:45:17,0;50.0
14:45:26,800;50.0
14:45:39,800;50.0
14:46:10,500;50.0
14:46:11,600;50.0
14:46:18,100;50.0
14:47:44,600;50.0
14:48:13,700;50.0
14:50:11,700;50.0
14:50:41,900;50.0
14:50:57,300;50.0
14:51:18,400;50.0
14:51:18,800;50.0
14:51:24,600;50.0
14:51:33,800;50.0
14:51:35,400;50.0
14:52:09,600;50.0
14:52:15,500;50.0
14:52:18,600;50.0
14:54:19,700;50.0
14:54:38,300;50.0
14:54:59,400;50.0
14:55:22,400;50.0
14:55:22,900;50.0
14:56:14,900;50.0
14:56:23,800;50.0
14:56:38,200;50.0
15:01:19,0;50.0
15:01:19,500;50.0
15:01:21,0;50.0
15:01:22,400;50.0
15:01:41,800;50.0
15:01:45,800;50.0
15:01:49,400;50.0
15:01:50,300;50.0
15:02:13,200;50.0
15:02:16,0;50.0
15:02:51,500;50.0
15:02:58,800;50.0
15:03:56,800;50.0
15:04:02,900;50.0
15:04:03,600;50.0
15:04:08,200;50.0
15:04:10,200;50.0
15:04:20,300;50.0
15:04:31,400;50.0
15:04:42,200;50.0
15:04:59,0;50.0
15:05:36,100;50.0
15:06:20,600;50.0
15:06:56,700;50.0
15:07:39,500;50.0
15:07:43,400;50.0
15:07:44,300;50.0
15:08:34,800;50.0
15:09:03,800;50.0
15:09:35,600;50.0
15:09:41,0;50.0
15:11:08,100;50.0
15:11:39,700;50.0
15:11:47,100;50.0
15:11:47,700;50.0
15:11:50,200;50.0
15:11:54,700;50.0
15:12:04,400;50.0
15:12:08,800;50.0
15:12:27,500;50.0
15:12:53,400;50.0
15:12:53,800;50.0
15:12:54,800;50.0
15:13:13,400;50.0
15:13:55,300;50.0
15:14:30,500;50.0
15:14:32,900;50.0
15:14:33,400;50.0
15:16:07,300;50.0
15:17:19,600;50.0
15:17:39,600;50.0
15:17:48,800;50.0
15:18:03,900;50.0
15:18:43,600;50.0
15:18:54,500;50.0
15:19:02,800;50.0
15:19:09,600;50.0
15:19:25,800;50.0
15:20:33,300;50.0
15:20:44,0;50.0
15:20:45,800;50.0
15:20:49,700;50.0
15:20:50,700;50.0
15:20:54,400;50.0
15:20:54,900;50.0
15:20:55,100;50.0
15:20:55,900;50.0
15:20:56,100;50.0
15:21:07,500;50.0
15:21:16,700;50.0
15:22:18,300;50.0
15:22:18,800;50.0
15:22:29,700;50.0
15:22:30,600;50.0
15:23:59,400;50.0
15:24:02,400;50.0
15:24:44,900;50.0
15:24:45,800;50.0
15:24:53,0;50.0
15:26:33,0;50.0
15:26:38,400;50.0
15:26:40,300;49.0
15:26:43,200;48.5
15:26:55,200;48.0
15:27:10,600;48.0
15:27:44,700;48.0
15:27:57,300;47.0
15:28:12,800;47.0
15:28:17,200;46.0
15:28:17,400;46.0
15:29:07,600;45.0
15:29:17,900;44.0
15:29:21,900;43.0
15:31:06,900;42.0
15:31:18,700;41.0
15:31:46,700;40.0
15:32:00,0;39.0
15:32:00,400;38.0
15:32:07,0;37.0
15:32:08,900;36.0
15:32:24,500;35.0
15:32:27,700;34.0
15:32:59,900;33.0
15:33:01,800;32.0
15:33:02,300;31.0
15:33:04,100;30.0
15:33:59,200;29.0
15:34:07,100;28.0
15:34:07,500;27.0
15:34:14,100;26.0
15:34:14,600;25.0
15:34:30,600;24.0
15:34:31,0;23.0
15:34:31,100;22.0
15:34:35,600;21.0
15:34:46,600;20.0
15:34:48,0;19.0
15:34:48,500;18.0
15:35:04,500;17.0
15:35:06,200;16.0
15:35:08,900;15.0
15:35:20,400;14.0
15:35:20,900;13.0
15:35:21,400;12.0
15:35:21,900;11.0
15:35:22,400;10.0
15:35:23,300;9.0
15:35:24,200;7.0
15:35:25,700;5.0
15:35:27,800;2.5
15:35:44,700;1.0
