tool_name,Metric,mean_value,std_value,cv,users,nodes
analyzing_data,CPU,4.71840388813238,1.0546490746297135,0.22351818530888004,50,3
analyzing_data,GPU,38.25350767122297,1.8185321052178367,0.04753896350754435,50,3
create_visualization,CPU,4.995700044384508,0.8647743166322812,0.17310373099849016,50,3
create_visualization,GPU,34.232847055317656,6.801456603499787,0.19868217774902433,50,3
lookup_sales_data,CPU,5.568375163403066,1.1102833766406766,0.19939090741187349,50,3
lookup_sales_data,GPU,34.0256546152054,8.52343381292274,0.25050021547899287,50,3
