Elapsed time;my_test_sampler
17:51:25,0;103110.0
17:51:47,500;100804.0
17:51:56,500;103542.0
17:52:28,0;103839.0
17:52:41,0;41701.5
17:52:59,500;104857.0
17:53:15,0;72791.0
17:53:21,0;37068.0
17:53:24,0;114396.0
17:53:24,500;108907.0
17:53:37,0;97611.0
17:53:50,500;36610.0
17:53:54,500;36811.0
17:53:59,500;38402.0
17:54:07,500;113960.0
17:54:31,0;73084.0
17:54:40,0;97559.0
17:55:02,500;103319.0
17:55:16,0;99976.0
17:55:19,500;43076.0
17:55:35,0;112896.0
17:55:35,500;95018.0
17:55:40,0;94504.0
17:55:46,0;114595.0
17:56:14,500;86457.0
17:56:15,500;36507.0
17:56:25,500;137623.0
17:56:33,500;80938.0
17:56:53,0;133795.0
17:57:20,0;125886.0
17:57:21,500;96696.0
17:57:25,500;120780.0
17:57:26,0;220527.0
17:57:45,0;215248.0
17:57:50,500;83567.0
17:58:03,0;35942.0
17:58:07,0;207263.0
17:58:10,500;142793.0
17:58:41,0;80792.0
17:58:42,0;129153.0
17:59:16,500;229987.0
17:59:32,500;222467.0
17:59:38,0;327359.0
17:59:41,500;127245.0
17:59:45,500;100908.0
17:59:55,0;268218.0
18:00:01,0;129012.0
18:00:28,500;140712.0
18:00:30,500;226369.0
18:00:36,0;49935.0
18:01:16,0;120903.0
18:01:18,500;317904.0
18:01:23,0;427288.0
18:01:36,0;234329.0
18:01:38,500;215957.0
18:01:54,0;297104.0
18:02:17,0;269575.0
18:02:26,0;62171.0
18:02:26,500;257788.0
18:02:28,0;157834.0
18:02:39,0;332406.0
18:02:53,500;304636.0
18:02:59,0;221739.0
18:03:14,0;430632.0
18:03:14,500;195794.0
18:03:16,0;45543.0
18:03:40,500;118706.0
18:03:46,500;268583.0
18:03:59,0;342985.0
18:04:03,500;97273.0
18:04:52,0;291674.0
18:04:52,500;422708.0
18:04:53,500;141291.0
18:05:13,0;544360.0
18:05:13,500;352905.0
18:05:32,0;226190.0
18:05:42,0;443890.0
18:05:57,0;189488.0
18:06:18,0;130220.0
18:06:26,0;487375.0
18:06:40,500;315535.5
18:06:58,500;114834.0
18:07:01,500;449965.0
18:07:19,0;316435.0
18:07:32,0;281611.0
18:07:43,500;489401.0
18:08:02,500;358969.0
18:08:04,0;464186.0
18:08:08,500;240389.0
18:08:15,500;321089.0
18:08:16,500;587638.0
18:08:18,500;192748.0
18:08:21,0;516834.0
