Elapsed time;jp@gc - Ultimate Thread Group
19:41:52,700;50.0
19:42:07,700;50.0
19:42:13,100;50.0
19:42:13,500;50.0
19:42:35,600;50.0
19:42:53,800;50.0
19:43:05,400;50.0
19:43:17,700;50.0
19:43:28,700;50.0
19:43:31,100;50.0
19:43:48,800;50.0
19:43:53,0;50.0
19:44:13,0;50.0
19:44:34,500;50.0
19:44:38,800;50.0
19:44:41,0;50.0
19:44:53,800;50.0
19:45:04,100;50.0
19:45:16,600;50.0
19:45:22,700;50.0
19:45:23,200;50.0
19:45:49,400;50.0
19:46:03,700;50.0
19:46:09,900;50.0
19:46:15,900;50.0
19:46:17,800;50.0
19:46:30,200;50.0
19:46:35,100;50.0
19:46:47,200;50.0
19:46:49,0;50.0
19:46:51,900;50.0
19:47:11,500;50.0
19:47:20,800;50.0
19:47:28,400;50.0
19:47:35,400;50.0
19:47:58,200;50.0
19:47:58,600;50.0
19:48:09,300;50.0
19:48:18,0;50.0
19:48:49,100;50.0
19:48:54,500;50.0
19:48:56,100;50.0
19:49:02,300;50.0
19:49:21,800;50.0
19:49:30,100;50.0
19:49:32,500;50.0
19:49:43,0;50.0
19:49:52,100;50.0
19:50:04,0;50.0
19:50:11,100;50.0
19:50:28,400;50.0
19:50:40,400;50.0
19:50:51,200;50.0
19:51:01,400;50.0
19:51:04,700;50.0
19:51:14,300;50.0
19:51:23,700;50.0
19:51:24,200;50.0
19:51:54,700;50.0
19:51:58,800;50.0
19:51:59,200;50.0
19:52:05,900;50.0
19:52:09,700;50.0
19:52:26,200;50.0
19:52:50,600;50.0
19:53:12,300;50.0
19:53:38,600;50.0
19:53:44,200;50.0
19:53:46,300;50.0
19:53:49,600;50.0
19:54:04,800;50.0
19:54:16,700;50.0
19:54:21,700;50.0
19:54:28,0;50.0
19:54:28,100;50.0
19:54:30,500;50.0
19:54:33,400;50.0
19:54:59,400;50.0
19:55:02,800;50.0
19:55:12,0;50.0
19:55:30,600;50.0
19:55:48,0;50.0
19:55:50,600;50.0
19:55:50,900;50.0
19:56:22,600;50.0
19:56:38,800;50.0
19:56:40,300;50.0
19:57:06,900;50.0
19:57:11,500;50.0
19:57:24,0;50.0
19:57:29,600;50.0
19:58:00,900;50.0
19:58:07,300;50.0
19:58:09,800;50.0
19:58:22,800;50.0
19:58:34,900;50.0
19:58:44,0;50.0
19:58:55,400;50.0
19:59:03,100;50.0
19:59:19,700;50.0
19:59:38,900;50.0
19:59:39,400;50.0
20:00:11,600;50.0
20:00:17,200;50.0
20:00:23,200;50.0
20:00:33,0;50.0
20:00:33,100;50.0
20:00:37,900;50.0
20:00:55,200;50.0
20:01:11,0;50.0
20:01:16,700;50.0
20:02:00,900;50.0
20:02:03,100;50.0
20:02:19,600;50.0
20:02:21,200;50.0
20:02:45,100;50.0
20:02:49,200;50.0
20:02:53,300;50.0
20:03:03,200;50.0
20:03:04,600;50.0
20:03:28,700;50.0
20:04:24,0;50.0
20:04:27,500;50.0
20:04:33,300;50.0
20:04:34,600;50.0
20:04:42,100;50.0
20:04:45,900;50.0
20:04:47,700;50.0
20:05:11,700;50.0
20:05:58,300;50.0
20:06:12,600;50.0
20:06:13,0;50.0
20:06:15,700;50.0
20:06:24,900;50.0
20:06:29,500;50.0
20:06:55,600;50.0
20:06:56,100;50.0
20:06:58,700;50.0
20:07:15,800;50.0
20:07:50,900;50.0
20:08:00,200;50.0
20:08:02,700;50.0
20:08:05,700;50.0
20:08:23,700;50.0
20:08:39,300;50.0
20:08:44,300;50.0
20:08:56,900;50.0
20:09:28,800;50.0
20:09:36,700;50.0
20:09:37,100;50.0
20:09:37,800;50.0
20:09:54,500;50.0
20:09:55,300;50.0
20:10:10,800;50.0
20:10:30,800;50.0
20:10:57,900;50.0
20:11:08,0;50.0
20:11:17,400;50.0
20:11:39,0;50.0
20:11:43,700;50.0
20:11:51,500;50.0
20:12:07,300;50.0
20:12:12,100;50.0
20:12:24,800;50.0
20:12:29,400;50.0
20:12:46,300;50.0
20:13:25,400;50.0
20:13:26,700;50.0
20:13:37,200;50.0
20:13:54,600;50.0
20:13:55,0;50.0
20:13:59,600;50.0
20:14:03,400;50.0
20:14:28,600;50.0
20:15:01,900;50.0
20:15:08,500;50.0
20:15:19,300;50.0
20:15:26,300;50.0
20:15:35,900;50.0
20:15:36,900;50.0
20:15:41,700;50.0
20:16:01,200;50.0
20:16:16,500;50.0
20:16:22,800;50.0
20:16:27,900;50.0
20:16:30,500;50.0
20:16:52,700;50.0
20:16:58,600;50.0
20:17:06,600;50.0
20:17:42,200;50.0
20:17:54,900;50.0
20:17:58,400;50.0
20:18:05,100;50.0
20:18:07,400;50.0
20:18:41,300;50.0
20:18:45,600;50.0
20:19:32,200;50.0
20:19:33,300;50.0
20:19:39,400;50.0
20:19:49,900;50.0
20:19:50,700;50.0
20:20:23,800;50.0
20:20:27,700;50.0
20:20:27,800;50.0
20:21:04,900;50.0
20:21:09,300;50.0
20:21:17,300;50.0
20:21:22,200;50.0
20:21:36,100;50.0
20:22:10,0;50.0
20:22:18,800;50.0
20:22:47,200;50.0
20:22:48,700;50.0
20:23:07,400;50.0
20:23:10,500;50.0
20:23:34,300;50.0
20:24:25,100;50.0
20:24:27,300;50.0
20:24:28,300;50.0
20:24:39,700;50.0
20:24:41,400;50.0
20:24:42,800;50.0
20:24:43,200;50.0
20:25:09,100;50.0
20:25:10,700;50.0
20:25:58,500;50.0
20:26:02,300;50.0
20:26:19,600;50.0
20:26:26,0;50.0
20:26:26,500;50.0
20:26:36,400;50.0
20:26:39,900;50.0
20:27:02,500;50.0
20:27:09,800;50.0
20:27:10,200;50.0
20:27:11,700;50.0
20:27:17,900;50.0
20:27:45,500;50.0
20:27:50,300;50.0
20:28:20,400;50.0
20:28:42,400;50.0
20:28:48,700;50.0
20:28:50,400;50.0
20:28:51,500;50.0
20:28:52,900;50.0
20:28:53,300;50.0
20:29:35,300;50.0
20:30:04,700;50.0
20:30:17,200;50.0
20:30:22,200;50.0
20:30:22,600;50.0
20:30:27,100;50.0
20:30:51,400;50.0
20:31:08,900;50.0
20:31:41,500;50.0
20:31:41,900;50.0
20:31:52,800;50.0
20:32:05,800;50.0
20:32:18,900;50.0
20:32:20,600;50.0
20:32:31,900;50.0
20:32:42,500;50.0
20:33:15,400;50.0
20:33:19,400;50.0
20:33:27,900;50.0
20:33:36,600;50.0
20:33:51,200;50.0
20:33:51,900;49.0
20:34:10,600;49.0
20:34:53,600;49.0
20:35:13,0;48.5
20:35:17,200;48.0
20:35:30,100;47.0
20:35:34,900;46.0
20:35:41,200;46.0
20:36:00,500;45.0
20:36:01,400;45.0
20:36:20,300;44.0
20:36:41,800;44.0
20:36:44,500;43.0
20:36:57,700;42.0
20:37:03,700;42.0
20:37:07,800;41.0
20:37:22,800;40.0
20:37:31,100;39.0
20:37:46,400;38.0
20:37:48,600;37.0
20:38:04,600;36.0
20:38:08,300;36.0
20:38:41,900;35.0
20:39:00,200;34.0
20:39:02,100;33.0
20:39:02,700;32.0
20:39:22,700;31.0
20:39:24,200;30.0
20:39:41,800;29.0
20:39:47,600;28.0
20:40:17,600;27.0
20:40:20,700;26.0
20:40:38,200;25.0
20:40:49,400;24.0
20:40:59,100;23.0
20:41:01,400;22.0
20:41:25,400;21.0
20:41:28,500;20.0
20:41:32,600;19.0
20:41:41,700;18.0
20:41:44,300;17.0
20:42:15,100;16.0
20:42:33,0;15.0
20:42:33,100;14.0
20:42:54,600;13.0
20:42:58,300;12.0
20:43:33,500;11.0
20:43:49,800;10.0
20:44:08,900;9.0
20:44:13,800;8.0
20:44:53,800;7.0
20:45:19,300;6.0
20:45:24,900;5.0
20:46:29,300;4.0
20:46:38,100;3.0
20:47:05,900;2.0
20:48:10,700;1.0
