tool_name,Metric,mean_value,std_value,cv,users,nodes
analyzing_data,CPU,5.3499901493721575e-05,1.8484359557798948e-05,0.3455026839622903,50,3
analyzing_data,GPU,0.0008157333033211887,0.0003303382412416821,0.4049586303473673,50,3
analyzing_data,RAM,0.00012600636581459892,4.226357655777158e-05,0.33540826516619515,50,3
analyzing_data,Total,0.0009952395706295438,0.0003901891802532088,0.39205553292700435,50,3
create_visualization,CPU,3.845387674655606e-05,1.669014512406016e-05,0.43403023404018515,50,3
create_visualization,GPU,0.0005445016447512448,0.0003092227322353501,0.5679004557949835,50,3
create_visualization,RAM,9.203146357678468e-05,4.012586788665024e-05,0.4360016273474994,50,3
create_visualization,Total,0.0006749869850746047,0.00036521979724107693,0.5410767989855538,50,3
decide_tool,CPU,2.0868003077979417e-05,1.2953749039523797e-05,0.6207469392791592,50,3
decide_tool,GPU,0.00023996055782947307,0.00021596450204652577,0.9296587515911786,50,3
decide_tool,RAM,5.1644864490285064e-05,3.089198220857411e-05,0.59816174393071,50,3
decide_tool,Total,0.0003124734253977291,0.0002641745153153748,0.8454303433295889,50,3
lookup_sales_data,CPU,2.592739068037118e-05,1.2096965366142027e-05,0.46657087538316233,50,3
lookup_sales_data,GPU,0.00031404703622828336,0.00021791483616038335,0.6938923505776353,50,3
lookup_sales_data,RAM,6.479700329765922e-05,2.7447486761866135e-05,0.42359191575233957,50,3
lookup_sales_data,Total,0.0004047714302063186,0.0002541084545505643,0.6277825844107651,50,3
