Elapsed time;my_test_sampler
10:54:51,500;106066.0
10:56:23,0;136359.0
10:57:55,0;188236.0
10:58:31,0;211097.0
11:00:03,500;297652.0
11:01:35,0;341033.0
11:02:11,0;344109.0
11:03:42,500;408475.0
11:05:13,500;473728.0
11:06:44,500;512788.0
11:07:20,500;539916.0
11:08:58,0;629026.0
11:09:34,0;644085.0
11:11:05,0;707846.0
11:12:36,500;750859.0
11:13:13,0;769907.0
11:14:44,0;846565.0
11:16:15,500;902546.0
11:17:46,0;920415.0
11:18:54,500;987102.0
11:20:25,500;1068376.0
11:21:31,0;1105462.0
11:22:36,0;1124941.0
11:23:12,0;1037122.0
11:23:48,500;1006044.0
11:24:24,0;999488.0
11:25:00,500;949650.0
11:26:19,0;981286.0
11:26:55,500;948857.0
11:27:31,500;889451.0
11:28:07,500;878548.0
11:28:43,500;828264.0
11:29:19,500;779183.0
11:29:56,0;712009.0
11:31:19,0;724724.0
11:31:55,0;682954.0
11:33:02,500;677784.0
11:34:09,500;672282.0
11:35:17,0;682422.0
11:36:35,0;728103.0
11:37:11,0;760035.0
11:37:47,0;761984.0
11:39:02,500;759528.0
11:39:39,0;756658.0
11:40:14,500;749978.0
11:41:34,0;791947.0
11:42:10,0;781852.0
11:42:45,500;789750.0
11:43:21,500;800411.0
11:44:30,500;769888.0
11:45:39,0;811581.0
11:46:57,500;817613.0
11:48:15,500;816338.0
11:49:34,0;802449.0
11:50:42,500;846494.0
11:52:01,500;871734.0
11:53:18,0;923081.0
11:54:29,0;918434.0
11:55:53,0;956705.0
11:57:13,500;984984.0
11:58:21,500;973438.0
11:59:39,500;1027402.0
12:00:57,500;1062309.0
12:02:17,500;1131361.0
12:04:09,500;1109014.0
12:05:41,500;735725.0
12:07:14,0;807961.0
12:08:50,0;826380.0
12:10:28,500;883740.0
12:12:05,0;976175.0
12:13:48,0;1039801.0
12:15:28,0;1090511.0
12:17:06,500;1158975.0
12:18:39,0;1168758.0
12:20:11,0;1216029.0
12:21:43,0;1275808.0
12:23:15,500;1362400.0
12:24:47,0;1411867.0
12:26:19,500;1443954.0
12:27:51,0;1514582.0
12:28:27,0;1364230.0
12:29:03,0;1292329.0
12:29:39,500;1240982.0
12:30:46,0;1143466.0
12:31:22,500;1146168.0
12:31:58,500;1040533.0
12:32:34,500;996299.0
12:33:10,500;960905.0
12:33:47,0;905780.0
12:34:57,500;885041.0
12:35:34,0;820760.0
12:36:11,0;763613.0
12:36:47,500;701743.0
12:37:24,0;628482.0
12:38:00,500;588721.0
12:38:37,500;585532.0
12:39:46,500;620949.0
12:40:23,0;609613.0
12:40:59,500;609870.0
12:41:36,0;610287.0
12:42:12,0;568749.0
12:42:48,0;588474.0
12:43:59,0;631124.0
12:45:09,500;671580.0
12:45:45,500;596596.0
12:46:21,500;587974.0
12:46:58,0;615372.0
12:47:34,0;623272.0
12:48:10,500;611851.0
12:48:46,500;613436.0
12:50:08,500;681149.0
12:51:28,0;687661.0
12:52:48,500;738638.0
12:54:16,500;793862.0
12:55:38,500;802624.0
12:56:59,500;875106.0
12:58:20,0;918237.0
12:59:39,500;870439.0
13:00:58,500;934174.0
13:02:17,0;965843.0
13:03:41,500;992334.0
13:05:16,0;684183.0
13:06:50,500;773225.0
13:08:28,500;808437.0
13:10:02,500;889152.0
13:11:38,0;924078.0
13:13:13,500;989833.0
13:14:53,0;1063681.0
13:16:26,500;1100753.0
13:18:01,0;1170917.0
13:19:35,500;1219768.0
13:21:10,500;1276400.0
13:22:46,0;1335188.0
13:24:19,0;1385540.0
13:25:54,500;1435240.0
13:27:29,0;1457775.0
13:28:06,0;1361552.0
13:29:13,0;1321544.0
13:29:50,0;1279860.0
13:30:26,500;1222275.0
13:31:03,0;1088920.0
13:31:39,500;1093508.0
13:32:16,0;1040332.0
13:32:52,0;959336.0
13:34:05,500;964158.0
13:34:42,500;902651.0
13:35:54,500;882513.0
13:36:31,500;815403.0
13:37:40,0;780583.0
13:38:47,0;765922.0
13:39:24,0;711041.0
13:40:00,500;687332.0
13:40:37,0;682027.0
13:41:13,0;656011.0
13:42:22,0;698742.0
13:42:58,500;699620.0
13:44:13,0;752413.0
13:44:49,500;747380.0
13:45:59,500;778597.0
13:46:36,500;743127.0
13:47:12,500;741601.0
13:47:48,500;651248.0
13:48:24,500;677731.0
13:49:00,500;671936.0
13:49:36,500;641735.0
13:51:01,500;659457.0
13:51:36,500;689433.0
13:52:58,0;734013.0
13:54:25,0;779631.0
13:55:47,0;771756.0
13:57:10,500;842745.0
13:58:34,0;836298.0
