Elapsed time;jp@gc - Ultimate Thread Group
14:08:45,900;7.0
14:09:29,400;8.0
14:09:41,700;9.0
14:09:53,100;10.0
14:10:46,0;12.0
14:10:54,200;12.0
14:10:54,700;12.0
14:11:01,800;13.0
14:11:18,200;13.0
14:11:27,100;14.0
14:11:35,800;14.0
14:11:38,700;14.0
14:11:43,100;14.0
14:11:46,900;15.0
14:11:51,500;15.0
14:11:51,600;15.0
14:13:17,100;19.0
14:13:28,500;19.0
14:13:30,300;19.0
14:13:34,0;19.0
14:13:42,400;20.0
14:14:45,700;23.0
14:14:53,0;23.0
14:14:59,0;23.0
14:14:59,500;23.0
14:15:04,400;23.0
14:15:05,200;23.0
14:15:05,900;23.0
14:15:06,500;23.0
14:15:08,800;24.0
14:15:40,100;25.0
14:16:04,300;26.0
14:16:05,100;26.0
14:16:27,500;27.0
14:16:45,700;28.0
14:16:46,700;28.0
14:16:49,800;28.0
14:16:53,900;28.0
14:17:02,600;29.0
14:17:20,300;29.0
14:17:36,400;30.0
14:17:41,800;30.0
14:18:04,0;31.0
14:18:20,200;32.0
14:18:38,700;33.0
14:18:39,600;33.0
14:18:40,0;33.0
14:18:45,800;33.0
14:19:11,100;34.0
14:19:21,600;35.0
14:19:36,800;35.0
14:19:38,100;36.0
14:19:38,600;36.0
14:19:38,800;36.0
14:19:43,600;36.0
14:19:46,700;36.0
14:19:48,900;36.0
14:20:35,200;38.0
14:20:50,0;39.0
14:20:55,500;39.0
14:21:16,400;40.0
14:21:38,400;40.0
14:21:42,200;40.0
14:21:43,800;40.0
14:22:32,100;40.0
14:23:15,600;40.0
14:23:52,800;40.0
14:24:08,900;40.0
14:24:32,700;40.0
14:24:36,600;40.0
14:24:46,600;40.0
14:25:07,0;40.0
14:25:07,600;40.0
14:25:17,400;40.0
14:25:21,500;40.0
14:25:30,200;40.0
14:25:32,800;40.0
14:25:47,300;40.0
14:25:50,700;40.0
14:25:51,400;40.0
14:25:54,100;40.0
14:26:05,500;40.0
14:26:12,700;40.0
14:26:13,400;40.0
14:26:14,0;40.0
14:26:22,400;40.0
14:26:25,700;40.0
14:26:35,300;40.0
14:26:36,100;40.0
14:26:50,100;40.0
14:27:17,300;40.0
14:27:17,700;40.0
14:27:18,400;40.0
14:27:40,500;40.0
14:27:47,700;40.0
14:28:08,0;40.0
14:28:10,800;40.0
14:28:41,900;40.0
14:28:46,300;40.0
14:29:12,0;40.0
14:29:12,600;40.0
14:29:28,0;40.0
14:29:33,900;40.0
14:30:38,700;40.0
14:30:41,100;40.0
14:30:48,700;40.0
14:30:49,0;40.0
14:31:05,0;40.0
14:31:17,400;40.0
14:31:58,300;40.0
14:31:58,900;40.0
14:32:02,300;40.0
14:32:26,600;40.0
14:32:27,200;40.0
14:32:27,800;40.0
14:32:28,600;40.0
14:32:31,500;40.0
14:32:32,200;40.0
14:33:24,500;40.0
14:33:24,800;40.0
14:33:27,0;40.0
14:33:29,0;40.0
14:33:29,200;40.0
14:33:40,700;40.0
14:34:18,300;40.0
14:34:24,700;40.0
14:34:26,500;40.0
14:34:30,600;40.0
14:34:35,600;40.0
14:35:07,500;40.0
14:35:14,700;40.0
14:35:14,800;40.0
14:35:16,700;40.0
14:35:50,600;40.0
14:35:56,100;40.0
14:35:58,800;40.0
14:36:35,500;40.0
14:36:38,100;40.0
14:36:38,200;40.0
14:36:39,400;40.0
14:36:40,300;40.0
14:37:23,900;40.0
14:37:24,800;40.0
14:37:27,400;40.0
14:37:38,900;40.0
14:38:00,300;40.0
14:38:42,100;40.0
14:38:44,300;40.0
14:38:56,200;40.0
14:39:44,100;40.0
14:40:30,900;40.0
14:40:48,500;40.0
14:41:14,500;40.0
14:41:15,300;40.0
14:41:18,0;40.0
14:41:26,100;40.0
14:42:10,200;40.0
14:42:12,300;40.0
14:42:19,300;40.0
14:43:34,0;40.0
14:43:53,800;40.0
14:45:46,200;40.0
14:45:46,600;40.0
14:45:47,600;40.0
14:47:59,600;40.0
14:48:00,100;40.0
14:48:17,800;40.0
14:49:18,500;40.0
14:49:19,200;40.0
14:49:20,400;40.0
14:49:48,800;40.0
14:50:19,900;40.0
14:51:05,100;40.0
14:51:08,200;40.0
