tool_name,Metric,mean_value,std_value,cv,users,nodes
analyzing_data,CPU,0.00027260598540583645,0.0002003075080929914,0.7347876378971936,40,5
analyzing_data,GPU,0.004936751709632124,0.004070805291832505,0.8245918634899003,40,5
analyzing_data,RAM,0.0005818367515714604,0.00043842798626810036,0.7535240513493985,40,5
analyzing_data,Total,0.005791194446609506,0.0047050785946917435,0.812453913966982,40,5
create_visualization,CPU,0.00020056060602486825,0.00018050454542238142,1.1931582718095253,40,5
create_visualization,GPU,0.0033495058594271397,0.003014555273484426,1.33805242978017,40,5
create_visualization,RAM,0.0004151328741783501,0.0003736195867605151,1.2330807826824088,40,5
create_visualization,Total,0.0039651993396304,0.0035686794056673603,1.319492092829124,40,5
decide_tool,CPU,0.00021614069023552501,0.00017390097240390937,0.8045730408948556,40,5
decide_tool,GPU,0.0038113859983400496,0.0034302473985060446,0.901296789195236,40,5
decide_tool,RAM,0.0004586940980623964,0.00038171619559758055,0.8321803075514076,40,5
decide_tool,Total,0.004486220786638038,0.003988847676180747,0.8891331626078928,40,5
lookup_sales_data,CPU,0.00021792776809478732,0.00016990039097191395,0.7796179094442708,40,5
lookup_sales_data,GPU,0.0038862474734642724,0.0034312479851762575,0.8829206087891207,40,5
lookup_sales_data,RAM,0.00045792026389634283,0.0003734267601188679,0.8154842437883437,40,5
lookup_sales_data,Total,0.004562095505455475,0.003972377031400096,0.870735175677454,40,5
