Elapsed time;jp@gc - Ultimate Thread Group
00:11:56,600;30.0
00:12:05,600;30.0
00:12:08,0;30.0
00:12:12,600;30.0
00:12:26,500;30.0
00:12:43,100;30.0
00:12:48,0;30.0
00:12:49,0;30.0
00:13:25,600;30.0
00:13:27,900;30.0
00:13:38,100;30.0
00:13:42,200;30.0
00:14:22,100;30.0
00:14:23,500;30.0
00:14:24,500;30.0
00:14:46,400;30.0
00:14:53,400;30.0
00:15:00,200;30.0
00:15:03,700;30.0
00:15:39,700;30.0
00:15:59,100;30.0
00:16:00,300;30.0
00:16:00,900;30.0
00:16:13,400;30.0
00:16:30,200;30.0
00:16:48,800;30.0
00:17:14,100;30.0
00:17:14,800;30.0
00:17:37,500;30.0
00:17:47,500;30.0
00:18:07,100;30.0
00:18:12,800;30.0
00:18:19,0;30.0
00:18:30,500;30.0
00:18:41,100;30.0
00:18:44,400;30.0
00:18:48,300;30.0
00:18:59,200;30.0
00:19:09,700;30.0
00:20:02,100;30.0
00:20:12,900;30.0
00:20:15,900;30.0
00:20:16,500;30.0
00:20:26,800;30.0
00:20:29,300;30.0
00:20:34,300;30.0
00:20:40,200;30.0
00:20:43,500;30.0
00:21:51,100;30.0
00:21:55,200;30.0
00:22:05,700;30.0
00:22:10,500;30.0
00:22:21,900;30.0
00:22:24,400;30.0
00:22:32,800;30.0
00:22:35,300;29.0
00:23:01,600;29.0
00:23:15,500;29.0
00:23:20,300;28.0
00:23:22,800;27.0
00:23:39,500;27.0
00:23:40,200;27.0
00:23:58,500;26.0
00:24:38,400;25.0
00:24:39,100;25.0
00:24:47,800;24.0
00:24:53,800;23.0
00:24:57,0;22.0
00:25:04,0;21.0
00:25:18,300;20.0
00:25:36,200;19.0
00:25:44,0;18.0
00:26:28,800;17.0
00:26:29,200;16.0
00:26:35,100;15.0
00:26:38,800;14.0
00:26:46,0;13.0
00:26:58,400;12.0
00:27:14,500;11.0
00:27:27,400;10.0
00:27:45,600;9.0
00:28:25,300;8.0
00:29:03,500;7.0
00:30:30,800;6.0
00:30:58,500;6.0
00:31:07,700;5.0
00:32:21,300;7.0
00:32:25,300;6.0
00:32:39,500;6.0
00:33:06,700;6.0
00:33:32,800;7.0
00:33:48,700;8.0
00:35:03,600;9.0
00:35:04,900;9.0
00:35:27,500;10.0
00:35:43,200;11.0
00:35:52,400;11.0
00:36:03,600;11.0
00:36:06,300;11.0
00:36:11,0;12.0
00:38:14,0;16.0
00:38:19,500;16.0
00:38:41,500;17.0
00:38:54,0;17.0
00:38:54,300;17.0
00:38:55,100;17.0
00:39:19,800;18.0
00:41:21,900;22.0
00:43:20,800;26.0
00:44:45,500;29.0
00:44:49,900;29.0
00:45:21,600;30.0
00:45:26,700;30.0
00:46:26,100;30.0
00:46:41,300;30.0
00:46:55,400;30.0
00:46:56,800;30.0
00:47:21,100;30.0
00:47:31,300;30.0
00:47:33,900;30.0
00:47:34,100;30.0
00:47:38,100;30.0
00:48:14,700;30.0
00:48:25,400;30.0
00:48:29,300;30.0
00:48:54,900;30.0
00:49:20,600;30.0
00:49:21,200;30.0
00:49:27,200;30.0
00:49:32,500;30.0
00:49:43,0;30.0
00:49:48,900;30.0
00:50:09,600;30.0
00:50:29,0;30.0
00:50:51,0;30.0
00:51:08,500;30.0
00:51:11,900;30.0
00:51:16,500;30.0
00:51:18,400;30.0
00:51:28,900;30.0
00:51:39,0;30.0
00:51:49,0;30.0
00:51:54,500;30.0
00:52:08,400;30.0
00:52:24,0;30.0
00:52:42,300;30.0
00:52:42,800;30.0
00:52:43,400;30.0
00:52:59,600;30.0
00:53:10,500;30.0
00:53:24,400;30.0
00:53:35,600;30.0
00:53:49,600;30.0
00:53:50,200;30.0
00:54:04,900;30.0
00:54:05,900;30.0
00:54:17,200;30.0
00:54:30,800;30.0
00:54:36,300;30.0
00:54:56,100;30.0
00:55:11,0;30.0
00:55:14,800;30.0
00:55:29,400;30.0
00:55:32,200;30.0
00:55:35,400;30.0
00:55:39,100;30.0
00:55:52,600;30.0
00:56:09,400;30.0
00:56:18,400;30.0
00:56:34,0;30.0
00:56:35,100;30.0
00:56:37,800;30.0
00:56:49,600;30.0
00:56:53,100;30.0
00:57:04,100;30.0
00:57:08,500;30.0
00:57:11,0;30.0
00:57:16,300;30.0
00:57:16,700;30.0
00:57:46,800;30.0
00:57:56,300;30.0
00:57:59,0;30.0
00:58:18,800;30.0
00:58:28,800;30.0
00:58:40,900;30.0
00:58:43,300;30.0
00:58:46,100;30.0
00:58:57,100;30.0
00:59:12,600;30.0
00:59:22,200;30.0
00:59:25,900;30.0
00:59:26,800;30.0
00:59:37,300;30.0
00:59:53,500;30.0
01:00:01,0;30.0
01:00:01,400;30.0
01:00:16,400;30.0
01:00:47,900;30.0
01:00:48,300;30.0
01:01:02,200;30.0
01:01:11,300;30.0
01:01:12,600;30.0
01:01:37,700;30.0
01:01:39,400;30.0
01:01:59,900;30.0
01:02:26,100;30.0
01:02:53,0;30.0
01:02:53,600;30.0
01:02:55,700;30.0
01:03:06,900;30.0
01:03:14,100;30.0
01:03:21,0;30.0
01:03:35,0;30.0
01:03:35,400;30.0
01:03:36,0;30.0
01:03:43,600;30.0
01:04:30,500;30.0
01:04:34,400;30.0
01:05:00,100;30.0
01:05:10,200;30.0
01:05:14,500;30.0
01:05:14,900;30.0
01:05:18,900;30.0
01:05:23,800;30.0
01:05:42,400;30.0
01:06:00,900;30.0
01:06:04,0;30.0
01:06:21,200;30.0
01:06:50,400;30.0
01:06:51,600;30.0
01:06:54,0;30.0
01:06:54,100;30.0
01:06:59,100;30.0
01:07:14,800;30.0
01:07:49,200;30.0
01:07:50,0;30.0
01:08:35,300;30.0
01:08:38,900;30.0
01:08:40,100;30.0
01:08:42,300;30.0
01:09:04,200;30.0
01:09:43,300;30.0
01:09:43,500;30.0
01:10:17,100;30.0
01:10:32,900;30.0
01:10:33,900;30.0
01:10:38,200;30.0
01:10:41,700;30.0
01:10:46,900;30.0
01:11:07,100;30.0
01:11:28,300;30.0
01:11:43,300;30.0
01:11:50,700;30.0
01:12:18,500;30.0
01:12:19,700;30.0
01:12:21,800;30.0
01:12:41,0;30.0
01:12:41,100;30.0
01:12:50,900;30.0
01:13:30,500;30.0
01:13:33,800;30.0
01:13:53,500;30.0
01:13:53,900;30.0
01:13:54,400;30.0
01:14:10,200;30.0
01:14:23,300;30.0
01:14:23,800;30.0
01:14:58,100;30.0
01:15:20,300;30.0
01:15:31,300;30.0
01:15:37,300;30.0
01:15:39,300;30.0
01:15:39,500;30.0
01:15:55,900;30.0
01:17:18,900;30.0
01:17:29,500;30.0
01:17:35,200;30.0
01:17:36,100;30.0
01:17:36,500;30.0
01:17:52,400;30.0
01:18:10,800;30.0
01:18:32,100;30.0
01:18:44,500;30.0
01:18:47,0;30.0
01:19:06,100;30.0
01:19:19,800;30.0
01:19:32,0;30.0
01:19:34,100;30.0
01:19:34,700;30.0
01:19:56,800;30.0
01:20:08,300;30.0
01:20:24,900;30.0
01:20:27,0;30.0
01:20:45,200;30.0
01:21:02,400;30.0
01:21:02,800;30.0
01:21:04,600;30.0
01:21:18,800;30.0
01:21:23,900;30.0
01:21:50,500;30.0
01:22:07,500;30.0
01:22:21,700;30.0
01:22:22,200;30.0
01:22:22,600;30.0
01:22:37,300;29.0
01:22:45,300;28.0
01:22:52,900;28.0
01:23:06,200;27.0
01:23:16,900;27.0
01:23:31,0;26.0
01:23:46,100;26.0
01:23:46,500;25.0
01:23:49,900;25.0
01:24:05,300;24.0
01:24:09,600;23.0
01:24:29,500;22.0
01:24:32,100;21.0
01:24:43,800;21.0
01:24:59,400;20.0
01:25:02,800;19.0
01:25:20,100;19.0
01:25:30,800;19.0
01:25:49,400;18.0
01:25:53,300;17.0
01:26:05,900;16.0
01:26:21,0;15.0
01:26:21,500;15.0
01:26:24,800;14.0
01:26:36,400;13.0
01:26:46,200;12.0
01:26:53,500;11.0
01:27:08,900;10.0
01:27:10,0;9.0
01:27:45,400;8.0
01:27:46,500;7.0
01:27:48,200;6.0
01:27:51,100;5.0
01:28:28,700;4.0
01:28:59,400;3.0
01:30:17,800;2.0
01:30:18,500;1.0
01:32:49,400;5.0
01:33:38,200;6.0
01:33:41,800;7.0
01:34:26,200;8.0
01:34:55,600;9.0
01:35:05,300;9.0
01:35:23,700;10.0
01:35:41,500;11.0
01:35:45,700;11.0
01:35:55,800;11.0
01:36:13,400;12.0
01:36:26,300;12.0
01:36:29,0;12.0
01:36:30,400;12.0
01:36:35,500;12.0
01:36:44,500;13.0
01:37:30,600;14.0
01:37:31,800;14.0
01:37:37,0;14.0
01:37:43,200;15.0
01:37:43,800;15.0
01:38:14,800;16.0
01:38:24,900;16.0
01:38:46,600;17.0
01:39:19,500;18.0
01:39:21,700;18.0
01:39:28,0;18.0
01:39:29,600;18.0
01:39:39,600;19.0
01:39:53,100;19.0
01:39:57,200;19.0
01:39:58,500;19.0
01:40:36,600;20.0
01:40:46,700;21.0
01:40:47,200;21.0
01:40:51,100;21.0
01:41:06,300;21.0
01:41:11,100;22.0
01:41:11,200;22.0
01:41:26,0;22.0
01:41:34,200;22.0
01:42:23,700;24.0
01:42:40,600;25.0
01:42:46,500;25.0
01:42:47,800;25.0
01:42:59,300;25.0
01:42:59,900;25.0
01:43:29,900;26.0
01:43:30,200;26.0
01:43:37,800;26.0
01:43:59,400;27.0
01:43:59,900;27.0
01:44:12,200;28.0
01:44:16,500;28.0
01:44:36,700;28.0
01:44:50,500;29.0
01:45:03,400;29.0
01:45:24,900;30.0
01:45:35,100;30.0
01:45:42,0;30.0
01:45:44,900;30.0
01:46:00,400;30.0
01:46:02,500;30.0
01:46:23,800;30.0
01:46:25,500;30.0
01:46:43,900;30.0
01:46:52,500;30.0
01:47:14,100;30.0
01:47:17,600;30.0
01:47:28,200;30.0
01:47:34,400;30.0
01:47:55,500;30.0
01:47:57,800;30.0
01:48:02,100;30.0
01:48:08,0;30.0
01:48:17,700;30.0
01:48:41,900;30.0
01:49:08,500;30.0
01:49:36,500;30.0
01:49:48,800;30.0
01:49:53,0;30.0
01:49:53,700;30.0
01:49:55,700;30.0
01:50:24,0;30.0
01:50:24,100;30.0
01:50:40,700;30.0
01:51:24,0;30.0
01:51:27,0;30.0
01:51:34,400;30.0
01:51:55,300;30.0
01:52:09,500;30.0
01:52:23,100;30.0
01:52:25,500;30.0
01:52:42,900;30.0
01:52:48,800;30.0
01:53:06,100;30.0
01:53:27,800;30.0
01:53:28,600;30.0
01:53:44,300;30.0
01:53:52,300;30.0
01:53:53,100;30.0
01:54:07,200;30.0
01:54:12,600;30.0
01:54:33,0;30.0
01:55:01,300;30.0
01:55:09,300;30.0
01:55:12,100;30.0
01:55:27,0;30.0
01:55:39,200;30.0
01:55:44,300;30.0
01:55:50,400;30.0
01:55:56,600;30.0
01:55:58,900;30.0
01:56:37,800;30.0
01:56:49,0;30.0
01:56:49,600;30.0
01:56:51,200;30.0
01:57:05,900;30.0
01:57:07,100;30.0
01:57:12,900;30.0
01:57:22,400;30.0
01:57:23,500;30.0
01:57:42,500;30.0
01:57:47,200;30.0
01:57:55,0;30.0
01:58:13,400;30.0
01:58:30,900;30.0
01:58:31,600;30.0
01:58:33,200;30.0
01:58:34,500;30.0
01:58:48,400;30.0
01:58:52,0;30.0
01:59:17,700;30.0
01:59:44,300;30.0
01:59:44,400;30.0
01:59:45,400;30.0
01:59:57,400;30.0
02:00:01,0;30.0
02:00:01,800;30.0
02:00:07,400;30.0
02:00:18,600;30.0
02:00:20,600;30.0
02:00:43,300;30.0
02:00:57,900;30.0
02:01:10,600;30.0
02:01:11,600;30.0
02:01:28,100;30.0
02:01:33,0;30.0
02:01:34,500;30.0
02:01:47,700;30.0
02:02:16,300;30.0
02:02:22,0;30.0
02:02:27,800;30.0
02:02:29,700;30.0
02:02:59,0;30.0
02:03:16,400;30.0
02:03:32,300;30.0
02:03:35,700;30.0
02:03:50,800;30.0
02:03:55,500;30.0
02:04:13,300;30.0
02:04:14,700;30.0
02:04:42,700;30.0
02:04:43,0;30.0
02:04:50,300;30.0
02:05:12,400;30.0
02:05:29,400;30.0
02:06:00,500;30.0
02:06:08,300;30.0
02:06:16,400;30.0
02:06:24,300;30.0
02:06:34,200;30.0
02:06:43,600;30.0
02:06:47,700;30.0
02:07:15,600;30.0
02:07:28,300;30.0
02:07:48,700;30.0
02:07:49,900;30.0
02:07:50,600;30.0
02:08:08,900;30.0
02:08:15,800;30.0
02:08:48,900;30.0
02:08:59,400;30.0
02:09:15,300;30.0
02:09:20,300;30.0
02:09:25,0;30.0
02:09:36,100;30.0
02:09:48,700;30.0
02:09:51,300;30.0
02:10:09,200;30.0
02:10:47,700;30.0
02:10:49,400;30.0
02:10:54,0;30.0
02:11:01,200;30.0
02:11:08,0;30.0
02:11:18,0;30.0
02:11:25,300;30.0
02:11:58,500;30.0
02:12:27,400;30.0
02:12:33,400;30.0
02:12:33,900;30.0
02:12:46,100;30.0
02:13:01,300;30.0
02:13:02,0;30.0
02:13:25,800;30.0
02:13:30,400;30.0
02:13:58,100;30.0
02:14:14,100;30.0
02:14:14,500;30.0
02:14:16,600;30.0
02:14:24,700;30.0
02:14:29,0;30.0
02:14:33,0;30.0
02:15:03,500;30.0
02:15:03,800;30.0
02:15:32,900;30.0
02:15:42,800;30.0
02:15:45,900;30.0
02:15:47,900;30.0
02:15:58,200;30.0
02:16:04,900;30.0
02:16:38,300;30.0
02:16:41,300;30.0
02:17:07,200;30.0
02:17:18,100;30.0
02:17:22,100;30.0
02:17:33,400;30.0
02:17:35,600;30.0
02:17:37,200;30.0
02:18:13,100;30.0
02:18:33,200;30.0
02:18:48,200;30.0
02:18:53,900;30.0
02:19:04,100;30.0
02:19:09,800;30.0
02:19:18,400;30.0
02:19:23,500;30.0
02:19:39,800;30.0
02:19:59,700;30.0
02:20:28,700;30.0
02:20:39,0;30.0
02:20:43,900;30.0
02:20:45,500;30.0
02:20:54,500;30.0
02:20:57,100;30.0
02:20:57,200;30.0
02:21:31,400;30.0
02:22:02,400;30.0
02:22:10,900;30.0
02:22:15,400;29.0
02:22:25,400;28.0
02:22:31,0;28.0
02:22:34,600;28.0
02:23:07,0;28.0
02:23:21,600;28.0
02:23:51,600;27.0
02:23:53,200;26.0
02:23:55,900;25.0
02:24:07,600;25.0
02:24:08,0;25.0
02:24:39,400;24.0
02:24:39,700;23.0
02:24:58,400;23.0
02:25:19,200;22.0
02:25:22,300;21.0
02:25:29,800;20.0
02:25:44,600;20.0
02:25:45,100;19.0
02:26:02,200;18.0
02:26:06,900;17.0
02:26:07,0;17.0
02:26:09,800;16.0
02:26:45,600;15.0
02:27:10,200;14.0
02:27:27,200;13.0
02:27:35,400;12.0
02:27:37,700;11.0
02:27:42,100;10.0
02:27:43,800;9.0
02:28:06,500;8.0
02:28:11,700;7.0
02:28:44,700;6.0
02:29:48,500;5.0
02:30:21,100;4.0
02:31:09,600;3.0
02:31:39,100;2.0
02:32:51,100;1.0
