tool_name,Metric,mean_value,std_value,cv,users,nodes
analyzing_data,CPU,4.917360295523026e-05,1.711943504607796e-05,0.3481427842833526,10,3
analyzing_data,GPU,0.0007388975109931363,0.00030380251833063735,0.4111565052131559,10,3
analyzing_data,RAM,0.00011676572987509184,4.0235291940576806e-05,0.3445813423477747,10,3
analyzing_data,Total,0.0009048368438234893,0.0003600956834898256,0.397967529668886,10,3
create_visualization,CPU,3.834045837176581e-05,2.4622298262643617e-05,0.6422014578932539,10,3
create_visualization,GPU,0.0005402271624072797,0.0004468027994326635,0.8270646693174174,10,3
create_visualization,RAM,9.171953331516286e-05,5.7098448880830605e-05,0.622533137893662,10,3
create_visualization,Total,0.0006702871540942298,0.0005278531879934701,0.7875030645735214,10,3
decide_tool,CPU,1.7659155286142064e-05,1.0813100098790017e-05,0.6123226124680802,10,3
decide_tool,GPU,0.00018277353825905956,0.00016449618443315362,0.9451552991629877,10,3
decide_tool,RAM,4.3966216207909797e-05,2.650908627440941e-05,0.6029421806291408,10,3
decide_tool,Total,0.00024439890975309816,0.0002065115147818525,0.8449772341066453,10,3
lookup_sales_data,CPU,2.525889850615211e-05,1.2584572946706441e-05,0.4982233466610318,10,3
lookup_sales_data,GPU,0.0002924468412196305,0.0002112526282684275,0.7223624894952265,10,3
lookup_sales_data,RAM,6.32648998104004e-05,2.8574471055974685e-05,0.45166389485496666,10,3
lookup_sales_data,Total,0.0003809706395361845,0.00024762166495287245,0.6499757179564841,10,3
