Elapsed time;jp@gc - Ultimate Thread Group
02:22:04,0;4.0
02:22:28,0;4.0
02:23:48,200;5.0
02:23:51,500;5.0
02:24:05,900;5.0
02:25:01,700;6.0
02:25:05,200;6.0
02:25:27,900;6.0
02:25:59,0;6.0
02:26:14,600;6.0
02:26:18,800;6.0
02:26:34,400;7.0
02:26:45,100;7.0
02:27:34,800;7.0
02:27:43,300;7.0
02:27:55,500;7.0
02:28:13,0;8.0
02:28:44,200;8.0
02:28:47,600;8.0
02:28:55,700;8.0
02:29:08,800;8.0
02:29:10,0;8.0
02:29:44,200;9.0
02:29:57,100;9.0
02:30:09,0;9.0
02:30:24,400;9.0
02:30:44,700;9.0
02:30:47,800;9.0
02:30:58,700;9.0
02:31:00,0;9.0
02:31:21,300;10.0
02:31:29,500;10.0
02:31:38,900;10.0
02:31:52,800;10.0
02:32:04,800;10.0
02:32:06,0;10.0
02:33:09,200;10.0
02:33:30,0;10.0
02:33:31,300;10.0
02:33:31,700;10.0
02:33:36,400;10.0
02:33:50,100;10.0
02:33:58,900;10.0
02:34:07,300;10.0
02:34:08,100;10.0
02:34:14,300;10.0
02:34:35,600;10.0
02:34:54,500;10.0
02:35:22,800;10.0
02:35:27,0;10.0
02:35:45,900;10.0
02:35:46,800;10.0
02:35:51,800;10.0
02:36:06,500;10.0
02:36:07,700;10.0
02:36:23,300;10.0
02:36:35,600;10.0
02:37:01,500;10.0
02:37:05,400;10.0
02:37:13,300;10.0
02:37:16,400;10.0
02:37:56,500;10.0
02:38:00,300;10.0
02:38:18,300;10.0
02:38:38,800;10.0
02:38:39,500;10.0
02:38:42,800;10.0
02:38:53,100;10.0
02:38:55,100;10.0
02:39:46,200;10.0
02:39:49,500;10.0
02:39:51,500;10.0
02:39:58,600;10.0
02:40:26,200;10.0
02:40:27,800;10.0
02:40:50,800;10.0
02:41:06,200;10.0
02:41:15,100;10.0
02:41:16,100;10.0
02:41:21,300;10.0
02:41:34,800;10.0
02:42:01,200;10.0
02:42:05,700;10.0
02:42:16,200;10.0
02:42:34,600;10.0
02:42:44,0;10.0
02:43:01,100;10.0
02:43:02,600;10.0
02:43:35,800;10.0
02:43:55,400;10.0
02:43:56,400;10.0
02:44:29,200;10.0
02:44:47,0;10.0
02:44:48,400;10.0
02:45:01,900;10.0
02:45:18,600;10.0
02:45:41,200;10.0
02:45:43,100;10.0
02:45:45,900;10.0
02:46:18,800;10.0
02:46:33,800;10.0
02:47:02,400;10.0
02:47:07,400;10.0
02:47:10,600;10.0
02:47:13,200;10.0
02:47:15,300;10.0
02:47:16,800;10.0
02:47:43,500;10.0
02:47:55,300;10.0
02:48:09,900;10.0
02:48:30,600;10.0
02:48:35,200;10.0
02:48:35,900;10.0
02:48:48,800;10.0
02:49:11,0;10.0
02:49:15,100;10.0
02:49:27,400;10.0
02:49:31,700;10.0
02:49:39,400;10.0
02:50:30,400;10.0
02:50:46,200;10.0
02:50:52,0;10.0
02:51:01,100;10.0
02:51:16,900;10.0
02:51:18,0;10.0
02:51:36,500;10.0
02:51:37,600;10.0
02:52:43,200;10.0
02:53:02,200;10.0
02:53:06,600;10.0
02:53:10,500;10.0
02:53:25,700;10.0
02:53:30,100;10.0
02:53:31,600;10.0
02:53:44,600;10.0
02:54:04,700;10.0
02:54:14,700;10.0
02:54:21,700;10.0
02:54:44,0;10.0
02:54:51,100;10.0
02:55:08,0;10.0
02:55:16,500;10.0
02:55:23,300;10.0
02:55:27,200;10.0
02:55:29,800;10.0
02:55:33,900;10.0
02:55:47,500;10.0
02:56:30,100;10.0
02:56:46,900;10.0
02:57:02,600;10.0
02:57:05,200;10.0
02:57:07,100;10.0
02:57:50,700;10.0
02:57:55,600;10.0
02:57:56,700;10.0
02:58:14,500;10.0
02:58:19,0;10.0
02:58:53,900;10.0
02:58:59,600;10.0
02:59:11,0;10.0
02:59:13,200;10.0
02:59:21,600;10.0
02:59:55,800;10.0
03:00:10,800;10.0
03:00:34,300;10.0
03:00:41,100;10.0
03:00:47,400;10.0
03:00:48,0;10.0
03:00:49,200;10.0
03:01:38,900;10.0
03:01:40,300;10.0
03:01:43,600;10.0
03:02:19,300;10.0
03:02:21,900;10.0
03:02:33,900;10.0
03:02:34,900;10.0
03:02:38,600;10.0
03:03:03,600;10.0
03:03:07,300;10.0
03:03:31,100;10.0
03:03:45,400;10.0
03:04:25,900;10.0
03:04:28,300;10.0
03:04:34,900;10.0
03:04:42,300;10.0
03:04:51,900;10.0
03:05:00,700;10.0
03:05:12,900;10.0
03:05:26,400;10.0
03:06:02,500;10.0
03:06:07,0;10.0
03:06:39,700;10.0
03:06:40,400;10.0
03:06:43,300;10.0
03:06:51,100;10.0
03:06:53,500;10.0
03:06:58,800;10.0
03:07:18,300;10.0
03:07:28,0;10.0
03:08:16,900;9.0
03:08:25,400;9.0
03:08:34,200;9.0
03:08:39,600;9.0
03:08:47,500;8.0
03:09:29,700;8.0
03:09:38,200;8.0
03:09:43,800;7.0
03:09:47,0;6.0
03:10:32,700;6.0
03:10:47,100;6.0
03:10:48,0;6.0
03:10:52,900;6.0
03:11:18,300;5.0
03:11:28,400;4.0
03:12:00,800;3.0
03:12:20,300;2.0
03:12:57,300;1.0
03:21:11,500;3.0
03:22:27,500;4.0
03:23:25,300;4.0
03:23:48,700;5.0
03:24:04,0;5.0
03:24:19,600;5.0
03:24:46,400;5.0
03:24:54,600;5.0
03:25:08,400;6.0
03:25:33,400;6.0
03:25:58,300;6.0
03:26:45,0;7.0
03:27:17,700;7.0
03:27:24,700;7.0
03:27:24,800;7.0
03:28:01,800;8.0
03:28:01,900;8.0
03:28:20,900;8.0
03:29:28,800;8.0
03:29:50,700;9.0
03:29:59,100;9.0
03:30:18,100;9.0
03:30:22,0;9.0
03:30:40,500;9.0
03:30:43,700;9.0
03:30:47,500;9.0
03:31:15,100;10.0
03:31:32,700;10.0
03:31:33,900;10.0
03:31:52,600;10.0
03:31:53,0;10.0
03:31:58,0;10.0
03:32:05,300;10.0
03:32:36,400;10.0
03:32:46,400;10.0
03:32:52,500;10.0
03:33:11,800;10.0
03:33:22,0;10.0
03:33:26,400;10.0
03:33:31,400;10.0
03:33:31,600;10.0
03:33:32,900;10.0
03:34:40,100;10.0
03:34:48,500;10.0
03:35:01,400;10.0
03:35:06,700;10.0
03:35:07,400;10.0
03:35:12,0;10.0
03:35:29,700;10.0
03:35:33,400;10.0
03:35:39,500;10.0
03:35:53,700;10.0
03:35:59,300;10.0
03:36:16,300;10.0
03:36:58,500;10.0
03:37:10,300;10.0
03:37:11,600;10.0
03:37:11,800;10.0
03:37:12,200;10.0
03:37:17,300;10.0
03:37:27,900;10.0
03:37:44,900;10.0
03:38:00,500;10.0
03:38:14,100;10.0
03:38:15,600;10.0
03:38:30,0;10.0
03:38:40,100;10.0
03:39:01,0;10.0
03:39:07,500;10.0
03:39:54,400;10.0
03:40:00,200;10.0
03:40:12,400;10.0
03:40:13,0;10.0
03:40:17,200;10.0
03:40:32,600;10.0
03:40:35,300;10.0
03:41:17,700;10.0
03:41:20,200;10.0
03:41:35,200;10.0
03:41:37,200;10.0
03:41:41,800;10.0
03:41:54,600;10.0
03:41:57,800;10.0
03:42:01,600;10.0
03:42:19,600;10.0
03:42:50,800;10.0
03:43:00,0;10.0
03:43:05,600;10.0
03:43:16,0;10.0
03:43:26,200;10.0
03:43:47,600;10.0
03:43:50,300;10.0
03:44:00,200;10.0
03:44:08,400;10.0
03:44:19,500;10.0
03:44:30,300;10.0
03:45:36,500;10.0
03:45:54,0;10.0
03:45:54,600;10.0
03:45:56,200;10.0
03:45:58,600;10.0
03:46:23,900;10.0
03:46:42,600;10.0
03:46:52,800;10.0
03:47:01,800;10.0
03:47:10,100;10.0
03:47:17,900;10.0
03:47:23,300;10.0
03:47:35,800;10.0
03:47:53,700;10.0
03:48:11,500;10.0
03:48:25,800;10.0
03:48:43,600;10.0
03:48:56,900;10.0
03:49:12,600;10.0
03:49:20,100;10.0
03:49:39,0;10.0
03:50:10,300;10.0
03:50:24,800;10.0
03:50:25,700;10.0
03:50:27,500;10.0
03:50:31,100;10.0
03:51:19,600;10.0
03:51:32,800;10.0
03:51:39,600;10.0
03:51:39,800;10.0
03:51:41,0;10.0
03:52:00,100;10.0
03:52:00,900;10.0
03:52:02,500;10.0
03:52:02,600;10.0
03:52:35,100;10.0
03:52:39,0;10.0
03:53:20,900;10.0
03:53:44,500;10.0
03:54:04,0;10.0
03:54:07,200;10.0
03:54:26,0;10.0
03:54:29,200;10.0
03:54:39,200;10.0
03:54:43,800;10.0
03:54:47,200;10.0
03:55:11,700;10.0
03:55:28,200;10.0
03:55:48,200;10.0
03:55:51,900;10.0
03:55:54,700;10.0
03:56:02,400;10.0
03:56:44,500;10.0
03:56:51,100;10.0
03:57:03,700;10.0
03:57:11,300;10.0
03:57:21,900;10.0
03:57:28,0;10.0
03:57:31,500;10.0
03:57:40,900;10.0
03:58:04,100;10.0
03:58:15,700;10.0
03:58:20,600;10.0
03:58:24,0;10.0
03:59:00,400;10.0
03:59:23,200;10.0
03:59:41,0;10.0
03:59:44,300;10.0
03:59:46,100;10.0
03:59:59,400;10.0
04:00:01,400;10.0
04:00:22,800;10.0
04:00:39,300;10.0
04:01:32,0;10.0
04:01:35,200;10.0
04:01:44,400;10.0
04:01:44,700;10.0
04:01:44,800;10.0
04:02:19,100;10.0
04:02:35,300;10.0
04:02:35,900;10.0
04:03:00,700;10.0
04:03:15,200;10.0
04:03:18,400;10.0
04:03:28,500;10.0
04:03:33,900;10.0
04:03:52,0;10.0
04:03:58,0;10.0
04:04:09,600;10.0
04:04:30,300;10.0
04:04:33,800;10.0
04:04:41,600;10.0
04:04:50,600;10.0
04:05:12,500;10.0
04:05:15,300;10.0
04:05:26,300;10.0
04:05:58,800;10.0
04:06:09,0;10.0
04:06:36,800;10.0
04:06:44,100;10.0
04:06:55,400;10.0
04:07:06,800;10.0
04:07:07,300;10.0
04:07:08,400;10.0
04:07:26,100;10.0
04:07:40,500;10.0
04:08:17,700;10.0
04:08:28,100;9.0
04:08:51,800;8.0
04:09:11,0;8.0
04:09:16,900;8.0
04:09:33,700;7.0
04:09:51,300;6.0
04:10:41,300;6.0
04:10:48,600;6.0
04:10:49,300;5.0
04:10:58,600;4.0
04:12:05,900;3.0
04:12:31,700;2.0
04:13:36,200;1.0
