Elapsed time;my_test_sampler
05:34:33,500;106225.0
05:35:37,0;46707.0
05:36:49,0;46417.0
05:40:20,500;108403.0
05:42:32,0;89600.0
05:44:15,0;99146.0
05:45:50,500;75386.0
05:47:46,500;86224.0
05:50:53,0;83287.0
05:52:25,500;78246.0
05:54:53,500;69150.0
05:58:20,500;95040.0
06:01:05,0;107228.0
06:03:03,500;81520.0
06:03:58,500;46562.0
06:05:41,0;100521.0
06:07:53,500;82676.0
06:10:11,500;74162.0
06:12:01,0;85139.0
06:13:43,500;73930.0
06:15:55,500;86775.0
06:17:39,0;90735.0
06:33:15,0;111042.0
06:36:45,500;46920.0
06:38:37,0;80269.0
06:40:31,500;105780.0
06:43:35,0;80875.0
06:45:25,0;72806.0
06:47:35,500;83060.0
06:49:10,0;88364.0
06:50:39,500;84231.0
06:52:53,0;82209.0
06:54:02,0;47625.0
06:56:20,500;116943.0
06:58:16,0;100526.0
06:59:51,500;81857.0
07:00:47,0;46723.0
07:02:46,500;105893.0
07:05:37,500;81781.0
07:07:40,0;71796.0
07:09:56,500;77702.0
07:11:28,0;76177.0
07:14:11,0;108807.0
07:15:46,0;87204.0
07:17:35,0;81915.0
07:33:25,0;107029.0
07:35:11,0;46725.0
07:36:31,0;80542.0
07:38:57,500;101722.0
07:40:28,0;82106.0
07:43:36,0;72850.0
07:45:19,0;79969.0
07:46:54,0;73508.0
07:50:10,0;73628.0
07:52:06,500;78948.0
07:53:02,500;47006.0
07:54:30,500;86229.0
07:56:20,500;98601.0
07:57:41,0;47028.0
07:59:24,0;78487.0
08:01:25,500;101903.0
08:05:54,0;83166.0
08:08:16,0;86961.0
08:09:48,500;77357.0
08:11:14,500;38457.0
08:13:31,500;82789.0
08:15:18,500;88253.0
08:16:20,0;37159.0
08:18:35,0;96016.0
