tool_name,Metric,mean_value,std_value,cv,users,nodes
analyzing_data,CPU,4.281184401814807e-05,2.5539041513959802e-05,0.5965414968608622,1,5
analyzing_data,GPU,0.0007026827868170374,0.0003326157611747603,0.47335122962299897,1,5
analyzing_data,RAM,0.00010372796644483534,6.368017965266514e-05,0.6139152422941943,1,5
analyzing_data,Total,0.0008492225972800373,0.0004163140514829478,0.4902295968293283,1,5
create_visualization,CPU,3.923990183199104e-05,3.5315911648791935e-05,2.1136572750334772,1,5
create_visualization,GPU,0.0004392931292082263,0.0003953638162874037,1.8144235265461828,1,5
create_visualization,RAM,9.383866261739489e-05,8.44547963556554e-05,2.0419070421268914,1,5
create_visualization,Total,0.0005723716936576264,0.0005151345242918637,1.8714106900038432,1,5
decide_tool,CPU,9.993318776319071e-06,3.5701019918353003e-06,0.3572488851546781,1,5
decide_tool,GPU,6.909428891574513e-05,3.387101218685516e-05,0.4902143537240553,1,5
decide_tool,RAM,2.3355061541154794e-05,8.619535352298985e-06,0.3690649813579036,1,5
decide_tool,Total,0.00010244266923320379,4.588407744708848e-05,0.4479000575691413,1,5
lookup_sales_data,CPU,1.7998174800346774e-05,5.851650351354206e-06,0.3251246538199785,1,5
lookup_sales_data,GPU,0.00018939435700324626,6.702353043557137e-05,0.3538834603948764,1,5
lookup_sales_data,RAM,4.824799420492822e-05,1.476444272790592e-05,0.3060115341830693,1,5
lookup_sales_data,Total,0.00025564052600851833,7.707871789978856e-05,0.30151212369677327,1,5
