tool_name,Metric,mean_value,std_value,users,nodes
analyzing_data,CPU,2.5224413576268416,0.1592120769895692,3,5
analyzing_data,GPU,36.88985841667293,1.9295253597308588,3,5
create_visualization,CPU,0.7507144764957264,0.08581032157602163,3,5
create_visualization,GPU,6.743503891941391,1.7727892275276218,3,5
lookup_sales_data,CPU,1.9871962785114048,0.1608925542325751,3,5
lookup_sales_data,GPU,3.6712535014005603,3.416599188323537,3,5
