Elapsed time;my_test_sampler
04:51:51,500;222427.0
04:51:52,500;804749.0
04:52:03,0;1404038.0
04:52:05,500;405392.0
04:52:27,0;556222.0
04:53:16,500;720312.0
04:53:22,0;544449.0
04:53:26,0;993084.0
04:53:29,500;305133.0
04:53:44,0;910414.0
04:53:45,0;1502195.0
04:53:46,500;503581.0
04:54:04,500;652196.0
04:54:41,500;374727.0
04:55:06,500;1092909.0
04:55:07,500;622169.0
04:55:26,500;566104.0
04:55:33,0;1604716.0
04:55:39,0;100009.0
04:56:13,0;641194.0
04:56:23,500;473468.0
04:56:27,500;143821.0
04:56:40,0;1184735.0
04:56:53,500;726522.0
04:57:05,0;1097662.0
04:57:09,500;184800.0
04:57:51,0;139381.0
04:58:00,0;560399.0
04:58:06,500;146932.0
04:58:14,500;101914.0
04:58:22,0;769718.0
04:58:23,0;89525.0
04:58:38,500;1189427.0
04:58:43,500;256325.0
04:59:13,0;126170.0
04:59:30,0;626986.0
04:59:32,0;194354.0
04:59:48,500;829535.0
04:59:49,500;194890.0
05:00:07,0;337890.0
05:00:07,500;641868.0
05:00:49,0;197872.0
05:01:04,0;286471.0
05:01:05,500;1322498.0
05:01:25,500;173218.0
05:01:26,0;920223.0
05:01:44,0;429100.0
05:01:45,500;725725.0
05:01:48,0;1362790.0
05:02:31,500;748561.0
05:02:32,500;268465.0
05:02:37,0;298016.0
05:03:03,0;267925.0
05:03:07,0;1020588.0
05:03:18,500;411048.0
05:03:30,0;502478.0
05:04:06,500;352780.0
05:04:10,0;255476.0
05:04:11,0;1494547.0
05:04:15,0;848991.0
05:04:32,500;343535.0
05:04:47,500;1102851.0
05:04:59,500;131071.0
05:05:39,500;119387.0
05:05:47,0;1568842.0
05:05:48,500;636616.0
05:05:49,0;630985.0
05:06:05,500;430761.0
05:06:25,500;1197016.0
05:07:06,0;252809.0
05:07:20,0;213767.0
05:07:25,500;187265.0
05:07:37,500;1663858.0
05:07:42,0;428536.0
05:07:47,0;532451.0
05:07:56,0;1052918.0
05:08:00,0;1276718.0
05:09:02,500;318951.0
05:09:04,0;317802.0
05:09:22,0;515917.0
05:09:30,0;625064.0
05:09:31,0;1774036.0
05:09:35,0;1140517.0
05:09:39,500;1367825.0
05:10:19,0;1800009.0
05:10:50,500;375419.0
05:10:52,0;286318.0
05:10:52,500;416217.0
05:11:10,0;600688.0
05:11:12,0;712650.0
05:11:27,500;1468569.0
05:12:08,0;1287768.0
05:12:08,500;75294.0
05:12:29,500;471966.0
05:12:30,0;199034.0
05:12:47,0;672617.0
05:12:48,0;807851.0
05:12:52,0;103729.0
05:13:00,0;409986.0
05:13:07,0;500724.0
05:13:09,0;1543446.0
05:13:58,0;1394433.0
05:13:58,500;172461.0
05:14:09,0;746931.0
05:14:17,0;896678.0
05:14:23,0;137632.0
05:14:38,0;499190.0
05:14:44,500;585060.0
05:15:29,0;1445926.0
05:15:31,500;369738.0
05:15:37,500;163178.0
05:15:48,500;824681.0
05:15:53,500;213985.0
05:15:54,0;976569.0
05:16:11,500;590684.0
05:16:14,0;673853.0
05:16:39,500;259757.0
05:16:59,500;1525922.0
05:17:00,0;436996.0
05:17:10,0;254539.0
05:17:20,500;900585.0
05:17:25,500;1066827.0
05:17:40,500;671500.0
05:18:05,500;319786.0
05:18:20,0;795462.0
05:18:26,0;521374.0
05:18:38,0;1611589.0
05:18:41,0;344650.0
05:18:49,0;336573.0
05:19:02,500;95789.0
05:19:05,500;703576.0
05:19:08,500;558679.0
05:19:59,500;884860.0
05:20:04,500;1688525.0
05:20:05,500;437425.0
05:20:16,0;438226.0
05:20:17,0;417941.0
05:20:26,500;87664.0
05:20:33,500;763399.0
05:20:35,500;613572.0
05:21:33,0;1776227.0
05:21:37,0;145075.0
05:21:57,500;986749.0
05:22:01,500;842013.0
05:22:06,0;696361.0
05:22:10,0;517095.0
05:22:13,500;1800003.0
05:22:17,0;1800006.0
05:22:19,500;1800003.5
05:22:30,500;1800009.0
05:22:32,0;1800015.0
05:22:42,0;1800004.0
05:22:57,0;551924.0
05:23:03,500;205783.0
05:23:19,0;1063812.0
05:23:24,0;915385.0
05:24:15,500;621672.0
05:24:23,0;257744.0
05:24:34,0;1131665.0
05:24:39,500;989242.0
05:25:34,0;687526.0
05:25:54,500;1206843.0
05:25:58,500;1061001.0
05:26:47,500;751877.0
05:27:07,0;1125745.0
05:28:00,500;811917.0
05:28:18,500;1168955.0
05:29:11,0;868014.0
05:30:19,500;922175.0
05:31:29,500;958961.0
05:32:27,0;92997.0
05:32:32,500;98883.0
05:32:53,0;102620.0
05:33:16,0;585375.5
05:33:34,0;58973.0
05:33:45,0;101947.0
05:33:54,0;1068215.0
05:33:54,500;60418.0
05:33:57,500;104217.0
05:34:05,500;114629.0
05:34:10,0;99173.0
05:34:12,500;100963.0
05:34:22,0;36869.0
05:34:42,0;39124.0
05:34:52,500;45310.0
05:35:04,0;50707.0
05:35:08,0;1133578.0
05:35:14,500;126208.0
05:35:19,500;121127.0
05:35:41,0;81831.0
05:35:46,0;105326.0
05:35:53,500;38127.0
05:35:58,0;105456.0
05:36:19,0;63314.0
05:36:24,0;42333.0
05:36:25,0;121618.0
05:36:26,500;1201000.0
05:36:36,0;37780.0
05:36:43,500;96768.0
05:37:07,0;219097.0
05:38:02,0;133300.0
05:38:03,0;1282073.0
05:38:04,500;158320.0
05:38:18,0;154542.0
05:38:23,500;240274.0
05:38:34,500;146930.0
05:38:39,0;119445.0
05:38:46,0;194605.0
05:38:54,500;124271.0
05:39:02,0;109374.0
05:39:12,0;182132.0
05:39:21,500;61604.0
05:39:22,500;230735.0
05:39:25,0;1349418.0
05:39:39,500;230449.5
05:39:45,0;235526.0
05:40:46,500;229163.0
05:40:47,0;1430683.0
05:41:00,0;285909.0
05:41:01,0;221981.0
05:41:03,500;143331.0
05:41:07,0;161517.0
05:41:09,500;335049.0
05:41:25,0;416744.0
05:41:53,500;377454.0
05:42:17,500;57412.0
05:42:36,0;331925.0
05:42:41,500;168573.0
05:42:42,0;63702.0
05:42:46,0;1541792.0
05:43:02,0;405293.0
05:43:02,500;341597.0
05:43:04,0;262164.0
05:43:45,0;439215.0
05:43:53,500;408315.0
05:44:05,0;163215.0
05:44:21,500;472659.0
05:44:27,500;161318.0
05:44:31,500;272644.0
05:44:32,0;153278.0
05:44:40,0;44114.0
05:44:49,0;428358.0
05:44:51,0;365597.0
05:45:01,0;505464.0
05:45:06,0;198197.0
05:45:16,0;148995.0
05:46:25,0;256608.0
05:46:25,500;381531.0
05:46:27,500;145792.0
05:46:34,0;519423.0
05:46:35,0;468555.0
05:46:50,0;162665.0
05:46:53,500;112071.0
05:46:57,500;249455.0
05:47:02,500;293738.0
05:47:12,500;492931.0
05:47:38,0;453255.0
05:47:42,0;329613.0
05:48:28,500;264472.0
05:48:29,500;481322.0
05:48:34,500;255628.0
05:48:44,500;216971.0
05:48:47,500;585412.0
05:49:10,0;352463.0
05:49:20,500;252340.0
05:49:32,0;562238.0
05:49:33,500;427475.0
05:49:46,0;167326.0
05:50:00,500;81890.0
05:50:05,0;335882.0
05:50:06,0;662760.0
05:50:23,500;203112.0
05:50:52,0;697507.0
05:51:01,0;348033.0
05:51:11,0;472813.0
05:51:22,0;154984.0
05:51:26,0;656592.0
05:51:27,500;410284.0
05:51:28,500;538693.0
05:51:38,500;276853.0
05:52:03,0;185047.0
05:52:14,0;456129.0
05:52:38,500;556180.0
05:52:50,500;816027.0
05:52:57,0;626038.0
05:53:05,500;471554.0
05:53:06,0;350632.0
05:53:19,0;768811.0
05:53:23,500;598431.0
05:53:26,500;263065.0
05:53:49,500;545689.0
05:53:59,0;806761.0
05:54:15,500;892185.0
05:54:27,0;264782.0
05:54:37,500;497653.5
05:54:58,500;672224.0
05:55:04,500;939120.0
05:55:12,0;273202.0
05:55:43,0;393142.0
05:55:49,0;915680.0
05:55:55,500;668953.0
05:56:07,0;646820.0
05:56:33,500;554354.0
05:56:37,0;709195.0
05:56:40,0;354207.0
05:56:41,500;552629.0
05:57:29,500;587543.0
05:57:32,500;997076.0
05:57:39,0;737509.0
05:58:13,500;1114708.0
05:58:18,0;533859.0
05:58:18,500;306827.0
05:58:55,500;844300.0
05:59:00,0;493009.0
05:59:08,0;346459.0
05:59:27,0;704078.0
05:59:47,500;858278.0
05:59:48,500;1131036.0
05:59:49,500;291204.0
05:59:51,0;1210650.0
05:59:52,500;627101.0
06:00:00,0;396031.0
06:00:29,500;898041.0
06:00:32,0;1168269.0
06:00:34,0;92407.0
06:00:45,500;406719.0
06:00:53,500;597428.0
06:01:13,500;73123.0
06:01:15,500;129065.0
06:01:21,0;360661.0
06:01:33,500;804972.0
06:01:50,500;102487.0
06:01:54,0;725251.0
06:02:08,500;487645.0
06:02:10,0;985811.0
06:02:17,500;671829.0
06:02:32,0;452684.0
06:02:53,500;139939.0
06:03:09,500;795658.0
06:03:23,500;562052.0
06:03:27,0;1062541.0
06:03:41,0;206727.0
06:03:41,500;266328.0
06:04:04,500;518599.0
06:04:53,0;867102.5
06:05:14,0;796105.0
06:05:41,0;1133155.0
06:05:46,500;620079.0
06:05:51,0;311507.0
06:05:54,0;247466.0
06:05:58,500;839438.0
06:06:12,0;690850.0
06:06:30,500;186773.0
06:06:33,500;374138.0
06:06:34,500;277966.0
06:06:48,0;721925.0
06:06:55,0;187477.0
06:07:35,0;766870.0
06:08:00,500;349701.0
06:08:07,500;456332.0
06:08:16,0;220666.0
06:08:33,500;782478.0
06:08:38,500;468662.0
06:08:41,0;690543.5
06:09:19,500;507838.0
06:09:24,500;203283.0
06:09:27,500;355994.0
06:09:28,500;273918.0
06:09:57,0;903535.0
06:10:09,500;1077799.0
06:10:42,500;573068.0
06:10:51,0;1119019.0
06:10:54,0;288838.0
06:10:58,0;398213.0
06:11:23,0;170737.0
06:11:27,500;947173.0
06:11:31,500;854052.0
06:12:09,500;423156.0
06:12:12,500;976743.0
06:12:17,500;138821.0
06:12:43,500;1209472.0
06:12:54,0;1016568.0
06:13:17,0;662444.0
06:13:18,500;121481.0
06:13:19,0;1240203.0
06:13:21,0;730280.0
06:13:27,0;188515.0
06:13:31,0;999590.0
06:13:35,500;447264.0
06:13:53,500;691770.0
06:13:56,500;1263492.0
06:14:08,0;323294.0
06:14:35,500;190954.0
06:14:36,0;801181.0
06:14:42,0;247141.0
06:15:26,0;779151.0
06:15:27,0;89282.0
06:15:27,500;192595.0
06:16:05,500;225825.0
06:16:10,500;334902.0
06:16:16,500;1157365.0
06:16:31,0;590440.0
06:16:37,500;849292.0
06:17:06,0;495573.0
06:17:24,500;294203.0
06:17:47,500;530851.0
06:18:10,0;249061.0
06:18:26,500;404601.0
06:18:52,500;496745.0
06:19:03,500;1323070.0
06:19:15,0;746618.0
06:19:27,500;1010364.0
06:19:29,0;327970.0
06:19:32,500;629527.0
06:20:05,500;434588.0
06:20:17,500;580155.0
06:20:20,500;1397216.0
06:20:49,0;400879.0
06:21:09,500;562692.0
06:21:32,500;512914.0
06:21:37,0;548663.5
06:21:41,500;1475515.0
06:22:03,0;912797.0
06:22:15,500;740162.0
06:22:18,0;1504323.0
06:22:23,500;1168648.0
06:23:03,0;576791.0
06:23:03,500;84871.0
06:23:34,500;528508.0
06:23:59,500;110327.0
06:24:00,0;1597491.0
06:24:00,500;1263298.0
06:24:10,500;728717.0
06:24:46,0;1620773.0
06:25:00,0;607919.0
06:25:09,0;1091265.0
06:25:23,0;116346.0
06:25:38,0;815375.0
06:25:56,500;748999.0
06:25:57,0;219548.0
06:26:22,0;682624.0
06:26:27,0;1150298.0
06:26:42,0;1419810.0
06:27:08,500;1183101.0
06:27:24,0;288548.0
06:27:33,500;1787260.0
06:27:58,500;870626.0
06:28:01,0;1800016.0
06:28:03,500;263186.0
06:28:08,500;1800007.0
06:28:22,500;974320.0
06:28:46,0;1800019.0
06:29:04,500;837304.0
06:29:22,0;939625.0
06:29:40,0;356950.0
06:29:40,500;328658.0
06:29:49,0;1341357.0
06:30:08,0;451181.0
06:30:46,500;144374.0
06:31:11,0;437446.0
06:31:12,0;380626.0
06:31:27,0;1430909.0
06:31:51,0;409620.0
06:31:54,500;984499.0
06:32:01,500;198477.0
06:32:08,0;313918.0
06:32:23,500;506052.0
06:33:09,0;618377.0
06:33:36,500;381007.0
06:33:45,0;521672.0
06:33:51,0;127559.0
06:34:00,500;314378.0
06:34:07,0;1590278.0
06:34:26,0;301189.0
06:34:28,500;691760.0
06:34:57,500;568900.0
06:35:09,500;201284.0
06:35:27,500;400018.0
06:35:31,500;181571.0
06:35:38,500;1204402.0
06:35:50,0;228558.0
06:36:13,500;638499.0
06:36:20,0;531351.0
06:36:20,500;249284.0
06:36:39,0;451932.0
06:37:06,0;452156.0
06:37:09,0;145322.0
06:37:12,500;279473.0
06:37:50,0;597603.0
06:38:04,500;128678.0
06:38:21,500;369892.0
06:38:35,0;631234.0
06:38:36,0;531989.0
06:38:38,0;226057.0
06:38:46,500;1391262.0
06:38:59,500;791266.0
06:39:19,500;572901.0
06:39:24,500;183257.0
06:40:05,500;393283.0
06:40:07,0;314116.0
06:40:32,0;871917.0
06:40:33,500;735267.0
06:40:46,500;652908.0
06:40:54,0;262737.0
06:41:02,0;521683.0
06:41:35,500;401313.0
06:41:36,0;452379.0
06:41:38,500;1553447.0
06:41:53,0;56735.0
06:41:53,500;314411.0
06:41:55,0;948527.0
06:42:04,0;703134.0
06:42:09,0;86798.0
06:42:52,500;477720.0
06:42:56,500;109573.0
06:43:01,500;1614416.0
06:43:09,0;1003010.0
06:43:16,500;138466.0
06:43:22,0;764687.0
06:43:32,0;97003.0
06:44:11,500;135602.0
06:44:18,0;549733.0
06:44:18,500;188898.0
06:44:30,500;465853.0
06:44:31,500;139090.0
06:44:48,0;1674713.0
06:45:01,500;109406.0
06:45:05,0;823708.0
06:45:43,0;143993.0
06:46:00,0;218622.0
06:46:00,500;549630.0
06:46:10,500;638998.0
06:46:19,0;107516.0
06:46:57,0;291981.0
06:47:01,0;1800006.0
06:47:01,500;1800021.0
06:47:03,0;216089.0
06:47:16,500;1800020.0
06:47:28,500;1800001.0
06:47:30,500;632687.0
06:47:36,0;1800004.0
06:47:47,500;1800012.5
06:47:50,500;731338.0
06:47:57,0;320223.0
06:48:07,0;1800001.0
06:48:20,500;220598.0
06:48:27,500;753824.6666666666
06:48:54,0;1425566.5
06:49:13,0;101251.0
06:49:14,500;721899.0
06:49:16,500;387558.0
06:49:18,0;1800015.0
06:49:33,0;1800020.0
06:49:36,500;1800022.0
06:49:38,0;1800002.0
06:49:47,0;301753.0
06:49:50,0;1800002.0
06:49:56,0;351380.0
06:50:09,500;1800020.0
06:50:20,500;1800010.0
06:50:25,0;296957.0
06:50:26,0;1800012.0
06:50:26,500;154575.0
06:50:40,500;182695.0
06:50:45,500;471789.0
06:51:14,500;1800010.0
06:51:16,500;381934.0
06:51:25,0;125643.0
06:51:30,500;845605.0
06:51:49,500;220267.0
06:52:04,0;535494.0
06:52:08,500;389525.0
06:52:29,0;285798.0
06:52:44,500;877101.0
06:53:01,500;264052.0
06:53:17,500;447101.0
06:53:55,500;942773.0
06:54:35,0;508350.0
06:55:38,0;1030883.0
06:55:47,0;562984.0
06:56:50,0;1092401.0
06:56:57,500;623450.0
06:57:58,0;1150607.0
06:59:11,0;1221132.0
07:00:20,0;1259883.0
07:01:32,0;1329952.0
07:02:40,500;1378051.0
07:04:15,500;1452619.0
07:05:25,0;1520621.0
07:06:32,500;1575844.0
