timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1770495906938,0,CPU,,1.0,,,true,,0,0,0,0,null,0,0,0
1770495907063,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495907184,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495908252,0,CPU,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495908375,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495908494,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495909562,0,CPU,,1.0,,,true,,0,0,0,0,null,0,0,0
1770495909682,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495909801,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495910870,0,CPU,,1.0,,,true,,0,0,0,0,null,0,0,0
1770495910990,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495911111,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495912180,0,CPU,,1.0,,,true,,0,0,0,0,null,0,0,0
1770495912301,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495912423,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495913491,0,CPU,,1.0,,,true,,0,0,0,0,null,0,0,0
1770495913611,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495913742,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495914812,0,CPU,,1.0,,,true,,0,0,0,0,null,0,0,0
1770495914933,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495915053,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495916121,0,CPU,,1.0,,,true,,0,0,0,0,null,0,0,0
1770495916241,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495916361,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495917430,0,CPU,,1.0,,,true,,0,0,0,0,null,0,0,0
1770495917552,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495917671,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495918739,0,CPU,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495918858,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495918991,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495920059,0,CPU,,1.0,,,true,,0,0,0,0,null,0,0,0
1770495920180,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495920300,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495921368,0,CPU,,1.0,,,true,,0,0,0,0,null,0,0,0
1770495921489,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495921608,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495922675,0,CPU,,1.0,,,true,,0,0,0,0,null,0,0,0
1770495922796,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495922914,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495923982,0,CPU,,1.0,,,true,,0,0,0,0,null,0,0,0
1770495924104,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495924224,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495925291,0,CPU,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495925412,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495925533,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495926601,0,CPU,,1.0,,,true,,0,0,0,0,null,0,0,0
1770495926722,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495926840,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495927908,0,CPU,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495928027,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495928147,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495929215,0,CPU,,1.0,,,true,,0,0,0,0,null,0,0,0
1770495929336,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495929456,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495930524,0,CPU,,1.0,,,true,,0,0,0,0,null,0,0,0
1770495930646,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495930766,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495931834,0,CPU,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495931966,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495932086,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495933153,0,CPU,,1.0,,,true,,0,0,0,0,null,0,0,0
1770495933272,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495933394,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495934462,0,CPU,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495934604,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495934736,0,GPU2,,1.0,,,true,,0,0,0,0,null,0,0,0
1770495935805,0,CPU,,1.0,,,true,,0,0,0,0,null,0,0,0
1770495935926,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495936056,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495937125,0,CPU,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495937247,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495937366,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495938434,0,CPU,,1.0,,,true,,0,0,0,0,null,0,0,0
1770495938555,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495938673,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495939742,0,CPU,,1.0,,,true,,0,0,0,0,null,0,0,0
1770495939864,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495939983,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495941051,0,CPU,,1.0,,,true,,0,0,0,0,null,0,0,0
1770495941174,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495941295,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495942362,0,CPU,,1.0,,,true,,0,0,0,0,null,0,0,0
1770495942485,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495942606,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495943675,0,CPU,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495943797,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495943917,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495944984,0,CPU,,1.0,,,true,,0,0,0,0,null,0,0,0
1770495945106,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495945225,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495946293,0,CPU,,1.0,,,true,,0,0,0,0,null,0,0,0
1770495946415,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495946536,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495947604,0,CPU,,1.0,,,true,,0,0,0,0,null,0,0,0
1770495947725,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495947845,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495948913,0,CPU,,1.0,,,true,,0,0,0,0,null,0,0,0
1770495949034,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495949153,0,GPU2,,1.0,,,true,,0,0,0,0,null,0,0,0
1770495950221,0,CPU,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495950341,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495950462,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495951530,0,CPU,,1.0,,,true,,0,0,0,0,null,0,0,0
1770495951651,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495951770,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495952839,0,CPU,,1.0,,,true,,0,0,0,0,null,0,0,0
1770495952960,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495953080,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495954147,0,CPU,,1.0,,,true,,0,0,0,0,null,0,0,0
1770495954268,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495954388,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495955456,0,CPU,,1.0,,,true,,0,0,0,0,null,0,0,0
1770495955578,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495955697,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495956764,0,CPU,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495956884,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495957003,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495958070,0,CPU,,1.0,,,true,,0,0,0,0,null,0,0,0
1770495958192,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495958312,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495959380,0,CPU,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495959501,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495959633,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495960700,0,CPU,,1.0,,,true,,0,0,0,0,null,0,0,0
1770495960840,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1770495960960,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
