tool_name,Metric,mean_value,std_value,users,nodes
analyzing_data,CPU,6.208796987842896e-05,3.84208285233451e-05,5,10
analyzing_data,GPU,0.0011098127821320227,0.0005877808296270979,5,10
analyzing_data,RAM,0.00014863446376195508,9.624828836452248e-05,5,10
analyzing_data,Total,0.0013205352157724482,0.0007126446609432228,5,10
create_visualization,CPU,2.1047882301112016e-05,3.9461539813386694e-06,5,10
create_visualization,GPU,0.0002657182449811,7.821718518205467e-05,5,10
create_visualization,RAM,5.2276965950538095e-05,1.1746974345310384e-05,5,10
create_visualization,Total,0.00033904309323276247,9.200887619140944e-05,5,10
decide_tool,CPU,9.98220222690849e-06,2.516847209602773e-06,5,10
decide_tool,GPU,7.636533357232695e-05,2.513187735805306e-05,5,10
decide_tool,RAM,2.3370657043682108e-05,6.164313343749966e-06,5,10
decide_tool,Total,0.0001097181928428949,3.2133575599335657e-05,5,10
lookup_sales_data,CPU,1.9957571636124567e-05,5.939634464227225e-06,5,10
lookup_sales_data,GPU,0.0002392886453666635,8.710171905293034e-05,5,10
lookup_sales_data,RAM,5.110062776168307e-05,1.4541207368209726e-05,5,10
lookup_sales_data,Total,0.0003103468447644709,0.00010141052571149285,5,10
