Elapsed time;my_test_sampler
15:39:35,500;114422.0
15:41:21,500;92745.0
15:43:04,0;192779.0
15:43:42,0;116596.0
15:45:29,0;196543.0
15:46:49,0;220801.0
15:48:36,0;267030.0
15:50:33,0;358601.0
15:52:19,500;398886.0
15:54:21,500;486308.0
15:55:41,500;522695.0
15:57:02,500;475601.0
15:58:25,500;471917.0
16:00:31,0;482269.0
16:01:55,500;420927.0
16:04:02,0;475193.0
16:04:37,0;428290.0
16:05:57,0;437646.0
16:06:38,500;344024.0
16:08:38,500;383306.0
16:09:55,500;319001.0
16:11:52,0;434349.0
16:13:16,0;435198.0
16:15:17,500;497281.0
16:16:52,0;493100.0
16:18:11,500;494387.0
16:19:51,500;413550.0
16:21:19,500;472173.0
16:22:57,500;429726.0
16:24:44,0;456624.0
16:26:06,0;449659.0
16:27:25,0;428689.0
16:28:47,0;438128.0
16:30:05,500;422449.0
16:31:53,0;390452.0
16:33:15,500;415905.0
16:35:01,500;445748.0
16:36:25,0;353184.0
16:40:08,500;111048.0
16:41:54,0;130376.0
16:42:32,0;121632.0
16:44:16,500;129657.0
16:45:47,500;216662.0
16:46:24,500;227515.0
16:48:11,0;230263.0
16:49:27,0;253376.0
16:51:08,0;316422.0
16:51:45,0;332325.0
16:53:44,500;428139.0
16:54:23,500;347877.0
16:55:05,500;333848.0
16:55:43,500;237776.0
16:57:42,0;297939.0
16:59:19,0;295361.0
16:59:56,0;291508.0
17:01:54,0;354114.0
17:03:17,500;429253.0
17:05:06,0;380276.0
17:06:26,0;390314.0
17:08:23,0;468557.0
17:09:47,500;472141.0
17:11:53,500;513980.0
17:13:15,0;468384.0
17:15:04,500;504250.0
17:16:28,0;469974.0
17:17:49,0;476584.0
17:19:30,500;442974.0
17:20:53,500;448875.0
17:22:14,500;414342.0
17:23:35,0;368224.0
17:24:57,0;397068.0
17:26:19,0;403359.0
17:27:41,0;403765.0
17:29:05,0;405188.0
17:30:27,500;411542.0
17:31:51,0;381187.0
17:33:10,500;401764.0
17:34:59,500;426532.0
17:36:22,500;351909.0
17:39:26,0;105007.0
17:41:34,500;106355.0
17:43:04,0;167677.0
17:43:47,0;117002.0
17:45:33,0;216802.0
17:46:16,0;189611.0
17:48:03,500;263900.0
17:48:40,500;286291.0
17:49:18,0;221670.0
17:51:06,0;313355.0
17:53:05,0;407892.0
17:53:42,500;329020.0
17:55:43,500;396187.0
17:57:05,500;444708.0
17:57:43,500;390624.0
17:59:04,500;352014.0
18:00:26,0;402243.0
18:01:47,0;308896.0
18:03:46,500;382884.0
18:04:23,500;392865.0
18:05:45,500;359937.0
18:07:41,500;425181.0
18:09:03,0;430204.0
18:10:25,500;398526.0
18:12:27,0;452122.0
18:13:51,500;482762.0
18:15:32,0;466135.0
18:16:57,500;459230.0
18:18:21,500;464400.0
18:19:44,0;428160.0
18:21:07,0;317186.0
18:22:35,0;401958.0
18:24:02,0;377090.0
18:25:26,0;393039.0
18:26:50,0;413162.0
18:28:14,0;391014.0
18:29:39,0;408369.0
18:31:05,0;399897.0
18:32:33,0;399380.0
18:34:26,0;409586.0
18:39:25,500;659113.0
