tool_name,Metric,mean_value,std_value,cv,users,nodes
analyzing_data,Service Time,4.214133901112346,0.502655388599759,0.11927845683002149,1,1
create_visualization,Service Time,7.6618961821465446,0.22513181666914145,0.029383302947087034,1,1
decide_tool,Service Time,1.2208714126099256,0.1803257668489992,0.147702505756529,1,1
lookup_sales_data,Service Time,1.9741570583939778,0.26431042664159227,0.1338852071154941,1,1
