Elapsed time;my_test_sampler
23:37:21,0;106599.0
23:38:15,500;105549.0
23:38:38,500;107506.0
23:39:27,500;100785.0
23:39:41,500;77772.0
23:39:42,500;110196.0
23:40:23,500;92360.0
23:40:29,0;96207.0
23:40:38,500;118835.0
23:40:58,0;128967.0
23:41:02,500;89091.0
23:41:03,500;128782.0
23:41:11,500;37968.0
23:41:20,0;91736.0
23:41:48,0;131297.0
23:41:48,500;39056.0
23:42:29,0;90296.0
23:42:29,500;146038.0
23:42:40,500;117252.0
23:42:55,0;97760.0
23:42:57,500;114341.0
23:43:07,0;112156.0
23:43:07,500;76562.0
23:43:10,500;82524.0
23:43:20,500;49960.0
23:43:35,500;134246.0
23:43:45,500;40129.0
23:43:49,500;36429.0
23:44:10,500;242188.0
23:44:15,500;162293.0
23:44:28,0;78182.0
23:44:32,0;108667.0
23:44:35,500;46791.0
23:44:48,0;277626.0
23:44:52,500;193547.0
23:44:59,500;177611.0
23:45:10,500;114146.0
23:45:27,500;115384.0
23:45:38,500;215771.0
23:45:52,500;84704.0
23:46:06,500;136896.0
23:46:07,0;154249.0
23:46:08,500;203184.0
23:46:28,0;373555.0
23:46:35,0;291269.0
23:46:38,0;37164.0
23:46:42,500;174526.0
23:46:50,0;129644.0
23:47:16,500;39289.0
23:47:18,0;37680.0
23:47:20,0;38650.0
23:47:21,500;126015.0
23:47:29,0;166206.0
23:47:56,0;306593.0
23:48:01,0;115242.0
23:48:08,500;46236.0
23:48:15,500;243794.0
23:48:33,0;60444.0
23:48:46,500;242609.0
23:49:00,500;137003.0
23:49:07,500;107994.0
23:49:16,500;237880.0
23:49:19,0;184026.0
23:49:24,0;74303.0
23:49:35,500;312426.0
23:49:44,0;91673.0
23:49:53,500;140823.0
23:49:56,500;214529.0
23:50:25,0;338412.0
23:50:37,0;230358.0
23:50:54,500;390520.0
23:51:11,500;345137.0
23:51:19,500;131715.0
23:51:27,500;271959.0
23:51:36,500;240904.0
23:51:41,0;318322.0
23:51:45,0;206381.0
23:51:58,500;421555.0
23:52:17,0;275710.0
23:52:29,500;88895.0
23:52:53,0;195165.0
23:53:08,0;403389.0
23:53:13,500;288843.0
23:53:19,500;250627.0
23:53:22,0;379901.0
23:53:25,500;504094.0
23:53:30,500;232279.0
23:53:39,500;126663.0
23:53:50,500;322862.0
23:53:53,0;168668.0
23:54:39,500;82977.0
23:54:44,0;139183.0
23:54:45,500;334415.0
23:54:50,500;583235.0
23:55:03,0;203488.0
23:55:14,500;487824.0
23:55:17,500;117589.0
23:55:21,0;336176.0
23:55:22,500;364280.0
23:55:27,500;407495.0
23:55:40,0;227671.0
23:56:00,500;123336.0
23:56:27,500;265279.0
23:56:29,0;680662.0
23:56:36,500;242758.0
23:56:44,500;166704.0
23:56:59,0;198780.0
23:57:05,500;500268.0
23:57:07,0;88559.0
23:57:11,0;524297.5
23:57:37,0;235890.0
23:57:41,500;336323.0
23:57:53,500;78658.0
23:58:25,0;267117.0
23:58:37,500;177561.0
23:58:43,500;121427.0
23:58:56,500;541918.0
23:59:09,500;620102.0
23:59:15,500;418646.0
23:59:27,500;120872.0
23:59:39,0;182824.0
00:00:12,0;368966.0
00:00:13,500;194302.0
00:00:32,0;633217.0
00:00:55,0;298767.0
00:00:58,500;718827.0
00:01:02,500;409906.0
00:01:04,0;243374.0
00:01:04,500;213405.0
00:01:07,0;103856.0
00:01:29,500;218432.0
00:01:39,500;339808.0
00:02:20,0;739479.0
00:02:40,0;193103.0
00:02:41,0;307327.0
00:02:43,500;483826.0
00:02:53,500;192728.0
00:02:57,0;773535.0
00:02:59,0;349610.0
00:03:00,500;304579.0
00:03:07,0;416550.0
00:04:19,0;404581.0
00:04:19,500;560392.0
00:04:34,0;286445.0
00:04:34,500;209990.0
00:04:37,500;110301.0
00:04:38,0;873931.0
00:04:42,500;405371.0
00:04:57,0;521248.0
00:05:56,500;650562.0
00:06:25,0;192751.0
00:06:28,500;215162.0
00:06:32,0;322637.0
00:06:41,0;989838.0
00:06:47,500;516632.0
00:07:02,500;429677.0
00:07:07,0;227305.0
00:07:15,0;154088.0
00:07:24,0;549959.0
00:07:44,0;518553.0
00:08:03,0;408425.0
00:08:03,500;1058768.0
00:08:10,500;577433.0
00:08:25,500;488228.0
00:08:39,500;313734.0
00:08:44,0;438987.0
00:08:59,0;255280.0
00:09:29,0;462141.0
00:09:35,500;275990.0
00:09:39,500;105595.0
00:10:04,500;680384.0
00:10:11,0;1171562.0
00:10:13,0;579401.0
00:10:13,500;393220.0
00:10:54,500;160490.0
00:11:12,0;130625.0
00:11:12,500;558874.0
00:11:13,0;373239.0
00:11:35,500;767218.0
00:11:48,0;1266859.0
00:11:49,500;475584.0
00:12:24,0;707846.0
00:12:47,0;248875.0
00:13:09,500;486754.0
00:13:25,500;109497.0
00:13:26,0;220871.0
00:14:03,500;1390335.0
00:14:08,0;808183.0
00:14:21,500;298270.0
00:14:40,0;568825.0
00:14:52,500;301704.0
00:14:55,0;383376.0
00:14:57,0;197008.0
00:15:26,500;809878.0
00:15:35,0;412154.0
00:15:49,500;83279.0
00:16:05,500;87729.0
00:16:08,500;255952.0
00:16:10,0;636829.0
00:16:28,0;385419.0
00:16:49,0;871096.0
00:16:54,0;305367.0
00:17:11,500;497999.0
00:17:30,0;83172.0
00:17:39,0;339857.0
00:17:47,500;183121.0
00:17:52,0;713807.0
00:18:05,0;481024.0
00:18:29,500;954579.0
00:18:35,500;141345.0
00:18:44,500;109319.0
00:19:10,500;105658.0
00:19:17,0;436415.0
00:19:23,500;188221.0
00:19:29,500;788482.0
00:19:33,500;270476.0
00:20:05,0;146534.0
00:20:12,0;594733.0
00:20:20,500;201318.0
00:20:47,0;129378.0
00:21:08,0;532330.0
00:21:10,0;873210.0
00:21:11,500;358234.0
00:21:14,500;273087.0
00:21:45,500;245389.0
00:21:54,0;692666.0
00:22:03,500;165827.0
00:22:23,500;222430.0
00:22:41,500;609001.0
00:22:44,500;963565.0
00:22:59,0;373515.0
00:23:27,0;486201.0
00:23:27,500;744659.0
00:23:48,500;248925.0
00:23:52,0;310359.0
00:23:56,500;349079.0
00:24:05,500;689428.0
00:24:15,0;1039697.0
00:24:28,500;234295.0
00:25:05,0;121290.0
00:25:26,0;390342.0
00:25:26,500;344388.0
00:25:27,0;108444.0
00:25:32,0;604485.0
00:25:41,0;762995.0
00:25:44,500;1127908.0
00:26:28,500;143675.0
00:26:46,500;336200.0
00:27:03,0;478479.0
00:27:04,0;197718.0
00:27:07,500;697847.0
00:27:15,0;434604.0
00:27:16,500;837792.0
00:27:22,500;1204585.0
00:27:43,0;152529.0
00:28:11,0;239775.0
00:28:17,0;423083.0
00:28:37,500;189392.0
00:28:54,0;796318.0
00:28:55,500;526059.0
00:29:04,0;937420.0
00:29:13,500;1305952.0
00:29:29,500;138361.0
00:29:50,500;335791.0
00:30:09,500;533066.0
00:30:12,0;263364.0
00:30:33,500;614440.0
00:30:39,0;897379.0
00:30:42,0;1024823.0
00:30:49,0;1391894.0
00:31:21,500;416749.0
00:31:22,0;245255.0
00:31:37,0;609765.0
00:31:59,500;144334.0
00:32:08,0;288939.0
00:32:10,0;88557.0
00:32:15,0;1471296.0
00:32:20,0;382498.0
00:32:20,500;85307.0
00:32:42,500;481229.0
00:33:09,500;684148.0
00:33:36,500;236120.0
00:33:45,500;383349.0
00:34:03,500;471983.0
00:34:15,500;101337.0
00:34:20,0;103912.0
00:34:24,0;577337.0
00:34:25,0;200354.0
00:34:48,500;781520.0
00:35:12,500;328332.0
00:35:18,500;465397.0
00:35:44,500;571942.0
00:36:00,0;96577.0
00:36:03,0;674774.0
00:36:03,500;294916.0
00:36:15,500;866971.0
00:36:30,0;228149.0
00:36:49,500;483847.0
00:36:57,500;896568.0
00:37:14,500;170878.0
00:37:35,500;97166.0
00:37:36,500;372758.0
00:37:44,0;91962.0
00:37:45,500;925134.0
00:37:52,0;306191.0
00:37:54,500;201281.0
00:38:24,0;509172.0
00:38:27,500;631980.0
00:38:36,0;242926.0
00:39:02,500;430787.0
