tool_name,Metric,mean_value,std_value,cv,users,nodes
analyzing_data,CPU,5.5163479721585095e-05,1.97395090291919e-05,0.35783654564249623,40,3
analyzing_data,GPU,0.0008502843931154857,0.00035163844879527713,0.4135539257716536,40,3
analyzing_data,RAM,0.00012989395253598407,4.525253259735479e-05,0.3483805959697672,40,3
analyzing_data,Total,0.0010353418253730919,0.0004157030559371413,0.40151285860333147,40,3
create_visualization,CPU,4.1505397195729896e-05,1.9635423393629693e-05,0.47308120678941,40,3
create_visualization,GPU,0.0006019067467572439,0.00035762607440240215,0.5941552845670909,40,3
create_visualization,RAM,9.854767248716933e-05,4.607691860953568e-05,0.46755968402536124,40,3
create_visualization,Total,0.0007419598164401632,0.0004225461165439651,0.5695000014573459,40,3
decide_tool,CPU,2.1752383758451474e-05,1.3651441814429426e-05,0.6275837152388146,40,3
decide_tool,GPU,0.00025636766669237385,0.00023073090002313648,0.9282630077238921,40,3
decide_tool,RAM,5.418449999294677e-05,3.255286131468274e-05,0.6007781066341881,40,3
decide_tool,Total,0.000332304550443766,0.00028153119899828493,0.8472083774426883,40,3
lookup_sales_data,CPU,2.8065664821341285e-05,1.3706692657491099e-05,0.48837940397080687,40,3
lookup_sales_data,GPU,0.0003578784279880643,0.0002449408267364846,0.6844246749196452,40,3
lookup_sales_data,RAM,6.928779878778555e-05,3.049477513788533e-05,0.4401175339872555,40,3
lookup_sales_data,Total,0.000455231891597197,0.0002864804535810591,0.6293066432053616,40,3
