Elapsed time;jp@gc - Ultimate Thread Group
23:37:21,0;5.0
23:38:15,600;8.0
23:38:38,600;9.0
23:39:27,800;11.0
23:39:41,800;12.0
23:39:42,800;12.0
23:40:23,700;14.0
23:40:29,400;14.0
23:40:38,500;14.0
23:40:58,0;15.0
23:41:02,800;15.0
23:41:03,900;15.0
23:41:11,900;16.0
23:41:20,100;16.0
23:41:48,100;17.0
23:41:48,800;17.0
23:42:29,0;19.0
23:42:29,900;19.0
23:42:40,800;20.0
23:42:55,300;20.0
23:42:57,700;20.0
23:43:07,100;21.0
23:43:07,900;21.0
23:43:10,900;21.0
23:43:20,500;21.0
23:43:35,700;22.0
23:43:45,700;23.0
23:43:49,700;23.0
23:44:10,500;24.0
23:44:15,600;24.0
23:44:28,200;24.0
23:44:32,0;25.0
23:44:35,500;25.0
23:44:48,0;25.0
23:44:52,500;26.0
23:44:59,800;26.0
23:45:10,600;26.0
23:45:27,500;27.0
23:45:38,500;28.0
23:45:52,900;28.0
23:46:06,700;29.0
23:46:07,0;29.0
23:46:08,500;29.0
23:46:28,400;30.0
23:46:35,100;30.0
23:46:38,400;30.0
23:46:42,800;30.0
23:46:50,100;31.0
23:47:16,600;32.0
23:47:18,0;32.0
23:47:20,300;32.0
23:47:21,800;32.0
23:47:29,200;32.0
23:47:56,400;34.0
23:48:01,300;34.0
23:48:08,600;34.0
23:48:15,800;35.0
23:48:33,100;35.0
23:48:46,600;36.0
23:49:00,600;37.0
23:49:07,800;37.0
23:49:16,700;37.0
23:49:19,400;37.0
23:49:24,300;38.0
23:49:35,500;38.0
23:49:44,300;38.0
23:49:53,600;39.0
23:49:56,700;39.0
23:50:25,0;40.0
23:50:37,200;40.0
23:50:54,800;40.0
23:51:11,600;40.0
23:51:19,700;40.0
23:51:27,800;40.0
23:51:36,900;40.0
23:51:41,400;40.0
23:51:45,400;40.0
23:51:58,900;40.0
23:52:17,400;40.0
23:52:29,700;40.0
23:52:53,0;40.0
23:53:08,300;40.0
23:53:13,700;40.0
23:53:19,700;40.0
23:53:22,300;40.0
23:53:25,600;40.0
23:53:30,900;40.0
23:53:39,900;40.0
23:53:50,700;40.0
23:53:53,100;40.0
23:54:39,700;40.0
23:54:44,100;40.0
23:54:45,800;40.0
23:54:50,600;40.0
23:55:03,100;40.0
23:55:14,700;40.0
23:55:17,600;40.0
23:55:21,0;40.0
23:55:22,700;40.0
23:55:27,500;40.0
23:55:40,300;40.0
23:56:00,600;40.0
23:56:27,600;40.0
23:56:29,400;40.0
23:56:36,700;40.0
23:56:44,500;40.0
23:56:59,100;40.0
23:57:05,700;40.0
23:57:07,0;40.0
23:57:11,100;40.0
23:57:37,0;40.0
23:57:41,600;40.0
23:57:53,900;40.0
23:58:25,400;40.0
23:58:37,900;40.0
23:58:43,900;40.0
