timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue,cloud_provider,cloud_region
2026-02-08T01:17:52,insight_agent_v1,ac288e64-5200-411c-8e7a-2e514308a2d3,0e9ee07d-ded5-4fd7-afc4-6bb796065af0,18.52171514602378,3.121051076144553e-06,1.6850767067403992e-07,28.33427053333334,102.43476188762632,70.0,7.851611233389115e-05,0.0005120287429534,0.0002021322223603,0.0007926770776476,0.0,Canada,CAN,quebec,Linux-4.18.0-553.8.1.el8_10.x86_64-x86_64-with-glibc2.41,3.11.14,3.2.2,48,Intel(R) Xeon(R) Gold 5317 CPU @ 3.00GHz,1,1 x NVIDIA A40,-71.2,46.8,1007.542251586914,machine,0.0,18.529411764705884,1.8000000000000005,17.814512589398554,N,1.0,0.0,,
2026-02-08T01:17:52,analyzing_data,6e49883f-7e76-4a1d-8005-71f48fc7273c,0e9ee07d-ded5-4fd7-afc4-6bb796065af0,32.15194612182677,4.934955043689441e-06,1.5348853301104788e-07,30.000549687656253,88.33397862667071,70.0,0.0001414874342221066,0.0007818495143681048,0.0003300311145773675,0.001253368063167579,0.0,Canada,CAN,quebec,Linux-4.18.0-553.8.1.el8_10.x86_64-x86_64-with-glibc2.41,3.11.14,3.2.2,48,Intel(R) Xeon(R) Gold 5317 CPU @ 3.00GHz,1,1 x NVIDIA A40,-71.2,46.8,1007.5422515869141,machine,8.064516129032258,7.67741935483871,1.799999999999999,17.813520246936427,N,1.0,0.0,,
