tool_name,nodes,users,Metric,mean_value,std_value
analyzing_data,5,10,gpu_energy,0.0012610139211428,0.0007680701183222
analyzing_data,5,10,ram_energy,0.0001847642723617,0.0001069196168441
analyzing_data,5,10,total_energy,0.001525364012887,0.0009182843923157
create_visualization,5,10,cpu_energy,5.924942213345889e-05,4.974775071455501e-05
create_visualization,5,10,gpu_energy,0.0008842254736936,0.0008770084624797
create_visualization,5,10,ram_energy,0.0001366592975995,0.0001112405208067
create_visualization,5,10,total_energy,0.0010801341934267,0.0010374740147389
decide_tool,5,10,cpu_energy,4.010684688201388e-05,3.5570631147884864e-05
decide_tool,5,10,gpu_energy,0.0005726428435471,0.0006355269412156
decide_tool,5,10,ram_energy,9.458065468058908e-05,8.472158285785943e-05
decide_tool,5,10,total_energy,0.0007073303451097,0.0007544742210924
lookup_sales_data,5,10,cpu_energy,4.454813431276789e-05,3.268372599430835e-05
lookup_sales_data,5,10,gpu_energy,0.00063174626693,0.000585954723758
lookup_sales_data,5,10,ram_energy,0.0001045133312543,7.445695994746824e-05
lookup_sales_data,5,10,total_energy,0.0007808077324971,0.0006917983538396
analyzing_data,3,15,cpu_energy,3.378936935085316e-05,1.0477747343055272e-05
analyzing_data,3,15,gpu_energy,0.0004262126957268,0.0001592102316228
analyzing_data,3,15,ram_energy,8.148384066718191e-05,2.416705164158993e-05
analyzing_data,3,15,total_energy,0.0005414859057449,0.0001920884260412
create_visualization,3,15,cpu_energy,2.0361491753314823e-05,3.826260904448649e-06
create_visualization,3,15,gpu_energy,0.0001932619480848,4.334699514863363e-05
create_visualization,3,15,ram_energy,4.989836927174738e-05,1.1693309258697748e-05
create_visualization,3,15,total_energy,0.0002635218091099,5.732204833419202e-05
decide_tool,3,15,cpu_energy,9.477971226032469e-06,1.6939868108566525e-06
decide_tool,3,15,gpu_energy,4.597285746419608e-05,1.135007285427734e-05
decide_tool,3,15,ram_energy,2.2172370461167392e-05,4.285388264904503e-06
decide_tool,3,15,total_energy,7.762319915139519e-05,1.677888270995387e-05
lookup_sales_data,3,15,cpu_energy,1.659672331315819e-05,6.951816477903377e-06
lookup_sales_data,3,15,gpu_energy,8.494568703624196e-05,2.963532832558604e-05
lookup_sales_data,3,15,ram_energy,4.621498405140834e-05,1.799278945564122e-05
lookup_sales_data,3,15,total_energy,0.0001477573944007,4.416676606896974e-05
analyzing_data,5,15,cpu_energy,3.7944187817194246e-05,1.3162536751583788e-05
analyzing_data,5,15,gpu_energy,0.0005695285716859,0.0002928895973277
analyzing_data,5,15,ram_energy,9.086931354210967e-05,3.018255268369936e-05
analyzing_data,5,15,total_energy,0.0006983420730452,0.0003322434622233
create_visualization,5,15,cpu_energy,1.9640053282233164e-05,2.2198410285100486e-06
create_visualization,5,15,gpu_energy,0.0001971719517177,3.3523769216775715e-05
create_visualization,5,15,ram_energy,4.606235367127402e-05,5.120595887027505e-06
create_visualization,5,15,total_energy,0.0002628743586712,3.883905433474284e-05
decide_tool,5,15,cpu_energy,9.57126019863413e-06,1.776965548676174e-06
decide_tool,5,15,gpu_energy,5.3205273532274e-05,1.8835448956192727e-05
decide_tool,5,15,ram_energy,2.223897729685976e-05,3.950727759991685e-06
decide_tool,5,15,total_energy,8.501551102776376e-05,2.2541307903516743e-05
lookup_sales_data,5,15,cpu_energy,1.828375385956999e-05,6.426224752977451e-06
lookup_sales_data,5,15,gpu_energy,0.0001320728282469,4.992769860585507e-05
lookup_sales_data,5,15,ram_energy,4.915993425211129e-05,1.529865840444676e-05
lookup_sales_data,5,15,total_energy,0.0001995165163585,5.519234727625305e-05
analyzing_data,3,20,cpu_energy,5.50288225253214e-05,2.225320038393537e-05
analyzing_data,3,20,gpu_energy,0.0008362629830738,0.0003596520404097
analyzing_data,3,20,ram_energy,0.0001296255811505,5.071992723463127e-05
analyzing_data,3,20,total_energy,0.0010209173867497,0.0004295189568233
create_visualization,3,20,cpu_energy,3.8511129426491495e-05,2.1575947941787785e-05
create_visualization,3,20,gpu_energy,0.0005492994358549,0.0003994463271309
create_visualization,3,20,ram_energy,9.303860943421124e-05,5.08507867136478e-05
create_visualization,3,20,total_energy,0.0006808491747156,0.0004711710125445
decide_tool,3,20,cpu_energy,2.116239364455356e-05,1.3647680007332114e-05
decide_tool,3,20,gpu_energy,0.0002465680050124,0.0002312045720881
decide_tool,3,20,ram_energy,5.2567140260594365e-05,3.2608193703992445e-05
decide_tool,3,20,total_energy,0.0003202975389175,0.0002744375268629
lookup_sales_data,3,20,cpu_energy,2.6677515709387272e-05,1.4396376011017452e-05
lookup_sales_data,3,20,gpu_energy,0.0003215629919423,0.0002267092913878
lookup_sales_data,3,20,ram_energy,6.598349000200308e-05,3.286479598922696e-05
lookup_sales_data,3,20,total_energy,0.0004142239976537,0.0002690860393053
analyzing_data,5,20,cpu_energy,0.0001640258982854,9.541044094429744e-05
analyzing_data,5,20,gpu_energy,0.0027626414394656,0.0017416298599179
analyzing_data,5,20,ram_energy,0.0003678720959298,0.0002183769799662
analyzing_data,5,20,total_energy,0.003294539433681,0.0020542727853498
create_visualization,5,20,cpu_energy,0.0001921336611297,0.0001904583409003
create_visualization,5,20,gpu_energy,0.0031910844297419,0.003406259322389
create_visualization,5,20,ram_energy,0.0004261237804387,0.0004332309879505
create_visualization,5,20,total_energy,0.0038093418713105,0.0040291795618963
decide_tool,5,20,cpu_energy,0.0001214973421791,0.0001006502241008
decide_tool,5,20,gpu_energy,0.0019732378859964,0.0017845877108986
decide_tool,5,20,ram_energy,0.0002728685451857,0.000229996636218
decide_tool,5,20,total_energy,0.0023676037733614,0.0021145591303443
lookup_sales_data,5,20,cpu_energy,0.0001224376173524,9.175464185232077e-05
lookup_sales_data,5,20,gpu_energy,0.0020013342041999,0.0016630956238653
lookup_sales_data,5,20,ram_energy,0.0002736707505661,0.0002086261241124
lookup_sales_data,5,20,total_energy,0.0023974425721185,0.0019625131445921
analyzing_data,3,30,cpu_energy,5.5721684687783145e-05,2.0896644193456013e-05
analyzing_data,3,30,gpu_energy,0.0008577464427812,0.0003719663220671
analyzing_data,3,30,ram_energy,0.0001316694695379,4.790605456203336e-05
analyzing_data,3,30,total_energy,0.0010451375970069,0.0004399126717072
create_visualization,3,30,cpu_energy,4.208784233016848e-05,3.116583157706389e-05
create_visualization,3,30,gpu_energy,0.0005830128459033,0.0003933051244134
create_visualization,3,30,ram_energy,9.966644340610032e-05,7.239268882158393e-05
create_visualization,3,30,total_energy,0.0007247671316396,0.0004858206318031
decide_tool,3,30,cpu_energy,2.1769706413526315e-05,1.434096183582662e-05
decide_tool,3,30,gpu_energy,0.0002549634215133,0.0002372803525053
decide_tool,3,30,ram_energy,5.382220629930363e-05,3.4263382746027086e-05
decide_tool,3,30,total_energy,0.0003305553342262,0.0002824856655951
lookup_sales_data,3,30,cpu_energy,2.759379907721695e-05,1.4174034507270785e-05
lookup_sales_data,3,30,gpu_energy,0.0003449678977689,0.0002483579897091
lookup_sales_data,3,30,ram_energy,6.823067592386942e-05,3.241255468383225e-05
lookup_sales_data,3,30,total_energy,0.00044079237277,0.0002917418794282
analyzing_data,5,30,cpu_energy,0.0002010987067246,0.0001217373449153
analyzing_data,5,30,gpu_energy,0.0034795055350008,0.0023340226227831
analyzing_data,5,30,ram_energy,0.0004424555814738,0.0002715551066218
analyzing_data,5,30,total_energy,0.0041230598231993,0.0027260174717907
create_visualization,5,30,cpu_energy,0.000198488372665,0.0001812613471313
create_visualization,5,30,gpu_energy,0.0031638844156371,0.0032907642103229
create_visualization,5,30,ram_energy,0.0004178517969482,0.00039792705505
create_visualization,5,30,total_energy,0.0037802245852504,0.0038685832996143
decide_tool,5,30,cpu_energy,0.0001546685373855,0.0001214188345848
decide_tool,5,30,gpu_energy,0.0025919170483189,0.0023078938129271
decide_tool,5,30,ram_energy,0.0003388260066236,0.0002736915379319
decide_tool,5,30,total_energy,0.0030854115923281,0.0027017067030345
lookup_sales_data,5,30,cpu_energy,0.0001493872415935,0.0001085506967972
lookup_sales_data,5,30,gpu_energy,0.0025149675876568,0.0020987667207588
lookup_sales_data,5,30,ram_energy,0.0003247609166921,0.000243335331505
lookup_sales_data,5,30,total_energy,0.0029891157459425,0.0024490612883989
analyzing_data,3,40,cpu_energy,5.5163479721585095e-05,1.97395090291919e-05
analyzing_data,3,40,gpu_energy,0.0008502843931154,0.0003516384487952
analyzing_data,3,40,ram_energy,0.0001298939525359,4.525253259735479e-05
analyzing_data,3,40,total_energy,0.001035341825373,0.0004157030559371
create_visualization,3,40,cpu_energy,4.1505397195729896e-05,1.9635423393629693e-05
create_visualization,3,40,gpu_energy,0.0006019067467572,0.0003576260744024
create_visualization,3,40,ram_energy,9.854767248716932e-05,4.607691860953568e-05
create_visualization,3,40,total_energy,0.0007419598164401,0.0004225461165439
decide_tool,3,40,cpu_energy,2.175238375845148e-05,1.3651441814429426e-05
decide_tool,3,40,gpu_energy,0.0002563676666923,0.000237976621367
decide_tool,3,40,ram_energy,5.418449999294677e-05,3.255286131468274e-05
decide_tool,3,40,total_energy,0.0003323045504437,0.0002815311989982
lookup_sales_data,3,40,cpu_energy,2.8065664821341285e-05,1.37066926574911e-05
lookup_sales_data,3,40,gpu_energy,0.000357878427988,0.0002449408267364
lookup_sales_data,3,40,ram_energy,6.928779878778555e-05,3.049477513788533e-05
lookup_sales_data,3,40,total_energy,0.0004552318915971,0.000286480453581
analyzing_data,5,40,cpu_energy,0.0002726059854058,0.0002003075080929
analyzing_data,5,40,gpu_energy,0.0049367517096321,0.0040708052918325
analyzing_data,5,40,ram_energy,0.0005818367515714,0.0004384279862681
analyzing_data,5,40,total_energy,0.0057911944466095,0.0047050785946917
create_visualization,5,40,cpu_energy,0.0002005606060248,0.0002393005460777
create_visualization,5,40,gpu_energy,0.0033495058594271,0.0044818144537694
create_visualization,5,40,ram_energy,0.0004151328741783,0.000511892369409
create_visualization,5,40,total_energy,0.0039651993396304,0.0052320491751335
decide_tool,5,40,cpu_energy,0.0002161406902355,0.0001739009724039
decide_tool,5,40,gpu_energy,0.00381138599834,0.0034351899626875
decide_tool,5,40,ram_energy,0.0004586940980623,0.0003817161955975
decide_tool,5,40,total_energy,0.004486220786638,0.0039888476761807
lookup_sales_data,5,40,cpu_energy,0.0002179277680947,0.0001699003909719
lookup_sales_data,5,40,gpu_energy,0.0038862474734642,0.0034312479851762
lookup_sales_data,5,40,ram_energy,0.0004579202638963,0.0003734267601188
lookup_sales_data,5,40,total_energy,0.0045620955054554,0.0039723770314
analyzing_data,3,50,cpu_energy,5.3499901493721575e-05,1.8484359557798948e-05
analyzing_data,3,50,gpu_energy,0.0008157333033211,0.0003303382412416
analyzing_data,3,50,ram_energy,0.0001260063658145,4.226357655777158e-05
analyzing_data,3,50,total_energy,0.0009952395706295,0.0003901891802532
create_visualization,3,50,cpu_energy,3.845387674655606e-05,1.669014512406016e-05
create_visualization,3,50,gpu_energy,0.0005445016447512,0.0003092227322353
create_visualization,3,50,ram_energy,9.203146357678468e-05,4.012586788665024e-05
create_visualization,3,50,total_energy,0.0006749869850746,0.000365219797241
decide_tool,3,50,cpu_energy,2.0868003077979417e-05,1.2953749039523796e-05
decide_tool,3,50,gpu_energy,0.0002399605578294,0.0002230814326228
decide_tool,3,50,ram_energy,5.164486449028506e-05,3.089198220857411e-05
decide_tool,3,50,total_energy,0.0003124734253977,0.0002641745153153
lookup_sales_data,3,50,cpu_energy,2.592739068037118e-05,1.2096965366142028e-05
lookup_sales_data,3,50,gpu_energy,0.0003140470362282,0.0002179148361603
lookup_sales_data,3,50,ram_energy,6.479700329765922e-05,2.744748676186613e-05
lookup_sales_data,3,50,total_energy,0.0004047714302063,0.0002541084545505
