tool_name,Metric,mean_value,std_value,cv,users,nodes
analyzing_data,CPU,0.00020109870672463222,0.00012173734491532704,0.6053611527299576,30,5
analyzing_data,GPU,0.003479505535000845,0.0023340226227831396,0.6707914671509705,30,5
analyzing_data,RAM,0.00044245558147383037,0.00027155510662185965,0.6137454650640929,30,5
analyzing_data,Total,0.0041230598231993916,0.0027260174717907964,0.661163696061891,30,5
create_visualization,CPU,0.0001984883726650004,0.00017863953539850035,0.9132088932851006,30,5
create_visualization,GPU,0.0031638844156371016,0.0028474959740733916,1.0401025378988915,30,5
create_visualization,RAM,0.00041785179694824655,0.0003760666172534219,0.9523162469476488,30,5
create_visualization,Total,0.0037802245852504115,0.0034022021267253702,1.0233739325194213,30,5
decide_tool,CPU,0.00015466853738553896,0.00012141883458481816,0.7850260734163408,30,5
decide_tool,GPU,0.0025919170483189695,0.002307893812927161,0.890419627597258,30,5
decide_tool,RAM,0.00033882600662361883,0.00027369153793194167,0.8077642582966452,30,5
decide_tool,Total,0.0030854115923281892,0.002701706703034546,0.8756389940817888,30,5
lookup_sales_data,CPU,0.0001493872415935856,0.00010855069679728496,0.7266396757803575,30,5
lookup_sales_data,GPU,0.002514967587656838,0.002098766720758817,0.8345104450090389,30,5
lookup_sales_data,RAM,0.00032476091669210347,0.00024333533150501228,0.7492752945260084,30,5
lookup_sales_data,Total,0.0029891157459425942,0.0024490612883989625,0.819326348176146,30,5
