Elapsed time;my_test_sampler
00:56:33,0;110415.0
00:56:40,500;97788.0
00:56:51,0;95769.0
00:57:18,500;109110.0
00:57:59,500;98783.0
00:58:00,0;46631.0
00:58:09,0;38908.0
00:58:16,500;39946.0
00:58:55,500;54989.0
00:58:57,500;91630.0
00:59:07,500;133692.0
00:59:16,500;48516.0
00:59:18,500;127206.0
00:59:29,0;47374.0
00:59:47,0;38946.0
00:59:48,0;128979.0
00:59:48,500;126183.0
00:59:59,500;39793.0
01:00:23,0;125141.0
01:00:35,0;46309.0
01:00:37,500;40917.0
01:00:41,500;120276.0
01:00:48,0;104492.0
01:01:04,500;41382.0
01:02:25,500;149253.0
01:02:37,0;133191.0
01:02:37,500;85189.5
01:02:38,500;77195.0
01:02:43,500;158193.0
01:02:50,500;150819.0
01:03:16,0;68515.0
01:03:17,0;194684.0
01:03:27,500;185124.0
01:03:41,0;64959.0
01:03:53,500;64874.0
01:03:55,0;162085.0
01:03:56,0;146972.0
01:04:00,0;193005.0
01:04:03,0;54303.0
01:05:13,500;214644.0
01:05:14,0;86583.0
01:05:15,500;193690.0
01:06:22,500;139490.0
01:06:33,500;228254.0
01:06:42,0;195757.0
01:06:45,0;225771.0
01:07:11,500;236768.0
01:07:35,500;236693.0
01:07:36,0;138033.0
01:07:36,500;234861.0
01:07:44,0;287976.0
01:08:17,0;142479.0
01:08:34,500;268081.0
01:08:35,0;313733.0
01:09:13,500;134663.0
01:09:29,500;279654.0
01:09:30,0;306719.0
01:09:43,0;353165.0
01:09:43,500;279764.0
01:10:01,500;369627.0
01:10:31,0;383231.0
01:10:33,0;286054.0
01:11:24,500;287845.0
01:11:42,0;295524.0
01:11:53,0;420407.0
01:12:02,0;428852.0
01:12:12,500;166714.0
01:12:43,0;439495.0
01:12:43,500;316328.0
01:12:44,0;165247.0
01:12:49,0;304899.0
01:12:52,500;431280.0
01:13:01,0;423825.0
01:13:02,500;309307.0
01:13:29,500;314803.0
01:13:36,500;146945.0
01:13:40,0;430900.0
01:13:43,500;307535.0
01:13:50,0;280539.0
01:13:58,500;420328.0
01:14:00,0;295733.0
01:14:11,500;117888.0
01:14:26,0;291057.0
01:14:30,500;416557.0
01:14:38,500;317168.6666666667
01:14:39,500;289620.0
01:14:46,0;109555.0
01:14:46,500;293862.0
01:14:48,0;273127.0
01:15:30,500;415754.0
01:15:34,500;102587.0
01:15:47,0;300252.0
01:16:26,500;255139.0
01:16:40,500;265439.0
01:16:41,500;423245.0
01:16:42,0;247796.0
01:17:01,500;134188.5
01:17:02,0;253222.0
01:17:05,500;243108.0
01:17:43,0;266272.0
01:17:45,0;138791.0
01:18:15,500;147031.0
01:18:17,500;288687.0
01:18:19,0;141534.5
01:18:35,0;266342.0
01:18:43,0;272707.0
01:19:29,500;402717.0
01:19:38,500;324119.0
01:19:48,500;304660.0
01:19:49,0;295752.0
01:19:49,500;298356.0
01:20:21,500;170803.0
01:20:22,500;326697.0
01:20:23,0;418802.0
01:21:10,0;329898.0
01:21:11,0;328690.0
01:21:12,500;326367.0
01:21:16,0;327346.0
01:21:19,0;171320.0
01:21:47,500;175921.0
01:22:14,500;177905.0
01:22:34,500;353261.0
01:22:35,0;350416.0
01:23:19,0;387247.0
01:23:20,500;375663.0
01:23:24,500;530321.0
01:23:44,0;386568.0
01:24:02,0;363767.0
01:24:14,0;190847.0
01:24:15,0;370711.0
01:24:16,0;384869.0
01:24:17,0;396978.0
01:24:37,500;370033.0
01:24:38,500;378311.0
01:24:50,0;197282.0
01:25:01,0;383069.0
01:25:18,500;357458.0
01:27:13,0;423862.0
01:27:22,0;414239.0
01:27:40,500;419016.0
01:27:57,500;398550.0
01:28:15,500;412711.0
01:28:16,0;403858.0
01:28:22,500;407980.0
01:28:23,0;410640.0
01:28:29,500;391077.0
01:28:54,0;390653.0
01:28:55,500;373574.0
01:29:31,500;578619.0
01:29:32,0;369573.0
01:29:35,0;380550.5
01:30:13,500;393776.0
01:30:40,0;379577.0
01:30:41,0;476234.0
01:31:02,0;377246.0
01:31:20,500;377632.0
01:31:30,0;386059.0
01:31:39,0;380823.0
01:31:56,500;368559.0
01:32:24,0;392034.0
01:32:35,500;490423.0
01:33:21,500;191455.0
01:33:45,0;366442.0
01:34:34,500;377393.0
01:35:16,0;404302.0
01:35:24,500;386153.0
01:35:32,500;386911.0
01:35:39,500;398627.0
01:36:19,500;409837.0
01:36:21,500;402747.0
01:36:24,0;437726.0
01:36:26,500;400378.0
01:36:36,0;556605.0
01:36:50,500;407343.0
01:37:04,0;544577.0
01:37:20,500;563155.0
01:37:43,500;414628.0
01:38:11,500;413698.0
01:38:23,0;427271.0
01:38:23,500;421608.0
01:38:24,500;420042.0
01:38:56,500;435364.0
01:39:04,0;518050.0
01:39:07,0;391244.0
01:39:17,0;561477.0
01:39:20,0;393901.0
01:39:20,500;390822.0
01:40:50,500;438555.0
01:41:00,500;443381.0
01:41:11,500;439658.0
01:41:17,500;583330.0
01:42:07,500;390836.0
01:42:36,0;416361.0
01:42:57,500;411137.0
01:42:59,0;391685.0
01:43:02,0;411804.0
01:43:02,500;577581.0
01:43:05,0;394594.0
01:45:28,500;435085.0
01:45:29,0;435646.0
01:45:37,0;439865.0
01:45:47,0;432620.0
01:46:32,500;226808.0
01:46:34,500;459452.0
01:46:35,500;613645.0
01:47:05,500;665413.0
01:47:06,500;471975.0
01:47:07,0;575636.0
01:47:08,0;488653.0
01:47:09,0;348385.5
01:47:10,0;457916.0
01:47:11,500;460851.0
01:47:25,0;472044.0
01:47:49,500;243219.0
01:47:50,0;611713.0
01:47:51,0;240636.0
01:48:05,0;413120.0
01:48:23,500;430742.0
01:48:54,500;571688.0
01:48:55,0;433085.0
01:48:55,500;432825.0
01:49:03,0;404724.0
01:49:08,0;387673.0
01:49:42,0;381703.0
01:50:03,500;395585.0
01:51:27,0;351900.0
01:51:42,500;323096.0
01:52:07,0;326778.0
01:52:08,500;304698.0
01:52:09,0;302203.0
01:52:10,500;295996.0
01:52:11,0;490940.0
01:52:12,0;279058.0
01:52:22,0;411267.0
01:52:28,500;267539.6666666667
01:55:38,0;108396.0
01:57:11,500;113410.0
01:57:45,0;139938.0
01:58:14,500;124297.0
01:58:56,0;63061.0
01:58:59,500;145172.0
01:59:34,0;117823.0
01:59:44,500;71976.0
02:00:40,500;195619.0
02:00:43,0;189273.0
02:01:00,500;156981.0
02:01:27,500;211026.0
02:01:28,0;147068.0
02:01:29,0;1687300.0
