Elapsed time;jp@gc - Ultimate Thread Group
14:52:13,700;10.0
14:52:23,0;10.0
14:52:34,900;10.0
14:52:50,100;10.0
14:52:51,700;10.0
14:53:13,800;10.0
14:53:16,600;10.0
14:53:33,800;10.0
14:53:40,600;10.0
14:53:58,400;10.0
14:54:34,200;10.0
14:55:05,600;10.0
14:55:19,300;10.0
14:55:34,200;10.0
14:55:50,900;10.0
14:56:15,500;10.0
14:56:15,700;10.0
14:56:16,400;10.0
14:56:19,300;10.0
14:56:36,500;10.0
14:56:40,700;10.0
14:57:13,700;10.0
14:57:33,800;10.0
14:57:42,600;10.0
14:57:45,500;10.0
14:58:57,200;10.0
14:58:58,400;10.0
14:58:59,200;10.0
14:59:51,600;10.0
14:59:56,400;10.0
15:00:01,900;10.0
15:00:18,200;10.0
15:00:23,200;10.0
15:00:25,200;10.0
15:00:38,0;10.0
15:00:52,300;10.0
15:00:53,800;10.0
15:01:14,800;10.0
15:01:41,400;10.0
15:02:00,200;10.0
15:02:13,100;10.0
15:02:25,400;10.0
15:03:22,300;10.0
15:04:01,300;10.0
15:04:01,600;10.0
15:04:02,300;10.0
15:04:03,900;10.0
15:04:13,700;10.0
15:04:33,400;10.0
15:04:55,400;10.0
15:05:01,700;10.0
15:05:19,100;10.0
15:05:30,500;10.0
15:05:31,100;10.0
15:05:33,900;10.0
15:05:50,300;10.0
15:06:51,200;10.0
15:06:53,0;10.0
15:07:03,800;10.0
15:07:12,500;10.0
15:07:12,800;10.0
15:07:14,200;10.0
15:07:40,100;9.0
15:08:14,600;9.0
15:08:59,200;9.0
15:09:18,300;8.0
15:09:19,400;8.0
15:09:23,700;7.0
15:09:24,600;7.0
15:09:38,100;6.0
15:09:44,100;6.0
15:10:15,200;6.0
15:10:20,700;5.0
15:10:32,900;4.0
15:11:16,600;3.0
15:11:34,100;2.0
15:11:51,400;2.0
15:13:06,700;1.0
15:18:43,600;2.0
15:20:11,300;3.0
15:21:22,0;3.0
15:22:23,200;4.0
15:22:53,900;4.0
15:23:01,400;5.0
15:23:09,400;5.0
15:23:59,900;5.0
15:24:49,700;6.0
15:24:57,100;6.0
15:25:19,600;6.0
15:25:43,100;6.0
15:25:58,900;7.0
15:26:34,700;7.0
15:27:07,100;7.0
15:27:12,300;7.0
15:27:35,100;8.0
15:27:40,400;8.0
15:28:10,400;8.0
15:28:32,100;8.0
15:28:34,500;8.0
15:29:18,100;9.0
15:29:38,900;9.0
15:29:42,600;9.0
15:29:51,300;9.0
15:30:22,600;9.0
15:30:25,700;9.0
15:30:39,700;10.0
15:31:11,500;10.0
15:31:14,500;10.0
15:31:31,500;10.0
15:31:35,400;10.0
15:31:55,200;10.0
15:32:21,400;10.0
15:32:22,100;10.0
15:32:42,300;10.0
15:33:08,0;10.0
15:33:39,0;10.0
15:33:57,100;10.0
15:34:36,300;10.0
15:34:46,900;10.0
15:34:50,400;10.0
15:34:55,300;10.0
15:34:57,400;10.0
15:36:07,500;10.0
15:36:08,100;10.0
15:36:08,300;10.0
15:37:31,300;10.0
15:38:10,300;10.0
15:38:34,700;10.0
15:38:41,0;10.0
15:39:43,500;10.0
15:39:51,0;10.0
15:40:14,0;10.0
15:40:45,500;10.0
15:41:17,100;10.0
15:41:20,500;10.0
15:41:25,600;10.0
15:41:55,200;10.0
15:42:34,400;10.0
15:42:34,900;10.0
15:43:14,800;10.0
15:43:15,600;10.0
15:43:34,300;10.0
15:44:09,400;10.0
15:44:54,600;10.0
15:45:34,200;10.0
15:45:54,800;10.0
15:46:15,900;10.0
15:46:16,700;10.0
15:46:22,200;10.0
15:46:24,900;10.0
15:46:50,500;10.0
15:46:51,400;10.0
15:47:39,0;10.0
15:48:12,500;10.0
15:48:19,400;10.0
15:48:59,100;10.0
15:49:39,300;10.0
15:49:40,0;10.0
15:49:58,300;10.0
15:49:59,500;10.0
15:50:30,900;10.0
15:51:04,800;10.0
15:51:05,300;10.0
15:52:33,100;10.0
15:52:55,800;10.0
15:53:12,800;10.0
15:53:38,0;10.0
15:53:38,700;10.0
15:53:59,600;10.0
15:54:00,100;10.0
15:54:06,500;10.0
15:54:39,700;10.0
15:55:14,600;10.0
15:55:23,900;10.0
15:55:32,600;10.0
15:55:41,600;10.0
15:55:42,400;10.0
15:57:05,400;10.0
15:57:34,700;10.0
15:57:46,200;10.0
15:57:47,100;10.0
15:58:04,900;10.0
15:58:28,200;10.0
15:58:35,800;10.0
15:59:18,600;10.0
15:59:32,500;10.0
15:59:54,800;10.0
16:00:16,500;10.0
16:00:17,200;10.0
16:00:35,0;10.0
16:00:37,700;10.0
16:00:39,300;10.0
16:00:41,400;10.0
16:00:59,400;10.0
16:01:05,400;10.0
16:01:51,800;10.0
16:02:03,900;10.0
16:02:04,700;10.0
16:02:14,100;10.0
16:02:29,800;10.0
16:02:35,600;10.0
16:02:58,600;10.0
16:03:37,400;10.0
16:03:43,300;10.0
16:03:44,300;10.0
16:04:51,100;10.0
16:05:01,200;10.0
16:05:06,200;10.0
16:05:10,0;10.0
16:05:10,200;10.0
16:05:16,500;10.0
16:05:39,300;10.0
16:05:44,800;10.0
16:05:59,0;10.0
16:05:59,900;10.0
16:06:08,400;10.0
16:07:04,0;10.0
16:07:09,800;10.0
16:07:11,900;10.0
16:07:13,300;10.0
16:07:21,400;10.0
16:08:04,600;10.0
16:08:08,500;10.0
16:08:09,800;10.0
16:08:10,200;10.0
16:09:24,400;9.0
16:09:39,200;8.0
16:09:44,500;7.0
16:09:44,800;6.0
16:09:50,100;5.0
16:10:31,300;5.0
16:10:31,900;5.0
16:10:54,500;5.0
16:10:55,700;4.0
16:11:16,400;4.0
16:11:20,900;3.0
16:11:25,100;3.0
16:12:40,500;2.0
16:12:43,800;1.0
16:19:05,600;2.0
16:20:24,0;3.0
16:20:26,900;3.0
16:21:03,300;3.0
16:21:43,500;4.0
16:22:59,300;5.0
16:23:22,800;5.0
16:23:41,200;5.0
16:24:57,200;6.0
16:25:23,100;6.0
16:25:44,300;6.0
16:25:47,100;6.0
16:26:02,400;7.0
16:26:26,600;7.0
16:26:44,0;7.0
16:27:40,200;8.0
16:27:53,100;8.0
16:27:54,900;8.0
16:28:09,900;8.0
16:28:11,300;8.0
16:28:13,600;8.0
16:29:47,200;9.0
16:29:48,100;9.0
16:29:48,800;9.0
16:29:50,600;9.0
16:30:04,900;9.0
16:30:11,800;9.0
16:30:13,700;9.0
16:31:22,800;10.0
16:31:28,100;10.0
16:31:32,0;10.0
16:32:42,200;10.0
16:32:43,600;10.0
16:32:56,900;10.0
16:32:57,500;10.0
16:33:01,900;10.0
16:33:04,100;10.0
16:33:04,700;10.0
16:33:14,800;10.0
16:33:58,900;10.0
16:34:25,200;10.0
16:35:33,500;10.0
16:35:49,600;10.0
16:35:56,900;10.0
16:35:57,300;10.0
16:36:16,300;10.0
16:36:16,700;10.0
16:36:18,700;10.0
16:36:51,800;10.0
16:37:02,800;10.0
16:37:07,700;10.0
16:39:18,800;10.0
16:39:31,500;10.0
16:40:28,500;10.0
16:40:43,500;10.0
16:41:04,600;10.0
16:41:18,700;10.0
16:41:25,900;10.0
16:42:06,700;10.0
16:42:55,300;10.0
16:43:16,400;10.0
16:43:24,200;10.0
16:43:26,300;10.0
16:43:28,500;10.0
16:44:02,400;10.0
16:44:21,0;10.0
16:44:21,700;10.0
16:44:22,100;10.0
16:45:24,700;10.0
16:45:40,600;10.0
16:45:43,200;10.0
16:46:24,700;10.0
16:47:01,700;10.0
16:47:02,600;10.0
16:47:02,700;10.0
16:47:44,700;10.0
16:47:45,800;10.0
16:48:16,0;10.0
16:48:16,700;10.0
16:48:26,200;10.0
16:48:32,200;10.0
16:49:24,0;10.0
16:49:32,600;10.0
16:49:45,300;10.0
16:50:48,300;10.0
16:50:51,800;10.0
16:51:03,800;10.0
16:51:41,400;10.0
16:51:44,500;10.0
16:51:56,100;10.0
16:52:00,400;10.0
16:52:09,700;10.0
16:52:38,300;10.0
16:52:52,300;10.0
16:53:29,600;10.0
16:53:45,0;10.0
16:53:52,500;10.0
16:53:53,900;10.0
16:54:36,600;10.0
16:54:40,900;10.0
16:54:54,600;10.0
16:55:03,500;10.0
16:55:06,900;10.0
16:55:17,900;10.0
16:55:48,400;10.0
16:55:49,200;10.0
16:55:59,500;10.0
16:56:27,200;10.0
16:56:43,200;10.0
16:56:55,0;10.0
16:56:57,700;10.0
16:57:09,600;10.0
16:57:10,0;10.0
16:57:47,500;10.0
16:58:16,300;10.0
16:59:09,400;10.0
16:59:10,200;10.0
16:59:33,200;10.0
17:00:10,0;10.0
17:00:40,100;10.0
17:00:44,500;10.0
17:00:47,300;10.0
17:00:53,200;10.0
17:01:17,0;10.0
17:01:18,100;10.0
17:01:21,100;10.0
17:01:24,700;10.0
17:01:41,800;10.0
17:02:23,500;10.0
17:03:27,400;10.0
17:03:29,100;10.0
17:03:30,400;10.0
17:03:32,500;10.0
17:03:34,0;10.0
17:03:55,600;10.0
17:03:55,700;10.0
17:04:01,0;10.0
17:04:20,100;10.0
17:04:52,200;10.0
17:05:37,800;10.0
17:05:54,900;10.0
17:06:27,700;10.0
17:06:32,0;10.0
17:06:33,100;10.0
17:06:45,800;9.0
17:07:03,600;9.0
17:07:06,0;9.0
17:07:09,100;8.0
17:07:29,800;7.0
17:07:41,500;7.0
17:07:59,800;7.0
17:08:02,600;7.0
17:08:14,900;7.0
17:08:19,300;7.0
17:09:08,100;6.0
17:09:08,800;5.0
17:09:29,600;5.0
17:09:30,600;5.0
17:09:49,900;5.0
17:10:12,200;4.0
17:10:39,900;4.0
17:10:57,700;4.0
17:11:35,600;3.0
17:12:12,800;2.0
17:13:24,600;1.0
