Elapsed time;my_test_sampler
14:19:07,0;104495.0
14:20:19,500;47122.0
14:20:31,500;104175.0
14:21:51,500;106264.0
14:22:17,0;75074.0
14:22:29,0;44493.0
14:23:11,0;44413.0
14:23:18,500;81843.0
14:23:25,0;114897.0
14:24:58,0;106088.0
14:25:17,0;47918.0
14:25:26,500;132651.0
14:25:47,0;117614.0
14:26:34,0;80623.0
14:26:42,0;111172.0
14:27:20,500;37335.0
14:27:34,0;116422.0
14:27:38,0;37832.0
14:29:23,0;158375.0
14:29:24,500;114786.0
14:30:08,0;122527.0
14:30:08,500;160434.0
14:30:13,500;91059.5
14:31:19,500;58087.0
14:31:34,0;63174.0
14:31:47,0;155738.0
14:32:14,0;121620.0
14:32:16,500;121866.0
14:32:18,0;119177.0
14:32:28,0;54103.0
14:32:51,500;47306.0
14:33:32,0;159589.5
14:34:23,0;142022.0
14:34:24,0;141149.0
14:34:54,0;86423.0
14:34:59,0;158424.0
14:35:02,0;157524.0
14:35:42,500;146634.0
14:35:43,0;154345.0
14:36:50,0;120020.0
14:36:59,500;164257.0
14:37:34,0;135920.0
14:37:54,0;129225.0
14:38:36,500;193869.0
14:39:01,0;175065.0
14:39:32,500;176702.0
14:39:36,500;165502.0
14:39:39,500;185268.0
14:39:45,0;195869.0
14:39:51,0;158475.0
14:40:59,500;187200.0
14:41:32,0;174521.0
14:41:33,0;150060.0
14:42:38,0;177359.0
14:43:09,0;188687.0
14:43:10,0;174066.0
14:43:16,0;177777.5
14:43:30,0;58465.0
14:43:47,500;160491.0
14:45:21,500;157469.0
14:45:27,500;162857.0
14:45:49,0;245532.0
14:45:50,500;159489.0
14:45:51,500;152233.0
14:45:52,0;81659.0
14:46:00,500;153774.0
14:47:23,0;86945.0
14:47:28,500;169176.0
14:47:40,0;163934.0
14:47:58,0;153268.0
14:47:58,500;147733.0
14:48:35,500;158611.0
14:49:20,0;187662.0
14:49:21,500;169816.0
14:49:53,500;183614.0
14:49:57,500;152709.0
14:50:29,0;160505.0
14:50:46,500;153500.0
14:51:06,0;201247.0
14:52:13,0;159832.0
14:52:13,500;147215.0
14:52:23,0;1623259.0
14:52:34,500;71011.0
14:52:50,0;172367.0
14:52:51,500;142860.0
14:53:13,500;180624.0
14:53:16,500;144411.0
14:53:33,500;174872.0
14:53:40,500;100430.0
14:53:58,0;39561.0
14:54:34,0;52964.0
14:55:05,500;117086.0
14:55:19,0;111917.0
14:55:34,0;57448.0
14:55:50,500;45888.0
14:56:15,500;142570.5
14:56:16,0;158349.0
14:56:19,0;129416.0
14:56:36,500;101646.0
14:56:40,500;104414.0
14:57:13,500;53877.0
14:57:33,500;109340.0
14:57:42,500;120283.0
14:57:45,500;45059.0
14:58:57,0;114020.0
14:58:58,0;105834.0
14:58:59,0;108479.0
14:59:51,500;70448.0
14:59:56,0;136096.0
15:00:01,500;137235.0
15:00:18,0;140717.0
15:00:23,0;150149.0
15:00:25,0;168054.0
15:00:38,0;161763.0
15:00:52,0;46179.0
15:00:53,500;98743.0
15:01:14,500;79774.0
15:01:41,0;19181.0
15:02:00,0;87924.0
15:02:13,0;45690.0
15:02:25,0;89524.0
15:03:22,0;146361.0
15:04:01,0;133782.0
15:04:01,500;117413.0
15:04:02,0;150122.0
15:04:03,500;116191.0
15:04:13,500;54564.0
15:04:33,0;159172.0
15:04:55,0;51879.0
15:05:01,500;154646.0
15:05:19,0;97142.0
15:05:30,500;144784.0
15:05:31,0;150897.0
15:05:33,500;87184.0
15:05:50,0;89201.0
15:06:51,0;89375.0
15:06:53,0;90857.0
15:07:03,500;56264.0
15:07:12,500;72353.0
15:07:14,0;95518.0
15:07:40,0;40668.0
15:08:14,500;131419.0
15:08:59,0;151845.0
15:09:18,0;89489.0
15:09:19,0;146468.0
15:09:23,500;129864.0
15:09:24,500;123269.0
15:09:38,0;127468.0
15:09:44,0;135518.0
15:10:15,0;180533.0
15:10:20,500;110128.0
15:10:32,500;51591.0
15:11:16,500;115812.0
15:11:34,0;101394.0
15:11:51,0;119455.0
15:13:06,500;89849.0
15:18:43,500;99154.0
15:20:11,0;98634.0
15:21:22,0;77447.0
15:22:23,0;87058.0
15:22:53,500;112655.0
15:23:01,0;85724.0
15:23:09,0;37550.0
15:23:59,500;100650.0
15:24:49,500;47150.0
15:24:57,0;104055.0
15:25:19,500;108270.0
15:25:43,0;45719.0
15:25:58,500;120920.0
15:26:34,500;86948.0
15:27:07,0;137355.0
15:27:12,0;91521.0
15:27:35,0;111859.0
15:27:40,0;132324.0
15:28:10,0;117781.0
15:28:32,0;87949.0
15:28:34,500;129762.0
15:29:18,0;93272.0
15:29:38,500;112074.0
15:29:42,500;49805.0
15:29:51,0;129554.0
15:30:22,500;105898.0
15:30:25,500;89757.0
15:30:39,500;81389.0
15:31:11,500;116160.0
15:31:14,500;83530.0
15:31:31,500;42151.0
15:31:35,0;82456.0
15:31:55,0;46552.0
15:32:21,0;108087.0
15:32:22,0;100933.0
15:32:42,0;106706.0
15:33:08,0;124473.0
15:33:39,0;107964.0
15:33:57,0;157297.0
15:34:36,0;132042.0
15:34:46,500;162575.0
15:34:50,0;120547.0
15:34:55,0;115591.0
15:34:57,0;163469.0
15:36:07,500;143280.0
15:36:08,0;130637.0
15:37:31,0;162502.0
15:38:10,0;110401.0
15:38:34,500;165108.0
15:38:41,0;199152.0
15:39:43,500;203019.0
15:39:51,0;215173.0
15:40:14,0;228330.0
15:40:45,500;299627.0
15:41:17,0;370413.0
15:41:20,500;162728.0
15:41:25,500;162009.0
15:41:55,0;174882.0
15:42:34,0;162739.0
15:42:34,500;219906.0
15:43:14,500;153883.0
15:43:15,500;148317.0
15:43:34,0;157222.0
15:44:09,0;140360.0
15:44:54,500;200837.0
15:45:34,0;145206.0
15:45:54,500;154991.0
15:46:15,500;155490.0
15:46:16,500;206816.0
15:46:22,0;152880.0
15:46:24,500;82870.0
15:46:50,500;172601.0
15:46:51,0;161183.0
15:47:39,0;161644.0
15:48:12,500;134939.0
15:48:19,0;132140.0
15:48:59,0;162368.0
15:49:39,0;164853.0
15:49:40,0;164834.0
15:49:58,0;153627.0
15:49:59,500;147414.0
15:50:30,500;210214.0
15:51:04,500;158878.0
15:51:05,0;142732.0
15:52:33,0;154804.0
15:52:55,500;211594.0
15:53:12,500;172315.0
15:53:38,0;165023.0
15:53:38,500;165797.0
15:53:59,500;212470.0
15:54:00,0;166609.0
15:54:06,500;212745.0
15:54:39,500;213513.0
15:55:14,500;126138.0
15:55:23,500;148819.0
15:55:32,500;136650.0
15:55:41,500;66237.0
15:55:42,0;122226.0
15:57:05,0;147625.0
15:57:34,500;72440.0
15:57:46,0;142587.0
15:57:47,0;199561.0
15:58:04,500;183289.0
15:58:28,0;160989.0
15:58:35,500;145384.0
15:59:18,500;196920.0
15:59:32,500;74243.0
15:59:54,500;1640315.0
16:00:16,500;149750.0
16:00:17,0;160302.0
16:00:35,0;131373.0
16:00:37,500;165882.0
16:00:39,0;62291.0
16:00:41,0;58150.0
16:00:59,0;43768.0
16:01:05,0;134452.0
16:01:51,500;101086.0
16:02:03,500;110965.0
16:02:04,500;61193.0
16:02:14,0;112280.0
16:02:29,500;110377.0
16:02:35,500;108519.0
16:02:58,500;148345.0
16:03:37,0;112470.0
16:03:43,0;44463.0
16:03:44,0;125886.0
16:04:51,0;114174.0
16:05:01,0;118796.0
16:05:06,0;112107.0
16:05:10,0;90930.5
16:05:16,500;159365.0
16:05:39,0;152827.0
16:05:44,500;152693.0
