tool_name,Metric,mean_value,std_value,cv,users,nodes
analyzing_data,CPU,7.958581938240395e-05,4.52799139128526e-05,0.5689444961958107,10,5
analyzing_data,GPU,0.0012610139211428478,0.0007680701183222869,0.6090893252202882,10,5
analyzing_data,RAM,0.0001847642723617502,0.00010691961684412546,0.5786812324559556,10,5
analyzing_data,Total,0.0015253640128870558,0.0009182843923157272,0.6020100019127177,10,5
create_visualization,CPU,5.924942213345889e-05,4.974775071455501e-05,0.8396326735896017,10,5
create_visualization,GPU,0.0008842254736936969,0.0007958029263243272,0.9918380419603169,10,5
create_visualization,RAM,0.0001366592975995859,0.00011124052080670172,0.8139989211172325,10,5
create_visualization,Total,0.0010801341934267698,0.0009721207740840929,0.960504741959453,10,5
decide_tool,CPU,4.010684688201388e-05,3.5570631147884864e-05,0.8868967249538804,10,5
decide_tool,GPU,0.0005726428435471602,0.0005153785591924442,1.1098138191669458,10,5
decide_tool,RAM,9.458065468058907e-05,8.472158285785943e-05,0.8957601651624745,10,5
decide_tool,Total,0.0007073303451097759,0.0006365973105987983,1.0666504361202855,10,5
lookup_sales_data,CPU,4.454813431276789e-05,3.268372599430835e-05,0.7336721615509025,10,5
lookup_sales_data,GPU,0.0006317462669300142,0.0005685716402370128,0.9275159259831762,10,5
lookup_sales_data,RAM,0.00010451333125432457,7.445695994746824e-05,0.7124159095673964,10,5
lookup_sales_data,Total,0.0007808077324971268,0.0006917983538396373,0.8860034616040166,10,5
