Elapsed time;my_test_sampler
03:56:25,500;105586.0
03:57:23,500;37054.0
03:59:14,500;136545.0
04:00:30,0;182428.0
04:02:14,500;231310.0
04:03:30,0;254021.0
04:05:05,500;271879.0
04:06:43,500;323093.0
04:08:21,500;370428.0
04:09:30,0;434686.0
04:10:06,0;384211.0
04:11:19,500;328200.0
04:11:56,500;252090.0
04:12:50,0;206194.0
04:14:09,0;269079.0
04:15:44,0;315253.0
04:16:57,0;327426.0
04:17:39,0;319646.0
04:18:15,0;309139.0
04:19:45,0;332384.0
04:21:22,500;316410.0
04:22:36,0;334511.0
04:24:06,500;384651.0
04:25:35,500;416580.0
04:26:53,0;423925.0
04:28:13,0;393492.0
04:28:51,500;361767.0
04:30:34,500;362904.0
04:32:03,500;373975.0
04:33:15,500;380671.0
04:35:00,500;406582.0
04:36:45,500;472170.0
04:38:24,0;459119.0
04:39:37,0;442606.0
04:40:49,0;433183.0
04:42:03,500;421136.0
04:43:19,500;383936.0
04:44:33,500;352703.0
04:45:50,500;364599.0
04:46:29,0;301433.0
04:48:17,500;364066.0
04:49:34,500;363114.0
04:50:52,0;355523.0
04:51:30,500;327447.0
04:56:48,500;105202.0
04:58:24,0;123152.0
04:59:11,500;136872.0
05:00:57,0;143735.0
05:02:25,0;221191.0
05:04:02,500;211832.0
05:05:19,0;281346.0
05:05:56,0;291987.0
05:06:32,500;235954.0
05:08:10,500;321734.0
05:09:31,500;325250.0
05:11:09,500;309796.0
05:11:46,0;338381.0
05:13:28,0;393715.0
05:14:04,500;288989.0
05:14:46,0;306409.0
05:16:04,0;268330.0
05:29:31,0;1058349.0
05:30:53,500;1032260.0
05:32:07,500;1076907.0
05:33:43,500;1131239.0
05:34:57,0;1116184.0
05:36:27,500;404222.0
05:37:39,500;385761.0
05:39:09,500;415125.0
05:40:21,0;387983.0
05:42:00,0;420564.0
05:43:10,0;393141.0
05:44:22,0;367722.0
05:45:36,0;371200.0
05:46:56,500;378258.0
05:48:16,0;370987.0
05:49:31,0;379176.0
05:55:05,0;555272.0
05:56:47,0;584664.0
05:58:25,500;245900.0
06:00:03,0;231668.0
06:01:39,500;209521.0
06:02:59,0;270055.0
06:04:35,0;260609.0
06:05:12,0;296191.0
06:06:20,500;270424.0
06:07:56,0;343170.0
06:09:17,0;371349.0
06:10:40,0;360014.0
06:11:27,500;333958.0
06:12:03,500;330868.0
06:13:13,0;312242.0
06:14:55,0;1073863.0
06:16:12,0;313653.0
06:17:54,500;364844.0
06:19:32,0;433264.0
06:20:13,500;416190.0
06:21:40,500;386224.0
06:23:16,500;420723.0
06:24:33,500;390908.0
06:25:47,0;359951.0
06:27:17,0;421621.0
06:28:29,500;407979.0
06:29:44,0;378966.0
06:31:03,0;342308.0
06:32:19,0;387983.0
06:33:32,500;356546.0
06:34:52,500;346024.0
06:36:13,500;364027.0
06:37:30,0;385788.0
06:38:44,0;384536.0
06:39:59,0;381745.0
06:46:02,500;574716.0
06:47:18,500;497714.0
06:48:01,0;538812.0
06:49:18,0;554127.0
06:49:56,500;233519.0
06:49:58,0;894120.0
