tool_name,Metric,mean_value,std_value,users,nodes
analyzing_data,CPU,2.344923230974633,0.18274854720092806,3,3
analyzing_data,GPU,36.804759432329526,3.2123060411662854,3,3
create_visualization,CPU,0.7228508117397007,0.10435869878802564,3,3
create_visualization,GPU,6.530875503097725,2.0714400400888224,3,3
lookup_sales_data,CPU,1.2302718253968254,0.11947709032506762,3,3
lookup_sales_data,GPU,0.8005158730158729,2.262723622072013,3,3
