timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1749873946280,0,CPU,,0.0,,,true,,0,0,0,0,null,0,0,0
1749873946497,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1749873946679,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
1749873947793,0,CPU,,1.0,,,true,,0,0,0,0,null,0,0,0
1749873947965,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1749873948183,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
1749873949415,0,CPU,,0.0,,,true,,0,0,0,0,null,0,0,0
1749873949721,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1749873949940,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
1749873951154,0,CPU,,0.0,,,true,,0,0,0,0,null,0,0,0
1749873951461,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1749873951664,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
1749873952896,0,CPU,,1.0,,,true,,0,0,0,0,null,0,0,0
1749873953180,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1749873953510,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
1749873954735,0,CPU,,1.0,,,true,,0,0,0,0,null,0,0,0
1749873954935,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1749873955099,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
1749873956379,0,CPU,,1.0,,,true,,0,0,0,0,null,0,0,0
1749873956583,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1749873956890,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
1749873958527,0,CPU,,1.0,,,true,,0,0,0,0,null,0,0,0
1749873958835,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1749873959063,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
1749873960271,0,CPU,,1.0,,,true,,0,0,0,0,null,0,0,0
1749873960469,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1749873960770,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
1749873961970,0,CPU,,1.0,,,true,,0,0,0,0,null,0,0,0
1749873962171,0,GPU1,,0.0,,,true,,0,0,0,0,null,0,0,0
1749873962364,0,GPU2,,0.0,,,true,,0,0,0,0,null,0,0,0
