Elapsed time;my_test_sampler
06:08:42,500;100759.0
06:09:25,500;103388.0
06:10:03,0;105423.0
06:10:09,500;104922.0
06:10:11,500;80422.0
06:10:29,0;107170.0
06:10:47,0;108625.0
06:10:49,0;75269.0
06:11:15,500;36380.0
06:11:34,0;36675.0
06:11:46,500;82429.0
06:11:53,500;98249.0
06:11:59,500;37516.0
06:12:00,500;72431.0
06:12:01,500;102054.0
06:12:11,500;36221.0
06:12:21,500;98935.0
06:12:26,500;97749.0
06:12:49,500;37683.0
06:12:55,0;42051.0
06:13:09,0;44423.0
06:13:25,0;97915.0
06:13:38,500;44333.0
06:13:43,500;94322.0
06:13:44,500;85969.0
06:13:50,500;46805.0
06:13:52,500;111019.5
06:14:39,0;102379.0
06:14:59,500;104470.0
06:15:18,500;134265.0
06:15:19,0;88267.0
06:15:23,500;75658.0
06:15:36,500;131727.5
06:15:45,500;204282.0
06:15:47,0;102623.0
06:15:54,500;74633.0
06:15:55,500;112901.0
06:16:36,0;39423.0
06:16:54,0;160418.0
06:17:10,0;230332.0
06:17:14,500;115645.0
06:17:18,500;92399.0
06:17:21,0;101431.0
06:17:22,0;149448.0
06:17:44,500;119655.0
06:18:22,500;137249.0
06:18:43,500;62982.0
06:18:45,0;105143.0
06:19:01,500;95062.0
06:19:02,500;264862.0
06:19:07,500;105829.0
06:19:25,0;262842.0
06:19:35,500;127521.0
06:19:50,0;62437.0
06:20:15,0;238235.0
06:20:16,500;153617.0
06:20:18,0;150533.0
06:20:36,500;357758.0
06:20:37,500;89803.0
06:20:45,500;45221.0
06:21:09,0;102429.0
06:21:11,500;366443.0
06:21:45,500;325391.0
06:21:48,0;239283.0
06:21:58,0;99630.0
06:22:29,0;145471.0
06:22:31,500;368323.0
06:22:36,0;105836.0
06:22:41,500;193113.0
06:22:47,0;453322.0
06:22:51,0;103952.0
06:23:13,500;319699.0
06:23:30,500;188573.0
06:23:42,0;43469.0
06:23:50,500;224340.0
06:23:59,500;133674.0
06:24:16,0;81660.0
06:24:19,0;77900.0
06:24:27,500;476437.0
06:24:35,500;366094.0
06:25:01,0;125490.0
06:25:05,500;273529.0
06:25:26,0;216268.0
06:25:37,500;321209.0
06:25:57,500;165348.0
06:25:58,500;565155.0
06:26:16,500;144239.0
06:26:19,0;114097.0
06:26:32,0;109621.0
06:26:41,0;199349.0
06:26:53,500;290818.0
06:27:01,500;115606.0
06:27:02,500;118386.0
06:27:29,500;111741.0
06:27:42,500;334149.0
06:27:50,0;159201.0
06:27:55,0;233176.0
06:28:01,0;215432.0
06:28:04,0;200944.0
06:28:12,0;124028.0
06:29:06,0;205932.0
06:29:17,500;153239.0
06:29:25,500;132716.0
06:29:28,0;255162.0
06:29:36,0;98678.0
06:29:44,500;200624.0
06:30:17,0;128184.0
06:30:34,500;112920.0
06:30:41,0;87884.0
06:30:51,500;179974.5
06:30:52,500;322192.0
06:31:05,0;82344.0
06:31:09,500;271746.0
06:32:11,0;146937.0
06:32:30,500;316643.0
06:32:31,500;240010.0
06:32:32,500;103277.0
06:32:42,500;141616.0
06:32:47,500;123433.0
06:32:51,0;97767.0
06:33:00,0;193901.0
06:33:15,500;128636.0
06:33:18,500;169201.0
06:33:50,0;393701.0
06:34:06,0;188136.5
06:34:08,0;83777.0
06:34:26,0;96139.0
06:34:29,0;265653.0
06:34:41,0;91726.0
06:34:42,0;86180.0
06:35:49,0;262053.0
06:35:52,0;147198.0
06:36:08,0;108196.0
06:36:11,0;526984.0
06:36:11,500;100477.0
06:36:27,0;99617.0
06:36:31,500;103015.0
06:37:34,500;361147.0
06:37:37,0;249451.0
06:37:55,500;162474.0
06:37:56,500;625581.0
06:37:58,500;106818.0
06:38:20,500;131980.0
06:38:40,500;139136.0
06:38:41,500;41449.0
06:38:44,0;128889.0
06:38:57,500;419731.0
06:39:00,500;297502.0
06:39:14,500;236653.0
06:39:21,500;156511.0
06:40:13,500;230278.0
06:40:17,500;113959.0
06:40:29,0;502082.0
06:40:37,0;156378.0
06:40:37,500;97321.0
06:40:49,500;330634.0
06:40:54,500;126158.0
06:40:58,0;181203.5
06:41:46,0;162888.0
06:42:19,500;247735.0
06:42:22,0;103143.0
06:42:23,500;401720.0
06:42:35,0;198219.0
06:42:37,0;107515.0
06:42:42,0;306414.0
06:42:42,500;103847.0
06:43:20,500;42269.0
06:43:45,500;157173.0
06:43:57,500;86353.0
06:44:05,500;273724.0
06:44:15,500;396074.0
06:44:20,0;93020.0
06:44:26,0;95725.0
06:44:41,500;229294.0
06:44:48,500;312545.0
06:44:49,500;117206.0
06:45:08,0;233567.0
06:45:28,0;118115.0
06:46:17,500;93415.0
06:46:28,500;215781.0
06:46:29,500;249968.5
06:46:34,0;96326.0
06:46:41,0;93581.0
06:46:47,0;331423.0
06:47:02,0;184967.0
06:48:13,500;315116.0
06:48:15,0;486799.0
06:48:20,0;101841.0
06:48:24,500;103495.0
06:48:27,500;420117.0
06:48:30,0;184754.0
06:48:41,500;107231.0
06:48:53,500;100726.0
06:49:01,500;130152.0
06:49:12,500;225818.0
06:49:42,500;400929.0
06:49:51,500;94619.0
06:49:59,0;468764.0
06:50:02,0;265762.0
06:50:07,0;186915.0
06:50:16,0;173520.0
06:50:33,500;120527.0
06:50:36,500;124070.0
06:50:44,500;40483.0
06:51:04,500;466502.0
06:51:26,0;140395.0
06:51:31,0;354250.0
06:51:50,500;290240.0
06:51:54,0;104273.0
06:52:12,500;180302.0
06:52:18,0;224010.0
06:52:20,0;116087.0
06:52:35,0;103778.0
06:52:51,500;129474.0
06:52:54,500;41249.0
06:53:00,0;441245.0
06:53:06,0;41593.0
06:53:18,500;116122.0
06:53:37,0;65103.0
06:53:42,0;296485.0
06:53:47,500;269341.0
06:54:01,0;155480.0
06:54:05,500;189079.0
06:54:22,0;218942.0
06:54:25,500;88689.0
06:54:41,500;189349.0
06:55:04,500;110043.0
06:55:16,0;138526.0
06:55:22,0;126839.0
06:55:22,500;360481.0
06:55:38,500;281171.0
06:55:41,500;176829.0
06:55:48,0;61882.0
06:55:52,0;124803.0
06:56:11,500;100495.0
06:56:54,0;430540.0
06:57:11,0;90216.0
06:57:16,500;115638.0
06:57:24,500;121611.0
06:57:25,500;243635.0
06:57:26,500;200130.0
06:57:55,500;153545.5
06:58:03,500;154897.0
06:58:09,500;284322.0
06:58:16,500;511890.0
06:59:03,0;105975.0
06:59:09,0;207552.0
06:59:17,500;171092.0
06:59:19,500;196965.0
06:59:49,500;81068.0
06:59:53,0;244468.5
06:59:59,0;139658.0
07:00:00,500;393269.0
07:00:35,500;173640.0
07:00:41,0;114001.0
07:01:15,0;372432.0
07:01:40,500;295093.0
07:01:53,0;98481.0
07:02:16,500;259905.0
07:02:49,500;350559.0
07:03:36,0;335520.0
07:08:07,0;94717.0
07:08:40,0;92506.0
07:09:23,0;73844.0
07:09:27,500;103482.0
07:10:16,500;89284.0
07:10:28,500;111038.0
07:10:43,0;111256.0
07:10:45,0;109392.0
07:11:06,500;36166.0
07:11:10,500;108900.0
07:11:15,500;39365.0
07:11:33,0;95092.0
07:11:42,0;40584.0
07:12:11,0;36508.0
07:12:23,500;99172.0
07:12:24,500;37193.0
07:12:29,0;74796.0
07:12:33,500;70395.0
07:12:51,0;110869.0
