tool_name,Metric,mean_value,std_value,cv,users,nodes
analyzing_data,CPU,5.5028822525321395e-05,2.2253200383935375e-05,0.40439172351353897,20,3
analyzing_data,GPU,0.0008362629830738714,0.00035965204040972815,0.43007050137236347,20,3
analyzing_data,RAM,0.0001296255811505238,5.071992723463127e-05,0.3912802302173233,20,3
analyzing_data,Total,0.0010209173867497519,0.0004295189568233135,0.4207186226798952,20,3
create_visualization,CPU,3.8511129426491495e-05,2.1575947941787782e-05,0.5602522767599192,20,3
create_visualization,GPU,0.0005492994358549097,0.00039944632713092773,0.7271923127123623,20,3
create_visualization,RAM,9.303860943421123e-05,5.08507867136478e-05,0.5465557473707197,20,3
create_visualization,Total,0.0006808491747156301,0.00047117101254450595,0.692034344818439,20,3
decide_tool,CPU,2.116239364455356e-05,1.3647680007332114e-05,0.6449024735368032,20,3
decide_tool,GPU,0.00024656800501240733,0.0002219112045111666,0.9376908900913161,20,3
decide_tool,RAM,5.2567140260594365e-05,3.2608193703992445e-05,0.620315153960094,20,3
decide_tool,Total,0.000320297538917549,0.0002744375268629462,0.8568205918484811,20,3
lookup_sales_data,CPU,2.6677515709387272e-05,1.4396376011017453e-05,0.5396445519082447,20,3
lookup_sales_data,GPU,0.0003215629919423329,0.00022670929138788294,0.7050229568349692,20,3
lookup_sales_data,RAM,6.598349000200308e-05,3.286479598922696e-05,0.4980760488453896,20,3
lookup_sales_data,Total,0.00041422399765372837,0.00026908603930533723,0.6496147997931313,20,3
