Elapsed time;jp@gc - Ultimate Thread Group
06:30:51,900;20.0
06:30:52,700;20.0
06:31:05,0;20.0
06:31:09,800;20.0
06:32:11,200;20.0
06:32:30,700;20.0
06:32:31,800;20.0
06:32:32,700;20.0
06:32:42,700;20.0
06:32:47,800;20.0
06:32:51,100;20.0
06:33:00,400;20.0
06:33:15,500;20.0
06:33:18,700;20.0
06:33:50,200;20.0
06:34:06,100;20.0
06:34:06,400;20.0
06:34:08,400;20.0
06:34:26,400;20.0
06:34:29,0;20.0
06:34:41,200;20.0
06:34:42,0;20.0
06:35:49,300;20.0
06:35:52,300;20.0
06:36:08,200;20.0
06:36:11,200;20.0
06:36:11,800;20.0
06:36:27,200;20.0
06:36:31,500;20.0
06:37:34,900;20.0
06:37:37,300;20.0
06:37:55,500;20.0
06:37:56,500;20.0
06:37:58,800;20.0
06:38:20,800;20.0
06:38:40,700;20.0
06:38:41,500;20.0
06:38:44,200;20.0
06:38:57,900;20.0
06:39:00,500;20.0
06:39:14,900;20.0
06:39:21,700;20.0
06:40:13,500;20.0
06:40:17,600;20.0
06:40:29,100;20.0
06:40:37,200;20.0
06:40:37,800;20.0
06:40:49,900;20.0
06:40:54,800;20.0
06:40:58,0;20.0
06:40:58,100;20.0
06:41:46,200;20.0
06:42:19,500;20.0
06:42:22,400;20.0
06:42:23,500;20.0
06:42:35,0;20.0
06:42:37,100;20.0
06:42:42,300;20.0
06:42:42,500;20.0
06:43:20,600;20.0
06:43:45,800;20.0
06:43:57,900;20.0
06:44:05,500;20.0
06:44:15,800;20.0
06:44:20,400;20.0
06:44:26,0;20.0
06:44:41,900;20.0
06:44:48,900;20.0
06:44:49,600;20.0
06:45:08,200;20.0
06:45:28,400;20.0
06:46:17,600;20.0
06:46:28,500;20.0
06:46:29,600;20.0
06:46:34,400;20.0
06:46:41,100;20.0
06:46:47,400;20.0
06:47:02,400;20.0
06:48:13,700;20.0
06:48:15,100;20.0
06:48:20,300;20.0
06:48:24,600;20.0
06:48:27,900;20.0
06:48:30,0;20.0
06:48:41,500;20.0
06:48:53,500;20.0
06:49:01,600;20.0
06:49:12,600;20.0
06:49:42,900;20.0
06:49:51,800;20.0
06:49:59,200;20.0
06:50:02,100;20.0
06:50:07,100;20.0
06:50:16,200;20.0
06:50:33,800;20.0
06:50:36,700;20.0
06:50:44,800;20.0
06:51:04,900;20.0
06:51:26,0;20.0
06:51:31,400;20.0
06:51:50,700;20.0
06:51:54,0;20.0
06:52:12,800;20.0
06:52:18,200;20.0
06:52:20,200;20.0
06:52:35,400;20.0
06:52:51,600;20.0
06:52:54,500;20.0
06:53:00,100;20.0
06:53:06,300;20.0
06:53:18,900;20.0
06:53:37,0;20.0
06:53:42,400;20.0
06:53:47,500;20.0
06:54:01,400;20.0
06:54:05,900;20.0
06:54:22,0;20.0
06:54:25,700;20.0
06:54:41,500;20.0
06:55:04,600;20.0
06:55:16,300;20.0
06:55:22,200;20.0
06:55:22,700;20.0
06:55:38,600;20.0
06:55:41,700;20.0
06:55:48,200;20.0
06:55:52,400;20.0
06:56:11,600;20.0
06:56:54,100;20.0
06:57:11,400;20.0
06:57:16,700;20.0
06:57:24,900;20.0
06:57:25,800;20.0
06:57:26,900;20.0
06:57:55,500;19.0
06:58:03,800;18.0
06:58:09,600;17.0
06:58:16,700;16.0
06:59:03,400;16.0
06:59:09,100;15.0
06:59:17,500;14.0
06:59:19,800;13.0
06:59:49,600;12.0
06:59:53,400;11.5
06:59:59,300;10.0
07:00:00,900;9.0
07:00:35,500;8.0
07:00:41,300;7.0
07:01:15,100;6.0
07:01:40,800;5.0
07:01:53,100;4.0
07:02:16,900;3.0
07:02:49,500;2.0
07:03:36,400;1.0
07:08:07,200;4.0
07:08:40,0;5.0
07:09:23,100;7.0
07:09:27,700;7.0
07:10:16,700;9.0
07:10:28,700;9.0
07:10:43,0;9.0
07:10:45,0;10.0
07:11:06,600;10.0
07:11:10,900;10.0
07:11:15,600;11.0
07:11:33,100;11.0
07:11:42,100;11.0
07:12:11,100;12.0
07:12:23,700;13.0
07:12:24,500;13.0
07:12:29,300;13.0
07:12:33,900;13.0
07:12:51,400;14.0
07:13:04,600;14.0
07:13:07,100;14.0
07:13:15,300;15.0
07:13:43,900;15.0
07:13:50,300;16.0
07:13:50,400;16.0
07:13:56,0;16.0
07:14:11,200;16.0
07:14:12,500;16.0
07:14:19,200;17.0
07:14:21,200;17.0
07:14:36,500;17.0
07:14:51,800;18.0
07:14:58,300;18.0
07:15:25,400;19.0
07:15:37,600;19.0
07:15:53,500;20.0
07:15:55,100;20.0
07:16:00,200;20.0
07:16:02,200;20.0
07:16:27,200;20.0
07:16:45,600;20.0
07:16:49,700;20.0
07:17:20,400;20.0
07:17:21,900;20.0
07:17:29,400;20.0
07:17:38,200;20.0
07:17:46,600;20.0
07:18:09,300;20.0
07:18:23,600;20.0
07:18:28,700;20.0
07:18:29,600;20.0
07:18:35,700;20.0
07:18:43,200;20.0
07:19:03,800;20.0
07:19:14,800;20.0
07:19:17,500;20.0
07:19:23,700;20.0
07:19:31,200;20.0
07:19:42,800;20.0
07:20:05,400;20.0
07:20:16,100;20.0
07:20:29,100;20.0
07:20:30,300;20.0
07:20:51,500;20.0
07:21:05,700;20.0
07:21:09,100;20.0
07:21:09,300;20.0
07:21:26,800;20.0
07:21:39,500;20.0
07:21:51,100;20.0
07:21:51,900;20.0
07:21:59,600;20.0
07:22:24,100;20.0
07:22:41,700;20.0
07:22:46,400;20.0
07:23:01,400;20.0
07:23:14,0;20.0
07:23:18,600;20.0
07:23:31,400;20.0
07:23:51,400;20.0
07:23:52,500;20.0
07:24:13,600;20.0
07:24:23,800;20.0
07:24:29,700;20.0
07:24:39,400;20.0
07:24:46,0;20.0
07:24:46,100;20.0
07:25:14,100;20.0
07:25:35,200;20.0
07:26:07,700;20.0
07:26:26,300;20.0
07:26:27,0;20.0
07:26:29,200;20.0
07:26:33,300;20.0
07:26:46,700;20.0
07:26:48,200;20.0
07:26:53,700;20.0
07:27:08,600;20.0
07:27:56,100;20.0
07:28:03,600;20.0
07:28:06,200;20.0
07:28:17,700;20.0
07:28:26,300;20.0
07:28:37,500;20.0
07:28:40,0;20.0
07:28:54,0;20.0
07:29:16,0;20.0
07:29:37,400;20.0
07:29:43,100;20.0
07:29:54,900;20.0
07:30:02,100;20.0
07:30:05,600;20.0
07:30:10,0;20.0
07:30:18,500;20.0
07:30:21,900;20.0
07:31:15,900;20.0
07:31:23,400;20.0
07:31:46,700;20.0
07:31:49,600;20.0
07:31:53,600;20.0
07:31:58,100;20.0
07:32:01,200;20.0
07:32:11,400;20.0
07:33:24,100;20.0
07:33:32,200;20.0
07:33:41,200;20.0
07:33:41,700;20.0
07:33:44,500;20.0
07:33:59,700;20.0
07:34:02,900;20.0
07:34:15,200;20.0
07:34:35,300;20.0
07:34:46,800;20.0
07:35:29,800;20.0
07:35:47,600;20.0
07:35:48,0;20.0
07:35:50,200;20.0
07:35:51,100;20.0
07:35:55,500;20.0
07:36:09,400;20.0
07:36:23,700;20.0
07:36:45,0;20.0
07:37:03,900;20.0
07:37:26,0;20.0
07:37:32,200;20.0
07:37:33,300;20.0
07:38:19,900;20.0
07:38:28,600;20.0
07:38:29,600;20.0
07:38:42,800;20.0
07:38:43,700;20.0
07:39:18,900;20.0
07:39:19,800;20.0
07:39:21,100;20.0
07:39:52,100;20.0
07:40:00,300;20.0
07:40:19,300;20.0
07:40:38,200;20.0
07:40:46,300;20.0
07:40:53,400;20.0
07:40:53,900;20.0
07:40:57,400;20.0
07:41:08,900;20.0
07:41:18,700;20.0
07:41:23,300;20.0
07:42:09,300;20.0
07:42:09,900;20.0
07:42:10,300;20.0
07:42:26,100;20.0
07:42:29,200;20.0
07:42:35,100;20.0
07:42:50,0;20.0
07:42:50,100;20.0
07:43:23,600;20.0
07:43:37,900;20.0
07:44:00,700;20.0
07:44:13,500;20.0
07:44:15,900;20.0
07:44:32,200;20.0
07:44:46,0;20.0
07:44:46,500;20.0
07:44:51,900;20.0
07:45:00,500;20.0
07:45:56,0;20.0
07:46:03,600;20.0
07:46:04,100;20.0
07:46:16,300;20.0
07:46:26,800;20.0
07:46:35,400;20.0
07:46:36,0;20.0
07:46:46,500;20.0
07:46:52,200;20.0
07:47:35,700;20.0
07:47:35,900;20.0
07:47:42,400;20.0
07:48:02,500;20.0
07:48:07,400;20.0
07:48:21,0;20.0
07:48:21,100;20.0
07:48:48,700;20.0
07:49:03,400;20.0
07:49:03,800;20.0
07:49:07,500;20.0
07:49:15,300;20.0
07:49:26,100;20.0
07:49:42,0;20.0
07:49:45,400;20.0
07:50:12,400;20.0
07:50:30,700;20.0
07:50:31,300;20.0
07:50:32,200;20.0
07:50:37,0;20.0
07:51:00,500;20.0
07:51:06,700;20.0
07:51:11,600;20.0
07:51:14,100;20.0
07:51:22,400;20.0
07:51:23,800;20.0
07:51:37,500;20.0
07:52:12,700;20.0
07:52:15,200;20.0
07:52:24,0;20.0
07:52:34,300;20.0
07:52:48,400;20.0
07:52:49,900;20.0
07:52:55,200;20.0
07:53:02,0;20.0
07:53:06,300;20.0
07:53:10,500;20.0
07:53:25,0;20.0
07:53:31,400;20.0
07:53:43,0;20.0
07:53:53,300;20.0
07:54:23,200;20.0
07:54:45,200;20.0
07:55:06,200;20.0
07:55:11,300;20.0
07:55:12,0;20.0
07:55:17,700;20.0
07:55:24,600;20.0
07:55:43,100;20.0
07:56:10,0;20.0
07:56:20,700;20.0
07:56:20,900;20.0
07:56:33,600;20.0
07:56:40,500;20.0
07:56:41,0;20.0
07:57:00,500;20.0
07:57:07,900;20.0
07:57:45,700;20.0
07:57:49,600;19.0
07:57:50,0;19.0
07:58:00,600;18.0
07:58:02,100;17.0
07:58:07,100;16.0
07:58:29,700;15.0
07:58:31,600;15.0
07:59:05,500;15.0
07:59:07,200;14.0
07:59:13,800;13.0
07:59:22,0;13.0
07:59:44,200;12.0
07:59:56,800;11.0
08:00:14,600;11.0
08:00:30,200;10.0
08:00:30,700;9.0
08:00:46,900;8.0
08:00:54,900;7.0
08:00:55,600;6.0
08:00:59,300;5.0
08:01:38,200;4.0
08:02:03,500;3.0
08:03:28,800;2.0
08:04:10,900;1.0
08:09:00,600;6.0
08:09:18,600;7.0
08:09:56,900;8.0
08:09:59,100;8.0
08:10:21,100;9.0
08:11:00,600;10.0
08:11:39,800;11.0
08:11:41,500;11.0
08:11:45,900;12.0
08:11:51,900;12.0
08:11:52,500;12.0
08:11:53,300;12.0
08:11:56,600;12.0
08:11:59,300;12.0
08:12:23,800;13.0
08:12:30,700;13.0
08:13:11,800;14.0
08:13:15,600;15.0
08:13:19,300;15.0
08:13:26,0;15.0
08:13:28,600;15.0
08:13:41,400;15.0
08:13:45,700;16.0
08:13:57,500;16.0
08:13:58,100;16.0
08:14:19,200;17.0
08:15:07,900;18.0
08:15:24,900;19.0
08:15:39,500;19.0
08:15:44,200;19.0
08:15:49,100;20.0
08:15:54,900;20.0
08:16:02,600;20.0
08:16:13,800;20.0
08:16:36,600;20.0
08:16:44,200;20.0
08:16:52,600;20.0
08:17:02,0;20.0
08:17:18,500;20.0
08:17:22,300;20.0
08:17:45,0;20.0
08:17:49,300;20.0
08:18:01,700;20.0
08:18:11,200;20.0
08:18:29,400;20.0
08:18:59,300;20.0
08:19:11,700;20.0
08:19:25,900;20.0
08:19:26,800;20.0
08:20:01,900;20.0
08:20:02,0;20.0
08:20:07,800;20.0
08:20:13,100;20.0
08:20:17,700;20.0
08:20:23,600;20.0
08:20:50,200;20.0
08:21:24,100;20.0
08:21:27,400;20.0
08:21:32,300;20.0
08:21:36,500;20.0
08:21:37,100;20.0
08:21:42,100;20.0
08:21:50,600;20.0
08:22:24,500;20.0
08:22:43,0;20.0
08:23:09,0;20.0
08:23:09,200;20.0
08:23:09,700;20.0
08:23:28,100;20.0
08:23:36,100;20.0
08:23:47,200;20.0
08:24:04,700;20.0
08:24:09,700;20.0
08:24:17,800;20.0
08:24:20,300;20.0
08:25:06,300;20.0
08:25:12,800;20.0
08:25:33,900;20.0
08:25:34,700;20.0
08:25:36,600;20.0
08:25:48,900;20.0
08:26:05,600;20.0
08:26:20,0;20.0
08:26:26,800;20.0
08:26:36,600;20.0
08:26:54,100;20.0
08:27:45,500;20.0
08:27:51,800;20.0
08:27:57,500;20.0
08:28:00,300;20.0
08:28:08,0;20.0
08:28:22,600;20.0
08:28:28,100;20.0
08:28:33,400;20.0
08:28:42,800;20.0
08:28:54,400;20.0
08:28:57,300;20.0
08:29:09,400;20.0
08:29:35,100;20.0
08:29:35,600;20.0
08:30:04,900;20.0
08:30:16,700;20.0
08:30:20,300;20.0
08:30:23,500;20.0
08:30:51,300;20.0
08:30:53,700;20.0
08:31:39,100;20.0
08:31:55,700;20.0
08:32:02,100;20.0
08:32:36,400;20.0
08:32:36,700;20.0
08:33:17,600;20.0
08:33:21,900;20.0
08:33:28,700;20.0
08:33:51,0;20.0
08:34:10,600;20.0
08:34:13,0;20.0
08:34:19,700;20.0
08:34:47,500;20.0
08:34:54,300;20.0
08:35:00,0;20.0
08:35:04,400;20.0
08:35:21,400;20.0
08:35:31,700;20.0
08:35:39,900;20.0
08:36:19,800;20.0
08:36:23,900;20.0
08:36:25,300;20.0
08:36:28,500;20.0
08:37:01,600;20.0
08:37:07,200;20.0
08:37:10,500;20.0
08:37:21,700;20.0
08:37:38,900;20.0
08:37:45,100;20.0
08:37:52,700;20.0
08:38:33,900;20.0
08:38:50,0;20.0
08:39:05,700;20.0
08:39:08,100;20.0
08:39:08,500;20.0
08:39:10,100;20.0
08:39:14,400;20.0
08:39:44,700;20.0
08:39:48,400;20.0
08:39:48,600;20.0
08:40:01,900;20.0
08:40:16,700;20.0
08:40:24,900;20.0
08:40:37,200;20.0
08:40:43,100;20.0
08:40:53,600;20.0
08:41:07,600;20.0
08:41:15,800;20.0
08:41:28,400;20.0
08:41:43,300;20.0
08:41:43,800;20.0
08:41:49,0;20.0
08:41:54,600;20.0
08:42:04,800;20.0
08:43:00,200;20.0
08:43:01,400;20.0
08:43:09,600;20.0
08:43:10,600;20.0
08:43:13,200;20.0
08:43:13,700;20.0
08:43:36,700;20.0
08:43:49,400;20.0
08:43:55,800;20.0
08:44:19,100;20.0
08:44:30,900;20.0
08:44:32,600;20.0
08:44:40,300;20.0
08:44:57,500;20.0
08:44:58,400;20.0
08:45:01,900;20.0
08:45:12,200;20.0
08:45:37,300;20.0
08:45:56,400;20.0
08:45:57,800;20.0
08:46:14,300;20.0
08:46:16,200;20.0
08:46:23,0;20.0
08:46:26,600;20.0
08:46:33,300;20.0
08:46:44,100;20.0
08:48:00,700;20.0
08:48:13,700;20.0
08:49:59,700;20.0
08:49:59,800;20.0
08:52:27,400;20.0
08:53:25,900;20.0
08:55:20,900;20.0
08:55:45,900;20.0
08:55:46,300;20.0
08:55:54,700;20.0
08:55:58,800;20.0
08:56:02,800;20.0
08:56:03,0;20.0
08:56:28,800;20.0
08:56:36,700;19.0
08:56:42,400;19.0
08:56:49,400;19.0
08:57:04,0;18.0
08:57:11,900;18.0
08:57:14,900;17.0
08:57:22,900;16.0
08:57:28,800;15.0
08:58:01,300;15.0
08:58:10,0;15.0
08:58:36,200;14.0
08:58:40,500;13.0
08:58:51,200;12.0
08:58:53,500;12.0
08:59:00,900;12.0
08:59:26,800;11.0
08:59:55,800;10.0
09:00:14,600;9.0
09:00:21,0;8.0
09:00:21,700;7.0
09:00:39,800;6.0
09:01:03,200;4.0
09:01:53,400;3.0
09:03:02,0;2.0
09:03:39,500;1.0
