timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue,region,cloud_provider,cloud_region
2026-02-07T22:47:57,sql_agent_v1,384f848b-a271-4340-916f-e7a822deff8e,04e4ee56-5346-4f69-b653-4499423ff7f1,11.099488292820752,0.0001484485025674,1.337435552443119e-05,27.273582804545452,90.2839779607758,70.0,4.971016937488672e-05,0.000271811606332,0.0001273455449936,0.0004488673207005,0.0,Italy,ITA,Linux-4.18.0-553.8.1.el8_10.x86_64-x86_64-with-glibc2.41,3.11.14,3.2.2,48,Intel(R) Xeon(R) Gold 5317 CPU @ 3.00GHz,1,1 x NVIDIA A40,12.1097,43.1479,1007.542251586914,machine,0.0,14.5,1.8000000000000005,17.70624122619629,N,1.0,0.0,,,
2026-02-07T22:47:58,lookup_sales_data,b7d80819-1986-41b7-9dd0-1cc4b210fc7c,04e4ee56-5346-4f69-b653-4499423ff7f1,19.98066125670448,0.00024439911362841594,1.2231783047040458e-05,30.000600451578947,83.04557003788577,70.0,8.652576860712487e-05,0.0004506261938388434,0.0002018435371289444,0.0007389954995749126,0.0,Italy,ITA,Linux-4.18.0-553.8.1.el8_10.x86_64-x86_64-with-glibc2.41,3.11.14,3.2.2,48,Intel(R) Xeon(R) Gold 5317 CPU @ 3.00GHz,1,1 x NVIDIA A40,12.1097,43.1479,1007.5422515869141,machine,0.0,8.055555555555555,1.8000000000000003,17.686626858181423,N,1.0,0.0,,,
