timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-02-06T16:59:21,analyzing_data,53c4e56c-c307-458a-b9b8-4e148f9b1bad,07178195,7.875202390365303,0.00019644425955492206,2.4944661713742916e-05,30.008096682857147,223.3179302815417,70.0,3.6197371584967236e-05,0.00047337926758928006,8.441661052768016e-05,0.0005939932497019274,0.0,Italy,ITA,,,,Linux-4.18.0-553.8.1.el8_10.x86_64-x86_64-with-glibc2.41,3.11.14,3.2.2,48,Intel(R) Xeon(R) Gold 5317 CPU @ 3.00GHz,1,1 x NVIDIA A40,12.1097,43.1479,1007.5422515869141,machine,16.666666666666668,69.83333333333333,1.7,17.52589225769043,N,1.0,0.0
