timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-02-06T15:51:12,sql_query_gen,0bc29bf6-e4c7-40ef-a709-9048844ade04,80fd4ade,2.570120478980243,5.688568791897082e-05,2.213347132331383e-05,30.004766580000002,192.16997384255478,70.0,1.2919829280584684e-05,0.00012895149205149892,3.0135306426220473e-05,0.0001720066277583041,0.0,Italy,ITA,,,,Linux-4.18.0-553.8.1.el8_10.x86_64-x86_64-with-glibc2.41,3.11.14,3.2.2,48,Intel(R) Xeon(R) Gold 5317 CPU @ 3.00GHz,1,1 x NVIDIA A40,12.1097,43.1479,1007.5422515869141,machine,0.0,71.0,1.7,17.11871337890625,N,1.0,0.0
